conversation	sent_id	token_id	token	event1	event2	event3	event4	event5
1	8	6	support	O	O	O	O	O
1	8	7	to	O	O	O	O	O
1	8	8	lower	O	O	O	O	O
1	8	9	myself	O	O	O	O	O
1	8	10	down	O	O	O	O	O
1	8	11	safely	O	O	O	O	O
1	8	12	.	O	O	O	O	O
1	9	1	Sounds	O	O	O	O	O
1	9	2	like	O	O	O	O	O
1	9	3	you	O	O	O	O	O
1	9	4	've	O	O	O	O	O
1	9	5	established	O	O	O	O	O
1	9	6	good	O	O	O	O	O
1	9	7	ways	O	O	O	O	O
2	1	1	How	O	O	O	O	O
2	1	2	are	O	O	O	O	O
2	1	3	you	O	O	O	O	O
2	1	4	feeling	O	O	O	O	O
2	1	5	today	O	O	O	O	O
2	1	6	about	O	O	O	O	O
2	1	7	your	O	O	O	O	O
2	1	8	daily	O	O	O	O	O
2	1	9	routine	O	O	O	O	O
2	1	10	?	O	O	O	O	O
2	2	1	Well	O	O	O	O	O
2	2	2	,	O	O	O	O	O
2	2	3	I	O	O	O	O	O
2	2	4	sometimes	O	O	O	O	O
2	2	5	struggle	O	O	O	O	O
2	2	6	with	O	O	O	O	O
2	2	7	moving	B-event	O	O	O	O
2	2	8	from	I-event	O	O	O	O
2	2	9	my	I-event	O	O	O	O
2	2	10	bed	I-event	O	O	O	O
2	2	11	to	I-event	O	O	O	O
2	2	12	the	I-event	O	O	O	O
2	2	13	living	I-event	O	O	O	O
2	2	14	room	I-event	O	O	O	O
2	2	15	chair	I-event	O	O	O	O
2	2	16	.	O	O	O	O	O
2	3	1	When	O	O	O	O	O
2	3	2	do	O	O	O	O	O
2	3	3	you	O	O	O	O	O
2	3	4	find	O	O	O	O	O
2	3	5	it	O	O	O	O	O
2	3	6	most	O	O	O	O	O
2	3	7	challenging	O	O	O	O	O
2	3	8	to	O	O	O	O	O
2	3	9	move	O	O	O	O	O
2	3	10	from	O	O	O	O	O
2	3	11	your	O	O	O	O	O
2	3	12	bed	O	O	O	O	O
2	3	13	to	O	O	O	O	O
2	3	14	the	O	O	O	O	O
2	3	15	chair	O	O	O	O	O
2	3	16	?	O	O	O	O	O
2	4	1	It	O	O	O	O	O
2	4	2	happens	O	O	O	O	O
2	4	3	mostly	O	O	O	O	O
2	4	4	in	B-time	O	O	O	O
2	4	5	the	I-time	O	O	O	O
2	4	6	morning	I-time	O	O	O	O
2	4	7	when	O	O	O	O	O
2	4	8	my	O	O	O	O	O
2	4	9	joints	O	O	O	O	O
2	4	10	are	O	O	O	O	O
2	4	11	stiff	O	O	O	O	O
2	4	12	.	O	O	O	O	O
2	5	1	Have	O	O	O	O	O
2	5	2	you	O	O	O	O	O
2	5	3	tried	O	O	O	O	O
2	5	4	doing	O	B-event	O	O	O
2	5	5	any	O	I-event	O	O	O
2	5	6	light	O	I-event	O	O	O
2	5	7	stretching	O	I-event	O	O	O
2	5	8	exercises	O	I-event	O	O	O
2	5	9	to	O	O	O	O	O
2	5	10	help	O	O	O	O	O
2	5	11	with	O	O	O	O	O
2	5	12	that	O	O	O	O	O
2	5	13	?	O	O	O	O	O
2	6	1	Yes	O	O	O	O	O
2	6	2	,	O	O	O	O	O
2	6	3	but	O	O	O	O	O
2	6	4	still	O	O	O	O	O
2	6	5	find	O	O	O	O	O
2	6	6	it	O	O	O	O	O
2	6	7	difficult	O	O	O	O	O
2	6	8	to	O	O	O	O	O
2	6	9	get	O	O	O	O	O
2	6	10	up	O	O	O	O	O
2	6	11	and	O	O	O	O	O
2	6	12	move	O	O	O	O	O
2	6	13	around	O	O	O	O	O
2	6	14	quickly	O	O	O	O	O
2	6	15	.	O	O	O	O	O
2	7	1	I	O	O	O	O	O
2	7	2	see	O	O	O	O	O
2	7	3	.	O	O	O	O	O
2	7	4	Do	O	O	O	O	O
2	7	5	you	O	O	O	O	O
2	7	6	notice	O	O	O	O	O
2	7	7	any	O	O	O	O	O
2	7	8	improvement	O	O	O	O	O
2	7	9	throughout	O	O	O	O	O
2	7	10	the	O	O	O	O	O
2	7	11	day	O	O	O	O	O
2	7	12	as	O	O	O	O	O
2	7	13	you	O	O	O	O	O
2	7	14	continue	O	O	O	O	O
2	7	15	to	O	O	O	O	O
2	7	16	move	O	O	O	O	O
2	7	17	around	O	O	O	O	O
2	7	18	?	O	O	O	O	O
2	8	1	Yes	O	O	O	O	O
2	8	2	,	O	O	O	O	O
2	8	3	as	O	O	O	O	O
2	8	4	the	O	O	O	O	O
2	8	5	day	O	O	O	O	O
2	8	6	goes	O	O	O	O	O
2	8	7	on	O	O	O	O	O
2	8	8	,	O	O	O	O	O
2	8	9	it	O	O	O	O	O
2	8	10	becomes	O	O	O	O	O
2	8	11	easier	O	O	O	O	O
2	8	12	for	O	O	O	O	O
2	8	13	me	O	O	O	O	O
2	8	14	to	O	O	O	O	O
2	8	15	move	O	O	O	O	O
2	8	16	from	O	O	O	O	O
2	8	17	place	O	O	O	O	O
2	8	18	to	O	O	O	O	O
2	8	19	place	O	O	O	O	O
2	8	20	.	O	O	O	O	O
3	1	1	How	O	O	O	O	O
3	1	2	do	O	O	O	O	O
3	1	3	you	O	O	O	O	O
3	1	4	manage	O	O	O	O	O
3	1	5	to	O	O	O	O	O
3	1	6	get	O	O	O	O	O
3	1	7	up	O	O	O	O	O
3	1	8	in	B-time	O	O	O	O
3	1	9	the	I-time	O	O	O	O
3	1	10	morning	I-time	O	O	O	O
3	1	11	?	O	O	O	O	O
3	2	1	Well	O	O	O	O	O
3	2	2	,	O	O	O	O	O
3	2	3	I	B-participants	O	O	O	O
3	2	4	usually	O	O	O	O	O
3	2	5	sit	B-event	O	O	O	O
3	2	6	up	I-event	O	O	O	O
3	2	7	on	I-event	O	O	O	O
3	2	8	the	I-event	O	O	O	O
3	2	9	edge	I-event	O	O	O	O
3	2	10	of	I-event	O	O	O	O
3	2	11	the	I-event	O	O	O	O
3	2	12	bed	I-event	O	O	O	O
3	2	13	and	O	O	O	O	O
3	2	14	use	I-event	O	O	O	O
3	2	15	my	I-event	O	O	O	O
3	2	16	walker	I-event	O	O	O	O
3	2	17	to	I-event	O	O	O	O
3	2	18	stand	I-event	O	O	O	O
3	2	19	up	I-event	O	O	O	O
3	2	20	.	O	O	O	O	O
3	3	1	Do	O	O	O	O	O
3	3	2	you	O	O	O	O	O
3	3	3	also	O	O	O	O	O
3	3	4	have	O	O	O	O	O
3	3	5	difficulty	O	O	O	O	O
3	3	6	with	O	O	O	O	O
3	3	7	getting	O	O	O	O	O
3	3	8	out	O	O	O	O	O
3	3	9	of	O	O	O	O	O
3	3	10	a	O	O	O	O	O
3	3	11	car	O	O	O	O	O
3	3	12	?	O	O	O	O	O
3	4	1	Yes	O	O	O	O	O
3	4	2	,	O	O	O	O	O
3	4	3	I	O	B-participants	O	O	O
3	4	4	find	O	O	O	O	O
3	4	5	it	O	O	O	O	O
3	4	6	challenging	O	O	O	O	O
3	4	7	to	O	O	O	O	O
3	4	8	turn	O	B-event	O	O	O
3	4	9	and	O	I-event	O	O	O
3	4	10	lift	O	I-event	O	O	O
3	4	11	myself	O	I-event	O	O	O
3	4	12	out	O	I-event	O	O	O
3	4	13	of	O	I-event	O	O	O
3	4	14	the	O	I-event	O	O	O
3	4	15	seat	O	I-event	O	O	O
3	4	16	.	O	O	O	O	O
3	5	1	What	O	O	O	O	O
3	5	2	about	O	O	O	O	O
3	5	3	walking	O	O	O	O	O
3	5	4	around	O	O	B-place	O	O
3	5	5	the	O	O	I-place	O	O
3	5	6	house	O	O	I-place	O	O
3	5	7	?	O	O	O	O	O
3	6	1	I	O	O	B-participants	O	O
3	6	2	usually	O	O	O	O	O
3	6	3	use	O	O	B-event	O	O
3	6	4	a	O	O	I-event	O	O
3	6	5	cane	O	O	I-event	O	O
3	6	6	for	O	O	I-event	O	O
3	6	7	support	O	O	I-event	O	O
3	6	8	,	O	O	O	O	O
3	6	9	mainly	O	O	B-time	O	O
3	6	10	on	O	O	I-time	O	O
3	6	11	days	O	O	I-time	O	O
3	6	12	when	O	O	I-time	O	O
3	6	13	my	O	O	I-time	O	O
3	6	14	knees	O	O	I-time	O	O
3	6	15	are	O	O	I-time	O	O
3	6	16	acting	O	O	I-time	O	O
3	6	17	up	O	O	I-time	O	O
3	6	18	.	O	O	I-time	O	O
3	7	1	How	O	O	O	O	O
3	7	2	do	O	O	O	O	O
3	7	3	you	O	O	O	O	O
3	7	4	handle	O	O	O	O	O
3	7	5	stairs	O	O	O	O	O
3	7	6	at	O	O	O	B-place	O
3	7	7	your	O	O	O	I-place	O
3	7	8	place	O	O	O	I-place	O
3	7	9	?	O	O	O	I-place	O
3	8	1	It	O	O	O	O	O
3	8	2	's	O	O	O	O	O
3	8	3	tough	O	O	O	O	O
3	8	4	.	O	O	O	O	O
3	8	5	I	O	O	O	B-participants	O
3	8	6	take	O	O	O	B-event	O
3	8	7	one	O	O	O	I-event	O
3	8	8	step	O	O	O	I-event	O
3	8	9	at	O	O	O	I-event	O
3	8	10	a	O	O	O	I-event	O
3	8	11	time	O	O	O	I-event	O
3	8	12	and	O	O	O	O	O
3	8	13	hold	O	O	O	I-event	O
3	8	14	onto	O	O	O	I-event	O
3	8	15	the	O	O	O	I-event	O
3	8	16	rail	O	O	O	I-event	O
3	8	17	tightly	O	O	O	I-event	O
3	8	18	.	O	O	O	I-event	O
3	9	1	Have	O	O	O	O	O
3	9	2	you	O	O	O	O	O
3	9	3	considered	O	O	O	O	O
3	9	4	any	O	O	O	O	O
3	9	5	aids	O	O	O	O	O
3	9	6	for	O	O	O	O	O
3	9	7	more	O	O	O	O	O
3	9	8	independence	O	O	O	O	O
3	9	9	?	O	O	O	O	O
3	10	1	Yes	O	O	O	O	O
3	10	2	,	O	O	O	O	O
3	10	3	I	O	O	O	O	O
3	10	4	've	O	O	O	O	O
3	10	5	been	O	O	O	O	O
3	10	6	thinking	O	O	O	O	O
3	10	7	of	O	O	O	O	O
3	10	8	getting	O	O	O	O	O
3	10	9	a	O	O	O	O	O
4	1	1	How	O	O	O	O	O
4	1	2	are	O	O	O	O	O
4	1	3	you	O	O	O	O	O
4	1	4	feeling	O	O	O	O	O
4	1	5	today	O	O	O	O	O
4	1	6	?	O	O	O	O	O
4	2	1	Oh	O	O	O	O	O
4	2	2	,	O	O	O	O	O
4	2	3	not	O	O	O	O	O
4	2	4	so	O	O	O	O	O
4	2	5	good	O	O	O	O	O
4	2	6	.	O	O	O	O	O
4	2	7	I	O	O	O	O	O
4	2	8	struggle	O	O	O	O	O
4	2	9	with	O	O	O	O	O
4	2	10	getting	O	O	O	O	O
4	2	11	up	O	O	O	O	O
4	2	12	from	O	O	O	O	O
4	2	13	the	O	O	O	O	O
4	2	14	chair	O	O	O	O	O
4	2	15	in	O	O	O	O	O
4	2	16	the	O	O	O	O	O
4	2	17	mornings	O	O	O	O	O
4	2	18	.	O	O	O	O	O
4	3	1	I	O	O	O	O	O
4	3	2	see	O	O	O	O	O
4	3	3	.	O	O	O	O	O
4	3	4	When	O	O	O	O	O
4	3	5	do	O	O	O	O	O
4	3	6	you	O	O	O	O	O
4	3	7	usually	O	O	O	O	O
4	3	8	have	O	O	O	O	O
4	3	9	this	O	O	O	O	O
4	3	10	difficulty	O	O	O	O	O
4	3	11	?	O	O	O	O	O
4	4	1	It	O	O	O	O	O
4	4	2	happens	O	O	O	O	O
4	4	3	mostly	O	O	O	O	O
4	4	4	when	O	O	O	O	O
4	4	5	I	O	O	O	O	O
4	4	6	wake	O	O	O	O	O
4	4	7	up	O	O	O	O	O
4	4	8	with	O	O	O	O	O
4	4	9	stiff	O	O	O	O	O
4	4	10	joints	O	O	O	O	O
4	4	11	.	O	O	O	O	O
4	5	1	Do	O	O	O	O	O
4	5	2	you	O	O	O	O	O
4	5	3	have	O	O	O	O	O
4	5	4	any	O	O	O	O	O
4	5	5	routines	O	O	O	O	O
4	5	6	or	O	O	O	O	O
4	5	7	techniques	O	O	O	O	O
4	5	8	to	O	O	O	O	O
4	5	9	make	O	O	O	O	O
4	5	10	it	O	O	O	O	O
4	5	11	easier	O	O	O	O	O
4	5	12	?	O	O	O	O	O
4	6	1	Yes	O	O	O	O	O
4	6	2	,	O	O	O	O	O
4	6	3	stretching	B-event	O	O	O	O
4	6	4	and	I-event	O	O	O	O
4	6	5	warm	I-event	O	O	O	O
4	6	6	-	I-event	O	O	O	O
4	6	7	up	I-event	O	O	O	O
4	6	8	exercises	I-event	O	O	O	O
4	6	9	help	O	O	O	O	O
4	6	10	to	O	O	O	O	O
4	6	11	some	O	O	O	O	O
4	6	12	extent	O	O	O	O	O
4	6	13	.	O	O	O	O	O
4	7	1	That	O	O	O	O	O
4	7	2	's	O	O	O	O	O
4	7	3	good	O	O	O	O	O
4	7	4	to	O	O	O	O	O
4	7	5	hear	O	O	O	O	O
4	7	6	.	O	O	O	O	O
4	7	7	Is	O	O	O	O	O
4	7	8	there	O	O	O	O	O
4	7	9	any	O	O	O	O	O
4	7	10	specific	O	O	O	O	O
4	7	11	time	O	O	O	O	O
4	7	12	when	O	O	O	O	O
4	7	13	this	O	O	O	O	O
4	7	14	happens	O	O	O	O	O
4	7	15	?	O	O	O	O	O
4	8	1	It	O	O	O	O	O
4	8	2	's	O	O	O	O	O
4	8	3	usually	O	O	O	O	O
4	8	4	worse	O	O	O	O	O
4	8	5	after	O	O	O	O	O
4	8	6	a	O	O	O	O	O
4	8	7	restless	O	O	O	O	O
4	8	8	night	O	O	O	O	O
4	8	9	's	O	O	O	O	O
4	8	10	sleep	O	O	O	O	O
4	8	11	.	O	O	O	O	O
5	1	1	How	O	O	O	O	O
5	1	2	was	O	O	O	O	O
5	1	3	your	O	O	O	O	O
5	1	4	day	O	O	O	O	O
5	1	5	today	O	O	O	O	O
5	1	6	?	O	O	O	O	O
5	2	1	It	O	O	O	O	O
5	2	2	was	O	O	O	O	O
5	2	3	a	O	O	O	O	O
5	2	4	bit	O	O	O	O	O
5	2	5	challenging	O	O	O	O	O
5	2	6	.	O	O	O	O	O
5	3	1	Did	O	O	O	O	O
5	3	2	you	O	O	O	O	O
5	3	3	have	O	O	O	O	O
5	3	4	any	O	O	O	O	O
5	3	5	difficulty	O	O	O	O	O
5	3	6	moving	O	O	O	O	O
5	3	7	around	O	O	O	O	O
5	3	8	?	O	O	O	O	O
5	4	1	Yes	O	O	O	O	O
5	4	2	,	O	O	O	O	O
5	4	3	getting	B-event	O	O	O	O
5	4	4	up	I-event	O	O	O	O
5	4	5	from	I-event	O	O	O	O
5	4	6	my	I-event	O	O	O	O
5	4	7	chair	I-event	O	O	O	O
5	4	8	is	O	O	O	O	O
5	4	9	getting	O	O	O	O	O
5	4	10	harder	O	O	O	O	O
5	4	11	.	O	O	O	O	O
5	5	1	When	O	O	O	O	O
5	5	2	do	O	O	O	O	O
5	5	3	you	O	O	O	O	O
5	5	4	usually	O	O	O	O	O
5	5	5	struggle	O	O	O	O	O
5	5	6	with	O	O	O	O	O
5	5	7	that	O	O	O	O	O
5	5	8	?	O	O	O	O	O
5	6	1	Mainly	B-time	O	O	O	O
5	6	2	after	I-time	O	O	O	O
5	6	3	sitting	I-time	O	O	O	O
5	6	4	for	I-time	O	O	O	O
5	6	5	a	I-time	O	O	O	O
5	6	6	long	I-time	O	O	O	O
5	6	7	time	I-time	O	O	O	O
5	6	8	.	I-time	O	O	O	O
5	7	1	Have	O	O	O	O	O
5	7	2	you	O	O	O	O	O
5	7	3	considered	O	O	O	O	O
5	7	4	using	O	O	O	O	O
5	7	5	any	O	O	O	O	O
5	7	6	aids	O	O	O	O	O
5	7	7	for	O	O	O	O	O
5	7	8	support	O	O	O	O	O
5	7	9	?	O	O	O	O	O
5	8	1	Yes	O	O	O	O	O
5	8	2	,	O	O	O	O	O
5	8	3	my	O	O	O	O	O
5	8	4	doctor	O	O	O	O	O
5	8	5	recommended	O	O	O	O	O
5	8	6	a	O	O	O	O	O
5	8	7	walker	O	O	O	O	O
5	8	8	for	O	O	O	O	O
5	8	9	stability	O	O	O	O	O
5	8	10	.	O	O	O	O	O
6	1	1	How	O	O	O	O	O
6	1	2	do	O	O	O	O	O
6	1	3	you	O	O	O	O	O
6	1	4	manage	O	O	O	O	O
6	1	5	to	O	O	O	O	O
6	1	6	get	O	O	O	O	O
6	1	7	from	O	O	O	O	O
6	1	8	the	O	O	O	O	O
6	1	9	living	O	O	O	O	O
6	1	10	room	O	O	O	O	O
6	1	11	to	O	O	O	O	O
6	1	12	the	O	O	O	O	O
6	1	13	bedroom	O	O	O	O	O
6	1	14	every	O	O	O	O	O
6	1	15	day	O	O	O	O	O
6	1	16	?	O	O	O	O	O
6	2	1	I	O	O	O	O	O
6	2	2	use	O	O	O	O	O
6	2	3	my	O	O	O	O	O
6	2	4	walker	O	O	O	O	O
6	2	5	to	O	O	O	O	O
6	2	6	move	B-event	O	O	O	O
6	2	7	slowly	I-event	O	O	O	O
6	2	8	and	I-event	O	O	O	O
6	2	9	steadily	I-event	O	O	O	O
6	2	10	across	I-event	O	O	O	O
6	2	11	the	I-event	O	O	O	O
6	2	12	house	I-event	O	O	O	O
6	2	13	.	O	O	O	O	O
6	3	1	Do	O	O	O	O	O
6	3	2	you	O	O	O	O	O
6	3	3	find	O	O	O	O	O
6	3	4	it	O	O	O	O	O
6	3	5	easier	O	O	O	O	O
6	3	6	to	O	O	O	O	O
6	3	7	get	O	O	O	O	O
6	3	8	up	O	O	O	O	O
6	3	9	from	O	O	O	O	O
6	3	10	sitting	O	O	O	O	O
6	3	11	or	O	O	O	O	O
6	3	12	standing	O	O	O	O	O
6	3	13	?	O	O	O	O	O
6	4	1	Standing	O	O	O	O	O
6	4	2	up	O	O	O	O	O
6	4	3	from	O	O	O	O	O
6	4	4	sitting	O	O	O	O	O
6	4	5	is	O	O	O	O	O
6	4	6	more	O	O	O	O	O
6	4	7	challenging	O	O	O	O	O
6	4	8	for	O	O	O	O	O
6	4	9	me	O	O	O	O	O
6	4	10	.	O	O	O	O	O
6	5	1	How	O	O	O	O	O
6	5	2	about	O	O	O	O	O
6	5	3	lying	O	O	O	O	O
6	5	4	down	O	O	O	O	O
6	5	5	on	O	O	O	O	O
6	5	6	the	O	O	O	O	O
6	5	7	bed	O	O	O	O	O
6	5	8	?	O	O	O	O	O
6	5	9	Is	O	O	O	O	O
6	5	10	it	O	O	O	O	O
6	5	11	comfortable	O	O	O	O	O
6	5	12	for	O	O	O	O	O
6	5	13	you	O	O	O	O	O
6	5	14	?	O	O	O	O	O
6	6	1	It	O	O	O	O	O
6	6	2	takes	O	O	O	O	O
6	6	3	me	O	O	O	O	O
6	6	4	a	O	O	O	O	O
6	6	5	bit	O	O	O	O	O
6	6	6	of	O	O	O	O	O
6	6	7	effort	O	O	O	O	O
6	6	8	to	O	O	O	O	O
6	6	9	lie	O	O	O	O	O
6	6	10	down	O	O	O	O	O
6	6	11	comfortably	O	O	O	O	O
6	6	12	,	O	O	O	O	O
6	6	13	but	O	O	O	O	O
6	6	14	I	O	O	O	O	O
6	6	15	manage	O	O	O	O	O
6	6	16	.	O	O	O	O	O
6	7	1	Moving	O	O	O	O	O
6	7	2	around	O	O	O	O	O
6	7	3	the	O	O	O	O	O
6	7	4	house	O	O	O	O	O
6	7	5	must	O	O	O	O	O
6	7	6	require	O	O	O	O	O
6	7	7	some	O	O	O	O	O
6	7	8	strength	O	O	O	O	O
6	7	9	,	O	O	O	O	O
6	7	10	right	O	O	O	O	O
6	7	11	?	O	O	O	O	O
6	8	1	Indeed	O	O	O	O	O
6	8	2	,	O	O	O	O	O
6	8	3	I	O	O	O	O	O
6	8	4	do	O	O	O	O	O
6	8	5	my	O	O	O	O	O
6	8	6	best	O	O	O	O	O
6	8	7	to	O	O	O	O	O
6	8	8	maintain	O	O	O	O	O
6	8	9	my	O	O	O	O	O
6	8	10	strength	O	O	O	O	O
6	8	11	and	O	O	O	O	O
6	8	12	keep	O	O	O	O	O
6	8	13	moving	O	O	O	O	O
6	8	14	.	O	O	O	O	O
6	9	1	Have	O	O	O	O	O
6	9	2	you	O	O	O	O	O
6	9	3	found	O	O	O	O	O
6	9	4	any	O	O	O	O	O
6	9	5	tricks	O	O	O	O	O
6	9	6	that	O	O	O	O	O
6	9	7	make	O	O	O	O	O
6	9	8	moving	O	O	O	O	O
6	9	9	easier	O	O	O	O	O
6	9	10	for	O	O	O	O	O
6	9	11	you	O	O	O	O	O
6	9	12	?	O	O	O	O	O
6	10	1	Yes	O	O	O	O	O
6	10	2	,	O	O	O	O	O
6	10	3	using	O	O	O	O	O
6	10	4	handrails	O	O	O	O	O
6	10	5	and	O	O	O	O	O
6	10	6	taking	O	O	O	O	O
7	1	1	When	O	O	O	O	O
7	1	2	do	O	O	O	O	O
7	1	3	you	O	O	O	O	O
7	1	4	usually	O	O	O	O	O
7	1	5	feel	O	O	O	O	O
7	1	6	most	O	O	O	O	O
7	1	7	comfortable	O	O	O	O	O
7	1	8	in	O	O	O	O	O
7	1	9	terms	O	O	O	O	O
7	1	10	of	O	O	O	O	O
7	1	11	your	O	O	O	O	O
7	1	12	mobility	O	O	O	O	O
7	1	13	during	O	O	O	O	O
7	1	14	the	O	O	O	O	O
7	1	15	day	O	O	O	O	O
7	1	16	?	O	O	O	O	O
7	2	1	In	O	O	O	O	O
7	2	2	the	B-time	O	O	O	O
7	2	3	morning	I-time	O	O	O	O
7	2	4	,	O	O	O	O	O
7	2	5	after	O	O	O	O	O
7	2	6	some	B-event	O	O	O	O
7	2	7	stretching	I-event	O	O	O	O
7	2	8	,	O	O	O	O	O
7	2	9	I	O	O	O	O	O
7	2	10	feel	O	O	O	O	O
7	2	11	more	O	O	O	O	O
7	2	12	ease	O	O	O	O	O
7	2	13	moving	O	B-event	O	O	O
7	2	14	around	O	I-event	O	O	O
7	2	15	.	O	O	O	O	O
7	3	1	Do	O	O	O	O	O
7	3	2	you	O	O	O	O	O
7	3	3	face	O	O	O	O	O
7	3	4	any	O	O	O	O	O
7	3	5	challenges	O	O	O	O	O
7	3	6	when	O	O	O	O	O
7	3	7	getting	O	O	O	O	O
7	3	8	up	O	O	O	O	O
7	3	9	from	O	O	O	O	O
7	3	10	a	O	O	O	O	O
7	3	11	chair	O	O	O	O	O
7	3	12	or	O	O	O	O	O
7	3	13	sitting	O	O	O	O	O
7	3	14	down	O	O	O	O	O
7	3	15	?	O	O	O	O	O
7	4	1	Yes	O	O	O	O	O
7	4	2	,	O	O	O	O	O
7	4	3	moving	O	O	O	O	O
7	4	4	slowly	O	O	O	O	O
7	4	5	and	O	O	O	O	O
7	4	6	taking	O	O	O	O	O
7	4	7	breaks	O	O	O	O	O
7	4	8	makes	O	O	O	O	O
7	4	9	it	O	O	O	O	O
7	4	10	easier	O	O	O	O	O
7	4	11	.	O	O	O	O	O
7	5	1	How	O	O	O	O	O
7	5	2	about	O	O	O	O	O
7	5	3	transferring	O	O	O	O	O
7	5	4	from	O	O	O	O	O
7	5	5	one	O	O	O	O	O
7	5	6	place	O	O	O	O	O
7	5	7	to	O	O	O	O	O
7	5	8	another	O	O	O	O	O
7	5	9	,	O	O	O	O	O
7	5	10	do	O	O	O	O	O
7	5	11	you	O	O	O	O	O
7	5	12	find	O	O	O	O	O
7	5	13	that	O	O	O	O	O
7	5	14	task	O	O	O	O	O
7	5	15	difficult	O	O	O	O	O
7	5	16	?	O	O	O	O	O
7	6	1	Sometimes	O	O	O	O	O
7	6	2	transferring	O	O	O	O	O
7	6	3	to	O	O	O	O	O
7	6	4	higher	O	O	O	O	O
