conversation	sent_id	token_id	token	event1	event2	event3	event4	event5
1	9	8	do	O	O	O	O	O
1	9	9	you	O	O	O	O	O
1	9	10	feel	O	O	O	O	O
1	9	11	about	O	O	O	O	O
2	1	1	How	O	O	O	O	O
2	1	2	was	O	O	O	O	O
2	1	3	your	O	O	O	O	O
2	1	4	day	O	O	O	O	O
2	1	5	today	O	O	O	O	O
2	1	6	,	O	O	O	O	O
2	1	7	did	O	O	O	O	O
2	1	8	you	O	O	O	O	O
2	1	9	go	O	O	O	O	O
2	1	10	anywhere	O	O	O	O	O
2	1	11	interesting	O	O	O	O	O
2	1	12	?	O	O	O	O	O
2	2	1	Actually	O	O	O	O	O
2	2	2	,	O	O	O	O	O
2	2	3	I	B-participants	O	O	O	O
2	2	4	took	B-event	O	O	O	O
2	2	5	a	I-event	O	O	O	O
2	2	6	taxi	I-event	O	O	O	O
2	2	7	to	I-event	O	O	O	O
2	2	8	the	I-event	O	O	O	O
2	2	9	market	I-event	O	O	O	O
2	2	10	to	I-event	O	O	O	O
2	2	11	buy	I-event	O	O	O	O
2	2	12	some	I-event	O	O	O	O
2	2	13	fresh	I-event	O	O	O	O
2	2	14	fruits	I-event	O	O	O	O
2	2	15	.	O	O	O	O	O
2	3	1	That	O	O	O	O	O
2	3	2	sounds	O	O	O	O	O
2	3	3	nice	O	O	O	O	O
2	3	4	,	O	O	O	O	O
2	3	5	how	O	O	O	O	O
2	3	6	often	O	O	O	O	O
2	3	7	do	O	O	O	O	O
2	3	8	you	O	O	O	O	O
2	3	9	usually	O	O	O	O	O
2	3	10	take	O	O	O	O	O
2	3	11	a	O	O	O	O	O
2	3	12	taxi	O	O	O	O	O
2	3	13	?	O	O	O	O	O
2	4	1	Only	O	O	O	O	O
2	4	2	when	O	O	O	O	O
2	4	3	I	O	O	O	O	O
2	4	4	need	O	O	O	O	O
2	4	5	to	O	O	O	O	O
2	4	6	buy	O	O	O	O	O
2	4	7	groceries	O	O	O	O	O
2	4	8	or	O	O	O	O	O
2	4	9	visit	O	O	O	O	O
2	4	10	the	O	O	O	O	O
2	4	11	doctor	O	O	O	O	O
2	4	12	.	O	O	O	O	O
2	5	1	I	O	O	O	O	O
2	5	2	see	O	O	O	O	O
2	5	3	.	O	O	O	O	O
2	5	4	How	O	O	O	O	O
2	5	5	do	O	O	O	O	O
2	5	6	you	O	O	O	O	O
2	5	7	find	O	O	O	O	O
2	5	8	taking	O	O	O	O	O
2	5	9	a	O	O	O	O	O
2	5	10	taxi	O	O	O	O	O
2	5	11	compared	O	O	O	O	O
2	5	12	to	O	O	O	O	O
2	5	13	taking	O	O	O	O	O
2	5	14	a	O	O	O	O	O
2	5	15	bus	O	O	O	O	O
2	5	16	?	O	O	O	O	O
2	6	1	Taking	O	O	O	O	O
2	6	2	a	O	O	O	O	O
2	6	3	taxi	O	O	O	O	O
2	6	4	is	O	O	O	O	O
2	6	5	more	O	O	O	O	O
2	6	6	comfortable	O	O	O	O	O
2	6	7	,	O	O	O	O	O
2	6	8	but	O	O	O	O	O
2	6	9	the	O	O	O	O	O
2	6	10	bus	O	O	O	O	O
2	6	11	is	O	O	O	O	O
2	6	12	more	O	O	O	O	O
2	6	13	affordable	O	O	O	O	O
2	6	14	.	O	O	O	O	O
2	7	1	Do	O	O	O	O	O
2	7	2	you	O	O	O	O	O
2	7	3	ever	O	O	O	O	O
2	7	4	travel	O	O	O	O	O
2	7	5	by	O	O	O	O	O
2	7	6	train	O	O	O	O	O
2	7	7	to	O	O	O	O	O
2	7	8	visit	O	O	O	O	O
2	7	9	family	O	O	O	O	O
2	7	10	out	O	O	O	O	O
2	7	11	of	O	O	O	O	O
2	7	12	town	O	O	O	O	O
2	7	13	?	O	O	O	O	O
2	8	1	Yes	O	O	O	O	O
2	8	2	,	O	O	O	O	O
2	8	3	occasionally	O	B-time	O	O	O
2	8	4	I	O	B-participants	O	O	O
2	8	5	take	O	B-event	O	O	O
2	8	6	the	O	I-event	O	O	O
2	8	7	train	O	I-event	O	O	O
2	8	8	to	O	I-event	O	O	O
2	8	9	visit	O	I-event	O	O	O
2	8	10	my	O	I-event	O	O	O
2	8	11	grandchildren	O	I-event	O	O	O
2	8	12	.	O	O	O	O	O
2	9	1	That	O	O	O	O	O
2	9	2	must	O	O	O	O	O
2	9	3	be	O	O	O	O	O
2	9	4	nice	O	O	O	O	O
2	9	5	to	O	O	O	O	O
2	9	6	see	O	O	O	O	O
2	9	7	them	O	O	O	O	O
2	9	8	.	O	O	O	O	O
2	9	9	How	O	O	O	O	O
2	9	10	do	O	O	O	O	O
2	9	11	you	O	O	O	O	O
2	9	12	feel	O	O	O	O	O
2	9	13	about	O	O	O	O	O
2	9	14	traveling	O	O	O	O	O
2	9	15	by	O	O	O	O	O
2	9	16	train	O	O	O	O	O
2	9	17	?	O	O	O	O	O
3	1	1	How	O	O	O	O	O
3	1	2	was	O	O	O	O	O
3	1	3	your	O	O	O	O	O
3	1	4	day	O	O	O	O	O
3	1	5	,	O	O	O	O	O
3	1	6	did	O	O	O	O	O
3	1	7	you	O	O	O	O	O
3	1	8	get	O	O	O	O	O
3	1	9	to	O	O	O	O	O
3	1	10	go	O	O	O	O	O
3	1	11	out	O	O	O	O	O
3	1	12	today	O	O	O	O	O
3	1	13	?	O	O	O	O	O
3	2	1	Yes	O	O	O	O	O
3	2	2	,	O	O	O	O	O
3	2	3	I	O	O	O	O	O
3	2	4	went	B-event	O	O	O	O
3	2	5	for	I-event	O	O	O	O
3	2	6	a	I-event	O	O	O	O
3	2	7	walk	I-event	O	O	O	O
3	2	8	in	O	O	O	O	O
3	2	9	the	B-place	O	O	O	O
3	2	10	park	I-place	O	O	O	O
3	2	11	this	B-time	O	O	O	O
3	2	12	morning	I-time	O	O	O	O
3	2	13	.	O	O	O	O	O
3	3	1	That	O	O	O	O	O
3	3	2	sounds	O	O	O	O	O
3	3	3	nice	O	O	O	O	O
3	3	4	.	O	O	O	O	O
3	3	5	How	O	O	O	O	O
3	3	6	do	O	O	O	O	O
3	3	7	you	O	O	O	O	O
3	3	8	usually	O	O	O	O	O
3	3	9	get	O	O	O	O	O
3	3	10	there	O	O	O	O	O
3	3	11	?	O	O	O	O	O
3	4	1	I	O	O	O	O	O
3	4	2	usually	O	O	O	O	O
3	4	3	take	O	O	O	O	O
3	4	4	the	O	O	O	O	O
3	4	5	bus	O	O	O	O	O
3	4	6	to	O	O	O	O	O
3	4	7	the	O	O	O	O	O
3	4	8	park	O	O	O	O	O
3	4	9	to	O	O	O	O	O
3	4	10	enjoy	O	O	O	O	O
3	4	11	some	O	O	O	O	O
3	4	12	fresh	O	O	O	O	O
3	4	13	air	O	O	O	O	O
3	4	14	.	O	O	O	O	O
3	5	1	Do	O	O	O	O	O
3	5	2	you	O	O	O	O	O
3	5	3	prefer	O	O	O	O	O
3	5	4	taking	O	O	O	O	O
3	5	5	the	O	O	O	O	O
3	5	6	bus	O	O	O	O	O
3	5	7	over	O	O	O	O	O
3	5	8	other	O	O	O	O	O
3	5	9	modes	O	O	O	O	O
3	5	10	of	O	O	O	O	O
3	5	11	transportation	O	O	O	O	O
3	5	12	?	O	O	O	O	O
3	6	1	Yes	O	O	O	O	O
3	6	2	,	O	O	O	O	O
3	6	3	the	O	O	O	O	O
3	6	4	bus	O	O	O	O	O
3	6	5	is	O	O	O	O	O
3	6	6	convenient	O	O	O	O	O
3	6	7	and	O	O	O	O	O
3	6	8	I	O	O	O	O	O
3	6	9	enjoy	O	O	O	O	O
3	6	10	watching	O	O	O	O	O
3	6	11	the	O	O	O	O	O
3	6	12	scenery	O	O	O	O	O
3	6	13	on	O	O	O	O	O
3	6	14	the	O	O	O	O	O
3	6	15	way	O	O	O	O	O
3	6	16	.	O	O	O	O	O
3	7	1	How	O	O	O	O	O
3	7	2	was	O	O	O	O	O
3	7	3	your	O	O	O	O	O
3	7	4	ride	O	O	O	O	O
3	7	5	back	O	O	O	O	O
3	7	6	home	O	O	O	O	O
3	7	7	from	O	O	O	O	O
3	7	8	the	O	O	O	O	O
3	7	9	park	O	O	O	O	O
3	7	10	today	O	O	O	O	O
3	7	11	?	O	O	O	O	O
3	8	1	It	O	O	O	O	O
3	8	2	was	O	O	O	O	O
3	8	3	a	O	O	O	O	O
3	8	4	smooth	O	O	O	O	O
3	8	5	ride	O	O	O	O	O
3	8	6	back	O	O	O	O	O
3	8	7	on	O	O	O	O	O
3	8	8	the	O	O	O	O	O
3	8	9	bus	O	O	O	O	O
3	8	10	,	O	O	O	O	O
3	8	11	and	O	O	O	O	O
3	8	12	I	O	O	O	O	O
3	8	13	even	O	O	O	O	O
3	8	14	met	O	O	O	O	O
3	8	15	a	O	O	O	O	O
3	8	16	friendly	O	O	O	O	O
3	8	17	neighbor	O	O	O	O	O
3	8	18	.	O	O	O	O	O
4	1	1	How	O	O	O	O	O
4	1	2	was	O	O	O	O	O
4	1	3	your	O	O	O	O	O
4	1	4	day	O	O	O	O	O
4	1	5	,	O	O	O	O	O
4	1	6	anything	O	O	O	O	O
4	1	7	interesting	O	O	O	O	O
4	1	8	happen	O	O	O	O	O
4	1	9	today	O	O	O	O	O
4	1	10	?	O	O	O	O	O
4	2	1	Yes	O	O	O	O	O
4	2	2	,	O	O	O	O	O
4	2	3	I	O	O	O	O	O
4	2	4	went	B-event	O	O	O	O
4	2	5	for	I-event	O	O	O	O
4	2	6	a	I-event	O	O	O	O
4	2	7	walk	I-event	O	O	O	O
4	2	8	in	O	O	O	O	O
4	2	9	the	B-place	O	O	O	O
4	2	10	park	I-place	O	O	O	O
4	2	11	with	O	O	O	O	O
4	2	12	my	B-participants	O	O	O	O
4	2	13	daughter	I-participants	O	O	O	O
4	2	14	this	B-time	O	O	O	O
4	2	15	morning	I-time	O	O	O	O
4	2	16	.	O	O	O	O	O
4	3	1	That	O	O	O	O	O
4	3	2	sounds	O	O	O	O	O
4	3	3	lovely	O	O	O	O	O
4	3	4	!	O	O	O	O	O
4	3	5	Did	O	O	O	O	O
4	3	6	you	O	O	O	O	O
4	3	7	walk	O	O	O	O	O
4	3	8	there	O	O	O	O	O
4	3	9	or	O	O	O	O	O
4	3	10	did	O	O	O	O	O
4	3	11	you	O	O	O	O	O
4	3	12	need	O	O	O	O	O
4	3	13	any	O	O	O	O	O
4	3	14	assistance	O	O	O	O	O
4	3	15	?	O	O	O	O	O
4	4	1	I	O	O	O	O	O
4	4	2	walked	O	O	O	O	O
4	4	3	there	O	O	O	O	O
4	4	4	slowly	O	O	O	O	O
4	4	5	with	O	O	O	O	O
4	4	6	my	O	O	O	O	O
4	4	7	cane	O	O	O	O	O
4	4	8	,	O	O	O	O	O
4	4	9	but	O	O	O	O	O
4	4	10	enjoyed	O	O	O	O	O
4	4	11	the	O	O	O	O	O
4	4	12	fresh	O	O	O	O	O
4	4	13	air	O	O	O	O	O
4	4	14	.	O	O	O	O	O
4	5	1	That	O	O	O	O	O
4	5	2	's	O	O	O	O	O
4	5	3	great	O	O	O	O	O
4	5	4	to	O	O	O	O	O
4	5	5	hear	O	O	O	O	O
4	5	6	.	O	O	O	O	O
4	5	7	How	O	O	O	O	O
4	5	8	was	O	O	O	O	O
4	5	9	the	O	O	O	O	O
4	5	10	weather	O	O	O	O	O
4	5	11	during	O	O	O	O	O
4	5	12	your	O	O	O	O	O
4	5	13	walk	O	O	O	O	O
4	5	14	in	O	O	O	O	O
4	5	15	the	O	O	O	O	O
4	5	16	park	O	O	O	O	O
4	5	17	?	O	O	O	O	O
4	6	1	It	O	O	O	O	O
4	6	2	was	O	O	O	O	O
4	6	3	sunny	O	O	O	O	O
4	6	4	but	O	O	O	O	O
4	6	5	not	O	O	O	O	O
4	6	6	too	O	O	O	O	O
4	6	7	hot	O	O	O	O	O
4	6	8	,	O	O	O	O	O
4	6	9	perfect	O	O	O	O	O
4	6	10	for	O	O	O	O	O
4	6	11	a	O	O	O	O	O
4	6	12	leisurely	O	O	O	O	O
4	6	13	stroll	O	O	O	O	O
4	6	14	.	O	O	O	O	O
4	7	1	Sounds	O	O	O	O	O
4	7	2	like	O	O	O	O	O
4	7	3	a	O	O	O	O	O
4	7	4	nice	O	O	O	O	O
4	7	5	way	O	O	O	O	O
4	7	6	to	O	O	O	O	O
4	7	7	start	O	O	O	O	O
4	7	8	the	O	O	O	O	O
4	7	9	day	O	O	O	O	O
4	7	10	.	O	O	O	O	O
4	7	11	Did	O	O	O	O	O
4	7	12	you	O	O	O	O	O
4	7	13	stay	O	O	O	O	O
4	7	14	long	O	O	O	O	O
4	7	15	at	O	O	O	O	O
4	7	16	the	O	O	O	O	O
4	7	17	park	O	O	O	O	O
4	7	18	?	O	O	O	O	O
4	8	1	We	O	O	O	O	O
4	8	2	stayed	O	O	O	O	O
4	8	3	for	O	O	O	O	O
4	8	4	about	O	O	O	O	O
4	8	5	an	O	O	O	O	O
4	8	6	hour	O	O	O	O	O
4	8	7	before	O	O	O	O	O
4	8	8	heading	O	O	O	O	O
4	8	9	back	O	O	O	O	O
4	8	10	home	O	O	O	O	O
4	8	11	.	O	O	O	O	O
4	9	1	I	O	O	O	O	O
4	9	2	'm	O	O	O	O	O
4	9	3	glad	O	O	O	O	O
4	9	4	you	O	O	O	O	O
4	9	5	had	O	O	O	O	O
4	9	6	a	O	O	O	O	O
4	9	7	pleasant	O	O	O	O	O
4	9	8	experience	O	O	O	O	O
5	1	1	Do	O	O	O	O	O
5	1	2	you	O	O	O	O	O
5	1	3	go	O	O	O	O	O
5	1	4	out	O	O	O	O	O
5	1	5	often	O	O	O	O	O
5	1	6	,	O	O	O	O	O
5	1	7	or	O	O	O	O	O
5	1	8	do	O	O	O	O	O
5	1	9	you	O	O	O	O	O
5	1	10	prefer	O	O	O	O	O
5	1	11	staying	O	O	O	O	O
5	1	12	home	O	O	O	O	O
5	1	13	most	O	O	O	O	O
5	1	14	of	O	O	O	O	O
5	1	15	the	O	O	O	O	O
5	1	16	time	O	O	O	O	O
5	1	17	?	O	O	O	O	O
5	2	1	I	O	O	O	O	O
5	2	2	try	O	O	O	O	O
5	2	3	to	O	O	O	O	O
5	2	4	go	B-event	O	O	O	O
5	2	5	out	I-event	O	O	O	O
5	2	6	every	B-time	O	O	O	O
5	2	7	morning	I-time	O	O	O	O
5	2	8	to	I-event	O	O	O	O
5	2	9	run	I-event	O	O	O	O
5	2	10	errands	I-event	O	O	O	O
5	2	11	.	O	O	O	O	O
5	3	1	How	O	O	O	O	O
5	3	2	do	O	O	O	O	O
5	3	3	you	O	O	O	O	O
5	3	4	usually	O	O	O	O	O
5	3	5	get	O	O	O	O	O
5	3	6	around	O	O	O	O	O
5	3	7	for	O	O	O	O	O
5	3	8	your	O	O	O	O	O
5	3	9	errands	O	O	O	O	O
5	3	10	?	O	O	O	O	O
5	4	1	I	O	O	O	O	O
5	4	2	take	O	B-event	O	O	O
5	4	3	the	O	I-event	O	O	O
5	4	4	bus	O	I-event	O	O	O
5	4	5	to	O	I-event	O	O	O
5	4	6	the	O	I-event	O	O	O
5	4	7	market	O	I-event	O	O	O
5	4	8	and	O	I-event	O	O	O
5	4	9	walk	O	I-event	O	O	O
5	4	10	to	O	I-event	O	O	O
5	4	11	the	O	I-event	O	O	O
5	4	12	pharmacy	O	I-event	O	O	O
5	4	13	.	O	O	O	O	O
5	5	1	Do	O	O	O	O	O
5	5	2	you	O	O	O	O	O
5	5	3	enjoy	O	O	O	O	O
5	5	4	the	O	O	O	O	O
5	5	5	bus	O	O	O	O	O
5	5	6	ride	O	O	O	O	O
5	5	7	or	O	O	O	O	O
5	5	8	do	O	O	O	O	O
5	5	9	you	O	O	O	O	O
5	5	10	find	O	O	O	O	O
5	5	11	it	O	O	O	O	O
5	5	12	tiring	O	O	O	O	O
5	5	13	?	O	O	O	O	O
5	6	1	I	O	O	O	O	O
5	6	2	quite	O	O	O	O	O
5	6	3	like	O	O	O	O	O
5	6	4	seeing	O	O	B-event	O	O
5	6	5	different	O	O	I-event	O	O
5	6	6	people	O	O	I-event	O	O
5	6	7	during	O	O	I-event	O	O
5	6	8	the	O	O	I-event	O	O
5	6	9	bus	O	O	I-event	O	O
5	6	10	ride	O	O	I-event	O	O
5	6	11	.	O	O	O	O	O
5	7	1	That	O	O	O	O	O
5	7	2	sounds	O	O	O	O	O
5	7	3	nice	O	O	O	O	O
5	7	4	.	O	O	O	O	O
5	7	5	What	O	O	O	O	O
5	7	6	do	O	O	O	O	O
5	7	7	you	O	O	O	O	O
5	7	8	do	O	O	O	O	O
5	7	9	after	O	O	O	O	O
5	7	10	you	O	O	O	O	O
5	7	11	finish	O	O	O	O	O
5	7	12	your	O	O	O	O	O
5	7	13	errands	O	O	O	O	O
5	7	14	?	O	O	O	O	O
5	8	1	Sometimes	O	O	O	O	O
5	8	2	I	O	O	O	O	O
5	8	3	treat	O	O	O	O	O
5	8	4	myself	O	O	O	O	O
5	8	5	and	O	O	O	O	O
5	8	6	take	O	O	O	B-event	O
5	8	7	a	O	O	O	I-event	O
5	8	8	taxi	O	O	O	I-event	O
5	8	9	home	O	O	O	I-event	O
5	8	10	.	O	O	O	I-event	O
5	9	1	That	O	O	O	O	O
5	9	2	's	O	O	O	O	O
5	9	3	a	O	O	O	O	O
5	9	4	nice	O	O	O	O	O
5	9	5	way	O	O	O	O	O
5	9	6	to	O	O	O	O	O
5	9	7	end	O	O	O	O	O
5	9	8	your	O	O	O	O	O
5	9	9	day	O	O	O	O	O
5	9	10	out	O	O	O	O	O
5	9	11	!	O	O	O	O	O
6	1	1	How	O	O	O	O	O
6	1	2	was	O	O	O	O	O
6	1	3	your	O	O	O	O	O
6	1	4	day	O	O	O	O	O
6	1	5	today	O	O	O	O	O
6	1	6	?	O	O	O	O	O
6	2	1	Oh	O	O	O	O	O
6	2	2	,	O	O	O	O	O
6	2	3	it	O	O	O	O	O
6	2	4	was	O	O	O	O	O
6	2	5	good	O	O	O	O	O
6	2	6	.	O	O	O	O	O
6	2	7	I	O	O	O	O	O
6	2	8	went	B-event	O	O	O	O
6	2	9	for	I-event	O	O	O	O
6	2	10	a	I-event	O	O	O	O
6	2	11	walk	I-event	O	O	O	O
6	2	12	in	B-place	O	O	O	O
6	2	13	the	I-place	O	O	O	O
6	2	14	park	I-place	O	O	O	O
6	2	15	this	B-time	O	O	O	O
6	2	16	morning	I-time	O	O	O	O
6	2	17	.	I-time	O	O	O	O
6	3	1	That	O	O	O	O	O
6	3	2	sounds	O	O	O	O	O
6	3	3	nice	O	O	O	O	O
6	3	4	.	O	O	O	O	O
6	3	5	How	O	O	O	O	O
6	3	6	do	O	O	O	O	O
6	3	7	you	O	O	O	O	O
6	3	8	usually	O	O	O	O	O
6	3	9	get	O	O	O	O	O
6	3	10	to	O	O	O	O	O
6	3	11	the	O	O	O	O	O
6	3	12	park	O	O	O	O	O
6	3	13	?	O	O	O	O	O
6	4	1	I	O	O	O	O	O
6	4	2	usually	O	O	O	O	O
6	4	3	take	O	O	O	O	O
6	4	4	the	O	O	O	O	O
6	4	5	bus	O	O	O	O	O
6	4	6	that	O	O	O	O	O
6	4	7	stops	O	O	O	O	O
6	4	8	near	O	O	O	O	O
6	4	9	my	O	O	O	O	O
6	4	10	house	O	O	O	O	O
6	4	11	.	O	O	O	O	O
6	5	1	That	O	O	O	O	O
6	5	2	's	O	O	O	O	O
6	5	3	convenient	O	O	O	O	O
6	5	4	.	O	O	O	O	O
6	5	5	What	O	O	O	O	O
6	5	6	time	O	O	O	O	O
6	5	7	did	O	O	O	O	O
6	5	8	you	O	O	O	O	O
6	5	9	catch	O	O	O	O	O
6	5	10	the	O	O	O	O	O
6	5	11	bus	O	O	O	O	O
6	5	12	today	O	O	O	O	O
6	5	13	?	O	O	O	O	O
6	6	1	I	O	O	O	O	O
6	6	2	caught	O	B-event	O	O	O
6	6	3	the	O	I-event	O	O	O
6	6	4	bus	O	I-event	O	O	O
6	6	5	around	O	I-event	O	O	O
6	6	6	9	O	I-time	O	O	O
6	6	7	a.m.	O	I-time	O	O	O
6	6	8	this	O	I-time	O	O	O
6	6	9	morning	O	I-time	O	O	O
6	6	10	.	O	I-time	O	O	O
6	7	1	Did	O	O	O	O	O
6	7	2	you	O	O	O	O	O
6	7	3	have	O	O	O	O	O
6	7	4	a	O	O	O	O	O
6	7	5	peaceful	O	O	O	O	O
6	7	6	walk	O	O	O	O	O
6	7	7	in	O	O	O	O	O
6	7	8	the	O	O	O	O	O
6	7	9	park	O	O	O	O	O
6	7	10	today	O	O	O	O	O
6	7	11	?	O	O	O	O	O
6	8	1	Yes	O	O	O	O	O
6	8	2	,	O	O	O	O	O
6	8	3	it	O	O	O	O	O
6	8	4	was	O	O	O	O	O
6	8	5	very	O	O	O	O	O
6	8	6	peaceful	O	O	O	O	O
6	8	7	.	O	O	O	O	O
6	8	8	I	O	O	O	O	O
6	8	9	enjoy	O	O	O	O	O
6	8	10	spending	O	O	O	O	O
6	8	11	time	O	O	O	O	O
6	8	12	outdoors	O	O	O	O	O
6	8	13	.	O	O	O	O	O
6	9	1	It	O	O	O	O	O
6	9	2	's	O	O	O	O	O
6	9	3	great	O	O	O	O	O
6	9	4	to	O	O	O	O	O
6	9	5	hear	O	O	O	O	O
6	9	6	that	O	O	O	O	O
6	9	7	you	O	O	O	O	O
6	9	8	had	O	O	O	O	O
6	9	9	a	O	O	O	O	O
6	9	10	pleasant	O	O	O	O	O
6	9	11	morning	O	O	O	O	O
6	9	12	.	O	O	O	O	O
7	1	1	How	O	O	O	O	O
7	1	2	was	O	O	O	O	O
7	1	3	your	O	O	O	O	O
7	1	4	day	O	O	O	O	O
7	1	5	,	O	O	O	O	O
7	1	6	did	O	O	O	O	O
7	1	7	you	O	O	O	O	O
7	1	8	go	O	O	O	O	O
7	1	9	for	O	O	O	O	O
7	1	10	a	O	O	O	O	O
7	1	11	walk	O	O	O	O	O
7	1	12	today	O	O	O	O	O
7	1	13	?	O	O	O	O	O
7	2	1	Oh	O	O	O	O	O
7	2	2	no	O	O	O	O	O
7	2	3	,	O	O	O	O	O
7	2	4	I	B-participants	O	O	O	O
7	2	5	did	O	O	O	O	O
7	2	6	n't	O	O	O	O	O
7	2	7	walk	O	O	O	O	O
7	2	8	today	O	O	O	O	O
7	2	9	.	O	O	O	O	O
7	2	10	I	O	O	O	O	O
7	2	11	took	B-event	O	O	O	O
7	2	12	a	I-event	O	O	O	O
7	2	13	taxi	I-event	O	O	O	O
7	2	14	to	I-event	O	O	O	O
7	2	15	the	I-event	O	O	O	O
7	2	16	market	I-event	O	O	O	O
7	2	17	in	B-time	O	O	O	O
7	2	18	the	I-time	O	O	O	O
7	2	19	morning	I-time	O	O	O	O
7	2	20	.	O	O	O	O	O
7	3	1	That	O	O	O	O	O
7	3	2	's	O	O	O	O	O
7	3	3	convenient	O	O	O	O	O
7	3	4	.	O	O	O	O	O
7	3	5	How	O	O	O	O	O
7	3	6	was	O	O	O	O	O
7	3	7	your	O	O	O	O	O
7	3	8	trip	O	O	O	O	O
7	3	9	in	O	O	O	O	O
7	3	10	the	O	O	O	O	O
7	3	11	taxi	O	O	O	O	O
