conversation	sent_id	token_id	token	event1	event2	event3	event4	event5	event6	event7	event8
2	8	12	my	O	O	O	I-time	O			
2	8	13	morning	O	O	O	I-time	O			
2	8	14	routine	O	O	O	I-time	O			
2	8	15	.	O	O	O	O	O			
2	9	1	It	O	O	O	O	O			
2	9	2	's	O	O	O	O	O			
2	9	3	good	O	O	O	O	O			
2	9	4	to	O	O	O	O	O			
2	9	5	have	O	O	O	O	O			
2	9	6	a	O	O	O	O	O			
2	9	7	consistent	O	O	O	O	O			
2	9	8	self	O	O	O	O	O			
2	9	9	-	O	O	O	O	O			
2	9	10	care	O	O	O	O	O			
2	9	11	routine	O	O	O	O	O			
2	9	12	.	O	O	O	O	O			
3	1	1	How	O	O	O	O	O			
3	1	2	do	O	O	O	O	O			
3	1	3	you	O	O	O	O	O			
3	1	4	usually	O	O	O	O	O			
3	1	5	go	O	O	O	O	O			
3	1	6	about	O	O	O	O	O			
3	1	7	brushing	B-event	O	O	O	O			
3	1	8	your	I-event	O	O	O	O			
3	1	9	teeth	I-event	O	O	O	O			
3	1	10	,	O	O	O	O	O			
3	1	11	P	O	O	O	O	O			
3	1	12	?	O	O	O	O	O			
3	2	1	I	O	O	O	O	O			
3	2	2	use	O	O	O	O	O			
3	2	3	a	O	O	O	O	O			
3	2	4	soft	O	O	O	O	O			
3	2	5	-	O	O	O	O	O			
3	2	6	bristled	O	O	O	O	O			
3	2	7	toothbrush	O	O	O	O	O			
3	2	8	in	B-time	O	O	O	O			
3	2	9	the	I-time	O	O	O	O			
3	2	10	morning	I-time	O	O	O	O			
3	2	11	and	I-time	O	O	O	O			
3	2	12	at	I-time	O	O	O	O			
3	2	13	night	I-time	O	O	O	O			
3	2	14	before	I-time	O	O	O	O			
3	2	15	bed	I-time	O	O	O	O			
3	2	16	.	O	O	O	O	O			
3	3	1	That	O	O	O	O	O			
3	3	2	's	O	O	O	O	O			
3	3	3	good	O	O	O	O	O			
3	3	4	to	O	O	O	O	O			
3	3	5	hear	O	O	O	O	O			
3	3	6	!	O	O	O	O	O			
3	3	7	When	O	O	O	O	O			
3	3	8	do	O	O	O	O	O			
3	3	9	you	O	O	O	O	O			
3	3	10	usually	O	O	O	O	O			
3	3	11	do	O	O	O	O	O			
3	3	12	your	O	O	O	O	O			
3	3	13	skincare	O	B-event	O	O	O			
3	3	14	routine	O	I-event	O	O	O			
3	3	15	?	O	O	O	O	O			
3	4	1	I	O	O	O	O	O			
3	4	2	do	O	O	O	O	O			
3	4	3	my	O	O	O	O	O			
3	4	4	skincare	O	O	O	O	O			
3	4	5	routine	O	O	O	O	O			
3	4	6	every	O	B-time	O	O	O			
3	4	7	morning	O	I-time	O	O	O			
3	4	8	after	O	I-time	O	O	O			
3	4	9	waking	O	I-time	O	O	O			
3	4	10	up	O	I-time	O	O	O			
3	4	11	and	O	I-time	O	O	O			
3	4	12	every	O	I-time	O	O	O			
3	4	13	evening	O	I-time	O	O	O			
3	4	14	before	O	I-time	O	O	O			
3	4	15	going	O	I-time	O	O	O			
3	4	16	to	O	I-time	O	O	O			
3	4	17	bed	O	I-time	O	O	O			
3	4	18	.	O	O	O	O	O			
3	5	1	That	O	O	O	O	O			
3	5	2	sounds	O	O	O	O	O			
3	5	3	like	O	O	O	O	O			
3	5	4	a	O	O	O	O	O			
3	5	5	great	O	O	O	O	O			
3	5	6	routine	O	O	O	O	O			
3	5	7	!	O	O	O	O	O			
3	5	8	How	O	O	O	O	O			
3	5	9	about	O	O	O	O	O			
3	5	10	when	O	O	O	O	O			
3	5	11	do	O	O	O	O	O			
3	5	12	you	O	O	O	O	O			
3	5	13	cut	O	O	O	O	O			
3	5	14	your	O	O	O	O	O			
3	5	15	nails	O	O	O	O	O			
3	5	16	,	O	O	O	O	O			
3	5	17	P	O	O	O	O	O			
3	5	18	?	O	O	O	O	O			
3	6	1	I	O	O	O	O	O			
3	6	2	usually	O	O	O	O	O			
3	6	3	trim	O	O	B-event	O	O			
3	6	4	my	O	O	I-event	O	O			
3	6	5	nails	O	O	I-event	O	O			
3	6	6	once	O	O	B-time	O	O			
3	6	7	a	O	O	I-time	O	O			
3	6	8	week	O	O	I-time	O	O			
3	6	9	on	O	O	I-time	O	O			
3	6	10	Sundays	O	O	I-time	O	O			
3	6	11	.	O	O	I-time	O	O			
3	7	1	That	O	O	O	O	O			
3	7	2	sounds	O	O	O	O	O			
3	7	3	like	O	O	O	O	O			
3	7	4	a	O	O	O	O	O			
3	7	5	nice	O	O	O	O	O			
3	7	6	way	O	O	O	O	O			
3	7	7	to	O	O	O	O	O			
3	7	8	keep	O	O	O	O	O			
3	7	9	them	O	O	O	O	O			
3	7	10	tidy	O	O	O	O	O			
3	7	11	.	O	O	O	O	O			
3	7	12	How	O	O	O	O	O			
3	7	13	do	O	O	O	O	O			
3	7	14	you	O	O	O	O	O			
3	7	15	approach	O	O	O	O	O			
3	7	16	your	O	O	O	O	O			
3	7	17	genital	O	O	O	O	O			
3	7	18	care	O	O	O	O	O			
3	7	19	?	O	O	O	O	O			
3	8	1	I	O	O	O	O	O			
3	8	2	make	O	O	O	O	O			
3	8	3	sure	O	O	O	O	O			
3	8	4	to	O	O	O	O	O			
3	8	5	clean	O	O	O	B-event	O			
3	8	6	my	O	O	O	I-event	O			
3	8	7	genital	O	O	O	I-event	O			
3	8	8	area	O	O	O	I-event	O			
3	8	9	thoroughly	O	O	O	O	O			
3	8	10	every	O	O	O	B-time	O			
3	8	11	day	O	O	O	I-time	O			
3	8	12	during	O	O	O	B-place	O			
3	8	13	my	O	O	O	I-place	O			
3	8	14	shower	O	O	O	I-place	O			
3	8	15	.	O	O	O	O	O			
3	9	1	That	O	O	O	O	O			
3	9	2	's	O	O	O	O	O			
3	9	3	important	O	O	O	O	O			
4	1	1	How	O	O	O	O	O			
4	1	2	do	O	O	O	O	O			
4	1	3	you	O	O	O	O	O			
4	1	4	usually	O	O	O	O	O			
4	1	5	care	O	O	O	O	O			
4	1	6	for	O	O	O	O	O			
4	1	7	your	O	O	O	O	O			
4	1	8	skin	O	O	O	O	O			
4	1	9	every	O	O	O	O	O			
4	1	10	day	O	O	O	O	O			
4	1	11	?	O	O	O	O	O			
4	2	1	I	B-participants	O	O	O	O			
4	2	2	make	O	O	O	O	O			
4	2	3	sure	O	O	O	O	O			
4	2	4	to	O	O	O	O	O			
4	2	5	apply	B-event	O	O	O	O			
4	2	6	moisturizer	I-event	O	O	O	O			
4	2	7	in	B-time	O	O	O	O			
4	2	8	the	I-time	O	O	O	O			
4	2	9	morning	I-time	O	O	O	O			
4	2	10	and	I-time	O	O	O	O			
4	2	11	before	I-time	O	O	O	O			
4	2	12	bed	I-time	O	O	O	O			
4	2	13	.	O	O	O	O	O			
4	3	1	When	O	O	O	O	O			
4	3	2	do	O	O	O	O	O			
4	3	3	you	O	O	O	O	O			
4	3	4	find	O	O	O	O	O			
4	3	5	it	O	O	O	O	O			
4	3	6	best	O	O	O	O	O			
4	3	7	to	O	O	O	O	O			
4	3	8	brush	O	O	O	O	O			
4	3	9	your	O	O	O	O	O			
4	3	10	teeth	O	O	O	O	O			
4	3	11	?	O	O	O	O	O			
4	4	1	I	O	B-participants	O	O	O			
4	4	2	usually	O	O	O	O	O			
4	4	3	brush	O	B-event	O	O	O			
4	4	4	my	O	I-event	O	O	O			
4	4	5	teeth	O	I-event	O	O	O			
4	4	6	after	O	B-time	O	O	O			
4	4	7	breakfast	O	I-time	O	O	O			
4	4	8	and	O	I-time	O	O	O			
4	4	9	before	O	I-time	O	O	O			
4	4	10	going	O	I-time	O	O	O			
4	4	11	to	O	I-time	O	O	O			
4	4	12	bed	O	I-time	O	O	O			
4	4	13	.	O	O	O	O	O			
4	5	1	How	O	O	O	O	O			
4	5	2	often	O	O	O	O	O			
4	5	3	do	O	O	O	O	O			
4	5	4	you	O	O	O	O	O			
4	5	5	cut	O	O	O	O	O			
4	5	6	your	O	O	O	O	O			
4	5	7	nails	O	O	O	O	O			
4	5	8	?	O	O	O	O	O			
4	6	1	I	O	O	B-participants	O	O			
4	6	2	trim	O	O	B-event	O	O			
4	6	3	my	O	O	I-event	O	O			
4	6	4	nails	O	O	I-event	O	O			
4	6	5	every	O	O	I-event	O	O			
4	6	6	week	O	O	I-time	O	O			
4	6	7	to	O	O	O	O	O			
4	6	8	keep	O	O	O	O	O			
4	6	9	them	O	O	O	O	O			
4	6	10	neat	O	O	O	O	O			
4	6	11	and	O	O	O	O	O			
4	6	12	clean	O	O	O	O	O			
4	6	13	.	O	O	O	O	O			
4	7	1	What	O	O	O	O	O			
4	7	2	about	O	O	O	O	O			
4	7	3	taking	O	O	O	O	O			
4	7	4	care	O	O	O	O	O			
4	7	5	of	O	O	O	O	O			
4	7	6	your	O	O	O	O	O			
4	7	7	general	O	O	O	O	O			
4	7	8	hygiene	O	O	O	O	O			
4	7	9	?	O	O	O	O	O			
4	8	1	I	O	O	O	B-participants	O			
4	8	2	take	O	O	O	B-event	O			
4	8	3	a	O	O	O	I-event	O			
4	8	4	shower	O	O	O	I-event	O			
4	8	5	every	O	O	O	B-time	O			
4	8	6	morning	O	O	O	I-time	O			
4	8	7	to	O	O	O	O	O			
4	8	8	freshen	O	O	O	O	O			
4	8	9	up	O	O	O	O	O			
4	8	10	.	O	O	O	O	O			
4	9	1	How	O	O	O	O	O			
4	9	2	do	O	O	O	O	O			
4	9	3	you	O	O	O	O	O			
4	9	4	make	O	O	O	O	O			
4	9	5	sure	O	O	O	O	O			
4	9	6	to	O	O	O	O	O			
4	9	7	eat	O	O	O	O	O			
4	9	8	and	O	O	O	O	O			
4	9	9	drink	O	O	O	O	O			
4	9	10	enough	O	O	O	O	O			
4	9	11	?	O	O	O	O	O			
4	10	1	I	O	O	O	O	B-participants			
4	10	2	set	O	O	O	O	B-event			
4	10	3	alarms	O	O	O	O	I-event			
4	10	4	throughout	O	O	O	O	B-time			
4	10	5	the	O	O	O	O	I-time			
4	10	6	day	O	O	O	O	I-time			
4	10	7	to	O	O	O	O	O			
4	10	8	remind	O	O	O	O	O			
4	10	9	me	O	O	O	O	O			
4	10	10	to	O	O	O	O	O			
4	10	11	stay	O	O	O	O	O			
4	10	12	hydrated	O	O	O	O	O			
4	10	13	and	O	O	O	O	O			
4	10	14	have	O	O	O	O	O			
4	10	15	regular	O	O	O	O	O			
4	10	16	meals	O	O	O	O	O			
4	10	17	.	O	O	O	O	O			
5	1	1	When	O	O	O	O	O			
5	1	2	do	O	O	O	O	O			
5	1	3	you	O	O	O	O	O			
5	1	4	usually	O	O	O	O	O			
5	1	5	do	O	O	O	O	O			
5	1	6	your	O	O	O	O	O			
5	1	7	skincare	B-event	O	O	O	O			
5	1	8	routine	I-event	O	O	O	O			
5	1	9	?	O	O	O	O	O			
5	2	1	I	O	O	O	O	O			
5	2	2	do	O	O	O	O	O			
5	2	3	my	O	O	O	O	O			
5	2	4	skincare	O	O	O	O	O			
5	2	5	routine	O	O	O	O	O			
5	2	6	in	B-time	O	O	O	O			
5	2	7	the	I-time	O	O	O	O			
5	2	8	morning	I-time	O	O	O	O			
5	2	9	and	I-time	O	O	O	O			
5	2	10	before	I-time	O	O	O	O			
5	2	11	bed	I-time	O	O	O	O			
5	2	12	.	O	O	O	O	O			
5	3	1	That	O	O	O	O	O			
5	3	2	's	O	O	O	O	O			
5	3	3	great	O	O	O	O	O			
5	3	4	.	O	O	O	O	O			
5	3	5	How	O	O	O	O	O			
5	3	6	about	O	O	O	O	O			
5	3	7	brushing	O	B-event	O	O	O			
5	3	8	your	O	I-event	O	O	O			
5	3	9	teeth	O	I-event	O	O	O			
5	3	10	?	O	I-event	O	O	O			
5	4	1	I	O	O	O	O	O			
5	4	2	brush	O	O	O	O	O			
5	4	3	my	O	O	O	O	O			
5	4	4	teeth	O	O	O	O	O			
5	4	5	after	O	B-time	O	O	O			
5	4	6	every	O	I-time	O	O	O			
5	4	7	meal	O	I-time	O	O	O			
5	4	8	.	O	I-time	O	O	O			
5	5	1	How	O	O	O	O	O			
5	5	2	often	O	O	O	O	O			
5	5	3	do	O	O	O	O	O			
5	5	4	you	O	O	O	O	O			
5	5	5	cut	O	O	B-event	O	O			
5	5	6	your	O	O	I-event	O	O			
5	5	7	nails	O	O	I-event	O	O			
5	5	8	?	O	O	I-event	O	O			
5	6	1	I	O	O	O	O	O			
5	6	2	cut	O	O	O	O	O			
5	6	3	my	O	O	O	O	O			
5	6	4	nails	O	O	O	O	O			
5	6	5	once	O	O	B-time	O	O			
5	6	6	a	O	O	I-time	O	O			
5	6	7	week	O	O	I-time	O	O			
5	6	8	usually	O	O	I-time	O	O			
5	6	9	on	O	O	I-time	O	O			
5	6	10	Sundays	O	O	I-time	O	O			
5	6	11	.	O	O	I-time	O	O			
5	7	1	And	O	O	O	O	O			
5	7	2	how	O	O	O	O	O			
5	7	3	do	O	O	O	O	O			
5	7	4	you	O	O	O	O	O			
5	7	5	take	O	O	O	O	O			
5	7	6	care	O	O	O	O	O			
5	7	7	of	O	O	O	O	O			
5	7	8	your	O	O	O	O	O			
5	7	9	general	O	O	O	O	O			
5	7	10	hygiene	O	O	O	O	O			
5	7	11	?	O	O	O	O	O			
5	8	1	I	O	O	O	O	O			
5	8	2	wash	O	O	O	B-event	O			
5	8	3	and	O	O	O	I-event	O			
5	8	4	change	O	O	O	I-event	O			
5	8	5	regularly	O	O	O	I-event	O			
5	8	6	to	O	O	O	O	O			
5	8	7	keep	O	O	O	O	O			
5	8	8	myself	O	O	O	O	O			
5	8	9	clean	O	O	O	O	O			
5	8	10	.	O	O	O	O	O			
5	9	1	It	O	O	O	O	O			
5	9	2	sounds	O	O	O	O	O			
5	9	3	like	O	O	O	O	O			
5	9	4	you	O	O	O	O	O			
5	9	5	have	O	O	O	O	O			
5	9	6	a	O	O	O	O	O			
5	9	7	good	O	O	O	O	O			
5	9	8	routine	O	O	O	O	O			
5	9	9	for	O	O	O	O	O			
5	9	10	self	O	O	O	O	O			
5	9	11	-	O	O	O	O	O			
5	9	12	care	O	O	O	O	O			
5	9	13	.	O	O	O	O	O			
5	10	1	Thank	O	O	O	O	O			
5	10	2	you	O	O	O	O	O			
5	10	3	,	O	O	O	O	O			
5	10	4	it	O	O	O	O	O			
5	10	5	's	O	O	O	O	O			
5	10	6	important	O	O	O	O	O			
5	10	7	to	O	O	O	O	O			
5	10	8	take	O	O	O	O	O			
5	10	9	care	O	O	O	O	O			
5	10	10	of	O	O	O	O	O			
5	10	11	oneself	O	O	O	O	O			
5	10	12	.	O	O	O	O	O			
6	1	1	How	O	O	O	O	O			
6	1	2	often	O	O	O	O	O			
6	1	3	do	O	O	O	O	O			
6	1	4	you	O	O	O	O	O			
6	1	5	usually	O	O	O	O	O			
6	1	6	do	O	O	O	O	O			
6	1	7	your	O	O	O	O	O			
6	1	8	skincare	B-event	O	O	O	O			
6	1	9	routine	I-event	O	O	O	O			
6	1	10	?	O	O	O	O	O			
6	2	1	Oh	O	O	O	O	O			
6	2	2	,	O	O	O	O	O			
6	2	3	I	O	O	O	O	O			
6	2	4	do	O	O	O	O	O			
6	2	5	it	O	O	O	O	O			
6	2	6	every	B-time	O	O	O	O			
6	2	7	morning	I-time	O	O	O	O			
6	2	8	and	I-time	O	O	O	O			
6	2	9	night	I-time	O	O	O	O			
6	2	10	before	I-time	O	O	O	O			
6	2	11	bed	I-time	O	O	O	O			
6	2	12	.	O	O	O	O	O			
6	3	1	That	O	O	O	O	O			
6	3	2	's	O	O	O	O	O			
6	3	3	great	O	O	O	O	O			
6	3	4	!	O	O	O	O	O			
6	3	5	How	O	O	O	O	O			
6	3	6	about	O	O	O	O	O			
6	3	7	brushing	O	B-event	O	O	O			
6	3	8	your	O	I-event	O	O	O			
6	3	9	teeth	O	I-event	O	O	O			
6	3	10	,	O	O	O	O	O			
6	3	11	when	O	O	O	O	O			
6	3	12	do	O	O	O	O	O			
6	3	13	you	O	O	O	O	O			
6	3	14	do	O	O	O	O	O			
6	3	15	that	O	O	O	O	O			
6	3	16	?	O	O	O	O	O			
6	4	1	I	O	O	O	O	O			
6	4	2	brush	O	O	O	O	O			
6	4	3	my	O	O	O	O	O			
6	4	4	teeth	O	O	O	O	O			
6	4	5	after	O	B-time	O	O	O			
6	4	6	every	O	I-time	O	O	O			
6	4	7	meal	O	I-time	O	O	O			
6	4	8	and	O	I-time	O	O	O			
6	4	9	before	O	I-time	O	O	O			
6	4	10	bed	O	I-time	O	O	O			
6	4	11	.	O	O	O	O	O			
6	5	1	Good	O	O	O	O	O			
6	5	2	habit	O	O	O	O	O			
6	5	3	.	O	O	O	O	O			
6	5	4	Do	O	O	O	O	O			
6	5	5	you	O	O	O	O	O			
6	5	6	find	O	O	O	O	O			
6	5	7	cutting	O	O	B-event	O	O			
6	5	8	your	O	O	I-event	O	O			
6	5	9	nails	O	O	I-event	O	O			
6	5	10	challenging	O	O	O	O	O			
6	5	11	?	O	O	O	O	O			
6	6	1	Yes	O	O	O	O	O			
6	6	2	,	O	O	O	O	O			
6	6	3	it	O	O	O	O	O			
6	6	4	's	O	O	O	O	O			
6	6	5	a	O	O	O	O	O			
6	6	6	bit	O	O	O	O	O			
6	6	7	harder	O	O	O	O	O			
6	6	8	for	O	O	O	O	O			
6	6	9	me	O	O	O	O	O			
6	6	10	now	O	O	O	O	O			
6	6	11	.	O	O	O	O	O			
6	6	12	I	O	O	O	O	O			
6	6	13	do	O	O	O	O	O			
6	6	14	it	O	O	O	O	O			
6	6	15	every	O	O	B-time	O	O			
6	6	16	other	O	O	I-time	O	O			
6	6	17	week	O	O	I-time	O	O			
6	6	18	.	O	O	O	O	O			
6	7	1	I	O	O	O	O	O			
6	7	2	see	O	O	O	O	O			
6	7	3	.	O	O	O	O	O			
6	7	4	What	O	O	O	O	O			
6	7	5	about	O	O	O	O	O			
6	7	6	caring	O	O	O	B-event	O			
6	7	7	for	O	O	O	I-event	O			
6	7	8	your	O	O	O	I-event	O			
6	7	9	general	O	O	O	I-event	O			
6	7	10	health	O	O	O	I-event	O			
6	7	11	?	O	O	O	O	O			
6	7	12	How	O	O	O	O	O			
6	7	13	do	O	O	O	O	O			
6	7	14	you	O	O	O	O	O			
6	7	15	manage	O	O	O	O	O			
6	7	16	that	O	O	O	O	O			
6	7	17	?	O	O	O	O	O			
6	8	1	I	O	O	O	O	O			
6	8	2	take	O	O	O	O	O			
6	8	3	my	O	O	O	O	O			
6	8	4	medication	O	O	O	O	O			
6	8	5	daily	O	O	O	B-time	O			
6	8	6	and	O	O	O	O	O			
6	8	7	go	O	O	O	O	O			
6	8	8	for	O	O	O	O	O			
6	8	9	regular	O	O	O	O	O			
6	8	10	check	O	O	O	O	O			
6	8	11	-	O	O	O	O	O			
6	8	12	ups	O	O	O	O	O			
6	8	13	at	O	O	O	O	O			
6	8	14	the	O	O	O	B-place	O			
6	8	15	clinic	O	O	O	I-place	O			
6	8	16	.	O	O	O	O	O			
6	9	1	That	O	O	O	O	O			
6	9	2	's	O	O	O	O	O			
6	9	3	important	O	O	O	O	O			
6	9	4	.	O	O	O	O	O			
6	9	5	Taking	O	O	O	O	O			
6	9	6	care	O	O	O	O	O			
6	9	7	of	O	O	O	O	O			
6	9	8	yourself	O	O	O	O	O			
6	9	9	is	O	O	O	O	O			
6	9	10	key	O	O	O	O	O			
6	9	11	.	O	O	O	O	O			
7	1	1	How	O	O	O	O	O			
7	1	2	do	O	O	O	O	O			
7	1	3	you	O	O	O	O	O			
7	1	4	usually	O	O	O	O	O			
7	1	5	start	O	O	O	O	O			
7	1	6	your	O	O	O	O	O			
7	1	7	day	O	O	O	O	O			
7	1	8	?	O	O	O	O	O			
7	2	1	I	B-participants	O	O	O	O			
7	2	2	wake	O	O	O	O	O			
7	2	3	up	O	O	O	O	O			
7	2	4	early	O	O	O	O	O			
