conversation	sent_id	token_id	token	event1	event2	event3	event4	event5	event6	event7	event8	event9
2	7	2	's	O	O	O	O	O				
2	7	3	wonderful	O	O	O	O	O				
2	7	4	!	O	O	O	O	O				
2	7	5	What	O	O	O	O	O				
2	7	6	's	O	O	O	O	O				
2	7	7	your	O	O	O	O	O				
2	7	8	favorite	O	O	O	O	O				
2	7	9	meal	O	O	O	O	O				
2	7	10	to	O	O	O	O	O				
2	7	11	prepare	O	O	O	O	O				
2	7	12	?	O	O	O	O	O				
2	8	1	I	O	O	O	O	O				
2	8	2	love	O	O	O	O	O				
2	8	3	making	O	O	O	O	O	B-event			
2	8	4	a	O	O	O	O	O	I-event			
2	8	5	simple	O	O	O	O	O	I-event			
2	8	6	pasta	O	O	O	O	O	I-event			
2	8	7	dish	O	O	O	O	O	I-event			
2	8	8	with	O	O	O	O	O	I-event			
2	8	9	fresh	O	O	O	O	O	I-event			
2	8	10	vegetables	O	O	O	O	O	I-event			
2	8	11	.	O	O	O	O	O	I-event			
2	9	1	That	O	O	O	O	O				
2	9	2	sounds	O	O	O	O	O				
2	9	3	delicious	O	O	O	O	O				
2	9	4	!	O	O	O	O	O				
2	9	5	How	O	O	O	O	O				
2	9	6	do	O	O	O	O	O				
2	9	7	you	O	O	O	O	O				
2	9	8	feel	O	O	O	O	O				
2	9	9	after	O	O	O	O	O				
2	9	10	having	O	O	O	O	O				
2	9	11	a	O	O	O	O	O				
2	9	12	good	O	O	O	O	O				
2	9	13	meal	O	O	O	O	O				
2	9	14	?	O	O	O	O	O				
3	1	1	How	O	O	O	O	O				
3	1	2	do	O	O	O	O	O				
3	1	3	you	O	O	O	O	O				
3	1	4	usually	O	O	O	O	O				
3	1	5	handle	O	O	O	O	O				
3	1	6	opening	B-event	O	O	O	O				
3	1	7	bottles	I-event	O	O	O	O				
3	1	8	yourself	O	O	O	O	O				
3	1	9	?	O	O	O	O	O				
3	2	1	I	O	O	O	O	O				
3	2	2	struggle	O	O	O	O	O				
3	2	3	with	O	O	O	O	O				
3	2	4	it	O	O	O	O	O				
3	2	5	.	O	O	O	O	O				
3	2	6	My	O	O	O	O	O				
3	2	7	hands	O	O	O	O	O				
3	2	8	do	O	O	O	O	O				
3	2	9	n't	O	O	O	O	O				
3	2	10	grip	O	O	O	O	O				
3	2	11	well	O	O	O	O	O				
3	2	12	anymore	O	O	O	O	O				
3	2	13	.	O	O	O	O	O				
3	3	1	When	O	O	O	O	O				
3	3	2	do	O	O	O	O	O				
3	3	3	you	O	O	O	O	O				
3	3	4	find	O	O	O	O	O				
3	3	5	it	O	O	O	O	O				
3	3	6	most	O	O	O	O	O				
3	3	7	difficult	O	O	O	O	O				
3	3	8	to	O	O	O	O	O				
3	3	9	open	O	O	O	O	O				
3	3	10	bottles	O	O	O	O	O				
3	3	11	?	O	O	O	O	O				
3	4	1	Especially	O	O	O	O	O				
3	4	2	in	B-time	O	O	O	O				
3	4	3	the	I-time	O	O	O	O				
3	4	4	evening	I-time	O	O	O	O				
3	4	5	.	I-time	O	O	O	O				
3	4	6	My	O	O	O	O	O				
3	4	7	hands	O	O	O	O	O				
3	4	8	are	O	O	O	O	O				
3	4	9	more	O	O	O	O	O				
3	4	10	tired	O	O	O	O	O				
3	4	11	by	O	O	O	O	O				
3	4	12	then	O	O	O	O	O				
3	4	13	.	O	O	O	O	O				
3	5	1	Have	O	O	O	O	O				
3	5	2	you	O	O	O	O	O				
3	5	3	tried	O	O	O	O	O				
3	5	4	using	O	O	O	O	O				
3	5	5	a	O	O	O	O	O				
3	5	6	bottle	O	O	O	O	O				
3	5	7	opener	O	O	O	O	O				
3	5	8	tool	O	O	O	O	O				
3	5	9	?	O	O	O	O	O				
3	6	1	Yes	O	O	O	O	O				
3	6	2	,	O	O	O	O	O				
3	6	3	it	O	O	O	O	O				
3	6	4	helps	O	O	O	O	O				
3	6	5	a	O	O	O	O	O				
3	6	6	bit	O	O	O	O	O				
3	6	7	,	O	O	O	O	O				
3	6	8	but	O	O	O	O	O				
3	6	9	still	O	O	O	O	O				
3	6	10	challenging	O	O	O	O	O				
3	6	11	.	O	O	O	O	O				
3	7	1	Would	O	O	O	O	O				
3	7	2	it	O	O	O	O	O				
3	7	3	be	O	O	O	O	O				
3	7	4	helpful	O	O	O	O	O				
3	7	5	to	O	O	O	O	O				
3	7	6	keep	O	O	O	O	O				
3	7	7	a	O	O	O	O	O				
3	7	8	bottle	O	O	O	O	O				
3	7	9	already	O	O	O	O	O				
3	7	10	opened	O	O	O	O	O				
3	7	11	for	O	O	O	O	O				
3	7	12	easy	O	O	O	O	O				
3	7	13	access	O	O	O	O	O				
3	7	14	?	O	O	O	O	O				
3	8	1	That	O	O	O	O	O				
3	8	2	's	O	O	O	O	O				
3	8	3	a	O	O	O	O	O				
3	8	4	good	O	O	O	O	O				
3	8	5	idea	O	O	O	O	O				
3	8	6	.	O	O	O	O	O				
3	8	7	It	O	O	O	O	O				
3	8	8	would	O	O	O	O	O				
3	8	9	definitely	O	O	O	O	O				
3	8	10	make	O	O	O	O	O				
3	8	11	things	O	O	O	O	O				
3	8	12	easier	O	O	O	O	O				
3	8	13	.	O	O	O	O	O				
3	9	1	I	O	O	O	O	O				
3	9	2	'll	O	O	O	O	O				
3	9	3	make	O	O	O	O	O				
3	9	4	sure	O	O	O	O	O				
3	9	5	to	O	O	O	O	O				
3	9	6	open	O	O	O	O	O				
3	9	7	a	O	O	O	O	O				
3	9	8	few	O	O	O	O	O				
3	9	9	for	O	O	O	O	O				
3	9	10	you	O	O	O	O	O				
3	9	11	next	O	B-time	O	O	O				
3	9	12	time	O	I-time	O	O	O				
3	9	13	I	O	B-participants	O	O	O				
3	9	14	visit	O	B-event	O	O	O				
3	9	15	.	O	O	O	O	O				
4	1	1	How	O	O	O	O	O				
4	1	2	is	O	O	O	O	O				
4	1	3	your	O	O	O	O	O				
4	1	4	morning	O	O	O	O	O				
4	1	5	routine	O	O	O	O	O				
4	1	6	like	O	O	O	O	O				
4	1	7	when	O	O	O	O	O				
4	1	8	it	O	O	O	O	O				
4	1	9	comes	O	O	O	O	O				
4	1	10	to	O	O	O	O	O				
4	1	11	drinking	O	O	O	O	O				
4	1	12	coffee	O	O	O	O	O				
4	1	13	?	O	O	O	O	O				
4	2	1	Oh	O	O	O	O	O				
4	2	2	,	O	O	O	O	O				
4	2	3	I	B-participants	O	O	O	O				
4	2	4	always	O	O	O	O	O				
4	2	5	wake	B-event	O	O	O	O				
4	2	6	up	I-event	O	O	O	O				
4	2	7	and	I-event	O	O	O	O				
4	2	8	have	I-event	O	O	O	O				
4	2	9	a	I-event	O	O	O	O				
4	2	10	cup	I-event	O	O	O	O				
4	2	11	of	I-event	O	O	O	O				
4	2	12	coffee	I-event	O	O	O	O				
4	2	13	at	B-time	O	O	O	O				
4	2	14	8	I-time	O	O	O	O				
4	2	15	am	I-time	O	O	O	O				
4	2	16	every	I-time	O	O	O	O				
4	2	17	day	I-time	O	O	O	O				
4	2	18	.	O	O	O	O	O				
4	3	1	Do	O	O	O	O	O				
4	3	2	you	O	O	O	O	O				
4	3	3	prepare	O	O	O	O	O				
4	3	4	it	O	O	O	O	O				
4	3	5	yourself	O	O	O	O	O				
4	3	6	or	O	O	O	O	O				
4	3	7	does	O	O	O	O	O				
4	3	8	someone	O	O	O	O	O				
4	3	9	help	O	O	O	O	O				
4	3	10	you	O	O	O	O	O				
4	3	11	with	O	O	O	O	O				
4	3	12	that	O	O	O	O	O				
4	3	13	?	O	O	O	O	O				
4	4	1	I	O	O	O	O	O				
4	4	2	prepare	O	O	O	O	O				
4	4	3	it	O	O	O	O	O				
4	4	4	myself	O	O	O	O	O				
4	4	5	.	O	O	O	O	O				
4	4	6	I	O	O	O	O	O				
4	4	7	have	O	O	O	O	O				
4	4	8	a	O	O	O	O	O				
4	4	9	routine	O	O	O	O	O				
4	4	10	that	O	O	O	O	O				
4	4	11	helps	O	O	O	O	O				
4	4	12	me	O	O	O	O	O				
4	4	13	manage	O	O	O	O	O				
4	4	14	it	O	O	O	O	O				
4	4	15	.	O	O	O	O	O				
4	5	1	That	O	O	O	O	O				
4	5	2	's	O	O	O	O	O				
4	5	3	great	O	O	O	O	O				
4	5	4	!	O	O	O	O	O				
4	5	5	And	O	O	O	O	O				
4	5	6	how	O	O	O	O	O				
4	5	7	do	O	O	O	O	O				
4	5	8	you	O	O	O	O	O				
4	5	9	pour	O	O	O	O	O				
4	5	10	the	O	O	O	O	O				
4	5	11	coffee	O	O	O	O	O				
4	5	12	into	O	O	O	O	O				
4	5	13	your	O	O	O	O	O				
4	5	14	cup	O	O	O	O	O				
4	5	15	?	O	O	O	O	O				
4	6	1	I	O	O	O	O	O				
4	6	2	use	O	O	O	O	O				
4	6	3	a	O	O	O	O	O				
4	6	4	coffee	O	O	O	O	O				
4	6	5	maker	O	O	O	O	O				
4	6	6	with	O	O	O	O	O				
4	6	7	a	O	O	O	O	O				
4	6	8	large	O	O	O	O	O				
4	6	9	handle	O	O	O	O	O				
4	6	10	for	O	O	O	O	O				
4	6	11	easy	O	O	O	O	O				
4	6	12	pouring	O	O	O	O	O				
4	6	13	.	O	O	O	O	O				
4	7	1	Nice	O	O	O	O	O				
4	7	2	!	O	O	O	O	O				
4	7	3	How	O	O	O	O	O				
4	7	4	do	O	O	O	O	O				
4	7	5	you	O	O	O	O	O				
4	7	6	hold	O	O	O	O	O				
4	7	7	the	O	O	O	O	O				
4	7	8	cup	O	O	O	O	O				
4	7	9	to	O	O	O	O	O				
4	7	10	take	O	O	O	O	O				
4	7	11	a	O	O	O	O	O				
4	7	12	sip	O	O	O	O	O				
4	7	13	?	O	O	O	O	O				
4	8	1	I	O	O	O	O	O				
4	8	2	use	O	O	O	O	O				
4	8	3	a	O	O	O	O	O				
4	8	4	mug	O	O	O	O	O				
4	8	5	with	O	O	O	O	O				
4	8	6	a	O	O	O	O	O				
4	8	7	handle	O	O	O	O	O				
4	8	8	,	O	O	O	O	O				
4	8	9	so	O	O	O	O	O				
4	8	10	I	O	O	O	O	O				
4	8	11	can	O	O	O	O	O				
4	8	12	grip	O	O	O	O	O				
4	8	13	it	O	O	O	O	O				
4	8	14	properly	O	O	O	O	O				
4	8	15	.	O	O	O	O	O				
4	9	1	That	O	O	O	O	O				
4	9	2	sounds	O	O	O	O	O				
4	9	3	very	O	O	O	O	O				
4	9	4	organized	O	O	O	O	O				
4	9	5	.	O	O	O	O	O				
4	9	6	How	O	O	O	O	O				
4	9	7	do	O	O	O	O	O				
4	9	8	you	O	O	O	O	O				
4	9	9	feel	O	O	O	O	O				
4	9	10	after	O	O	O	O	O				
4	9	11	enjoying	O	O	O	O	O				
4	9	12	your	O	O	O	O	O				
4	9	13	cup	O	O	O	O	O				
4	9	14	of	O	O	O	O	O				
4	9	15	coffee	O	O	O	O	O				
4	9	16	?	O	O	O	O	O				
5	1	1	When	O	O	O	O	O				
5	1	2	do	O	O	O	O	O				
5	1	3	you	O	O	O	O	O				
5	1	4	usually	O	O	O	O	O				
5	1	5	have	O	O	O	O	O				
5	1	6	meals	B-event	O	O	O	O				
5	1	7	?	O	O	O	O	O				
5	2	1	I	O	O	O	O	O				
5	2	2	have	O	O	O	O	O				
5	2	3	my	O	O	O	O	O				
5	2	4	breakfast	B-time	O	O	O	O				
5	2	5	at	O	O	O	O	O				
5	2	6	7	I-time	O	O	O	O				
5	2	7	am	I-time	O	O	O	O				
5	2	8	,	O	O	O	O	O				
5	2	9	lunch	O	O	O	O	O				
5	2	10	at	I-time	O	O	O	O				
5	2	11	12	I-time	O	O	O	O				
5	2	12	pm	I-time	O	O	O	O				
5	2	13	,	O	O	O	O	O				
5	2	14	and	O	O	O	O	O				
5	2	15	dinner	O	O	O	O	O				
5	2	16	at	I-time	O	O	O	O				
5	2	17	6	I-time	O	O	O	O				
5	2	18	pm	I-time	O	O	O	O				
5	2	19	.	O	O	O	O	O				
5	3	1	How	O	O	O	O	O				
5	3	2	do	O	O	O	O	O				
5	3	3	you	O	O	O	O	O				
5	3	4	usually	O	O	O	O	O				
5	3	5	go	O	O	O	O	O				
5	3	6	about	O	O	O	O	O				
5	3	7	making	O	O	O	O	O				
5	3	8	your	O	O	O	O	O				
5	3	9	meals	O	O	O	O	O				
5	3	10	?	O	O	O	O	O				
5	4	1	My	O	O	O	O	O				
5	4	2	daughter	O	B-participants	O	O	O				
5	4	3	helps	O	O	O	O	O				
5	4	4	me	O	O	O	O	O				
5	4	5	prepare	O	B-event	O	O	O				
5	4	6	the	O	O	O	O	O				
5	4	7	meals	O	I-event	O	O	O				
5	4	8	,	O	O	O	O	O				
5	4	9	and	O	O	O	O	O				
5	4	10	I	O	O	O	O	O				
5	4	11	eat	O	O	B-event	O	O				
5	4	12	with	O	O	O	O	O				
5	4	13	her	O	O	B-participants	O	O				
5	4	14	.	O	O	O	O	O				
5	5	1	Do	O	O	O	O	O				
5	5	2	you	O	O	O	O	O				
5	5	3	have	O	O	O	O	O				
5	5	4	any	O	O	O	O	O				
5	5	5	difficulty	O	O	O	O	O				
5	5	6	holding	O	O	O	O	O				
5	5	7	utensils	O	O	O	O	O				
5	5	8	while	O	O	O	O	O				
5	5	9	eating	O	O	O	O	O				
5	5	10	?	O	O	O	O	O				
5	6	1	Yes	O	O	O	O	O				
5	6	2	,	O	O	O	O	O				
5	6	3	sometimes	O	O	O	O	O				
5	6	4	I	O	O	O	O	O				
5	6	5	struggle	O	O	O	O	O				
5	6	6	with	O	O	O	O	O				
5	6	7	holding	O	O	O	O	O				
5	6	8	the	O	O	O	O	O				
5	6	9	spoon	O	O	O	O	O				
5	6	10	steadily	O	O	O	O	O				
5	6	11	.	O	O	O	O	O				
5	7	1	Have	O	O	O	O	O				
5	7	2	you	O	O	O	O	O				
5	7	3	been	O	O	O	O	O				
5	7	4	able	O	O	O	O	O				
5	7	5	to	O	O	O	O	O				
5	7	6	use	O	O	O	O	O				
5	7	7	adaptive	O	O	O	O	O				
5	7	8	utensils	O	O	O	O	O				
5	7	9	or	O	O	O	O	O				
5	7	10	tools	O	O	O	O	O				
5	7	11	to	O	O	O	O	O				
5	7	12	help	O	O	O	O	O				
5	7	13	with	O	O	O	O	O				
5	7	14	eating	O	O	O	O	O				
5	7	15	?	O	O	O	O	O				
5	8	1	Yes	O	O	O	O	O				
5	8	2	,	O	O	O	O	O				
5	8	3	using	O	O	O	O	O				
5	8	4	utensils	O	O	O	O	O				
5	8	5	with	O	O	O	O	O				
5	8	6	a	O	O	O	O	O				
5	8	7	larger	O	O	O	O	O				
5	8	8	grip	O	O	O	O	O				
5	8	9	has	O	O	O	O	O				
5	8	10	been	O	O	O	O	O				
5	8	11	helpful	O	O	O	O	O				
5	8	12	.	O	O	O	O	O				
5	9	1	Do	O	O	O	O	O				
5	9	2	you	O	O	O	O	O				
5	9	3	have	O	O	O	O	O				
5	9	4	any	O	O	O	O	O				
5	9	5	favorite	O	O	O	O	O				
5	9	6	dishes	O	O	O	O	O				
5	9	7	that	O	O	O	O	O				
5	9	8	you	O	O	O	O	O				
5	9	9	like	O	O	O	O	O				
5	9	10	to	O	O	O	O	O				
5	9	11	cook	O	O	O	O	O				
5	9	12	or	O	O	O	O	O				
5	9	13	eat	O	O	O	O	O				
5	9	14	?	O	O	O	O	O				
5	10	1	Yes	O	O	O	O	O				
5	10	2	,	O	O	O	O	O				
5	10	3	I	O	O	O	O	O				
6	1	1	How	O	O	O	O	O				
6	1	2	often	O	O	O	O	O				
6	1	3	do	O	O	O	O	O				
6	1	4	you	O	O	O	O	O				
6	1	5	drink	O	O	O	O	O				
6	1	6	throughout	O	O	O	O	O				
6	1	7	the	O	O	O	O	O				
6	1	8	day	O	O	O	O	O				
6	1	9	?	O	O	O	O	O				
6	2	1	I	O	O	O	O	O				
6	2	2	usually	O	O	O	O	O				
6	2	3	have	B-event	O	O	O	O				
6	2	4	a	I-event	O	O	O	O				
6	2	5	glass	I-event	O	O	O	O				
6	2	6	of	I-event	O	O	O	O				
6	2	7	water	I-event	O	O	O	O				
6	2	8	when	B-time	O	O	O	O				
6	2	9	I	I-time	O	O	O	O				
6	2	10	wake	I-time	O	O	O	O				
6	2	11	up	I-time	O	O	O	O				
6	2	12	and	O	O	O	O	O				
6	2	13	another	O	I-event	O	O	O				
6	2	14	before	O	B-time	O	O	O				
6	2	15	going	O	I-time	O	O	O				
6	2	16	to	O	I-time	O	O	O				
6	2	17	bed	O	I-time	O	O	O				
6	2	18	.	O	O	O	O	O				
6	3	1	Do	O	O	O	O	O				
6	3	2	you	O	O	O	O	O				
6	3	3	find	O	O	O	O	O				
6	3	4	it	O	O	O	O	O				
6	3	5	easy	O	O	O	O	O				
6	3	6	to	O	O	O	O	O				
6	3	7	pour	O	O	O	O	O				
6	3	8	liquids	O	O	O	O	O				
6	3	9	into	O	O	O	O	O				
6	3	10	a	O	O	O	O	O				
6	3	11	cup	O	O	O	O	O				
6	3	12	?	O	O	O	O	O				
6	4	1	No	O	O	O	O	O				
6	4	2	,	O	O	O	O	O				
6	4	3	I	O	O	O	O	O				
6	4	4	struggle	O	O	O	O	O				
6	4	5	with	O	O	O	O	O				
6	4	6	the	O	O	O	O	O				
6	4	7	weight	O	O	O	O	O				
6	4	8	and	O	O	O	O	O				
6	4	9	coordination	O	O	O	O	O				
6	4	10	.	O	O	O	O	O				
6	5	1	How	O	O	O	O	O				
6	5	2	about	O	O	O	O	O				
6	5	3	opening	O	O	O	O	O				
6	5	4	bottles	O	O	O	O	O				
6	5	5	,	O	O	O	O	O				
6	5	6	do	O	O	O	O	O				
6	5	7	you	O	O	O	O	O				
6	5	8	manage	O	O	O	O	O				
6	5	9	that	O	O	O	O	O				
6	5	10	on	O	O	O	O	O				
6	5	11	your	O	O	O	O	O				
6	5	12	own	O	O	O	O	O				
6	5	13	?	O	O	O	O	O				
6	6	1	I	O	O	O	O	O				
6	6	2	need	O	O	O	O	O				
6	6	3	help	O	O	O	O	O				
6	6	4	sometimes	O	O	O	O	O				
6	6	5	,	O	O	O	O	O				
6	6	6	especially	O	O	O	O	O				
6	6	7	with	O	O	O	O	O				
6	6	8	the	O	O	O	O	O				
6	6	9	twist	O	O	O	O	O				
6	6	10	caps	O	O	O	O	O				
6	6	11	.	O	O	O	O	O				
6	7	1	Do	O	O	O	O	O				
6	7	2	you	O	O	O	O	O				
6	7	3	ever	O	O	O	O	O				
6	7	4	drink	O	O	B-event	O	O				
6	7	5	using	O	O	I-event	O	O				
6	7	6	a	O	O	I-event	O	O				
6	7	7	straw	O	O	I-event	O	O				
6	7	8	?	O	O	O	O	O				
6	8	1	Yes	O	O	O	O	O				
6	8	2	,	O	O	O	O	O				
6	8	3	especially	O	O	O	O	O				
6	8	4	when	O	O	O	O	O				
6	8	5	I	O	O	O	O	O				
6	8	6	am	O	O	O	O	O				
6	8	7	in	O	O	B-place	O	O				
6	8	8	bed	O	O	I-place	O	O				
6	8	9	or	O	O	I-place	O	O				
6	8	10	sitting	O	O	I-place	O	O				
6	8	11	on	O	O	I-place	O	O				
6	8	12	my	O	O	I-place	O	O				
6	8	13	recliner	O	O	I-place	O	O				
6	8	14	.	O	O	I-place	O	O				
6	9	1	Is	O	O	O	O	O				
6	9	2	there	O	O	O	O	O				
6	9	3	anything	O	O	O	O	O				
6	9	4	else	O	O	O	O	O				
6	9	5	you	O	O	O	O	O				
6	9	6	find	O	O	O	O	O				
6	9	7	challenging	O	O	O	O	O				
6	9	8	in	O	O	O	O	O				
6	9	9	your	O	O	O	O	O				
6	9	10	daily	O	O	O	O	O				
6	9	11	routine	O	O	O	O	O				
6	9	12	?	O	O	O	O	O				
7	1	1	When	O	O	O	O	O				
7	1	2	do	O	O	O	O	O				
7	1	3	you	O	O	O	O	O				
7	1	4	usually	O	O	O	O	O				
7	1	5	start	O	O	O	O	O				
