conversation	sent_id	token_id	token	event1	event2	event3	event4	event5	event6	event7	event8	event9
3	3	9	favorite	O	O	O	O	O				
3	3	10	plant	O	O	O	O	O				
3	3	11	in	O	O	O	O	O				
3	3	12	your	O	O	O	O	O				
3	3	13	garden	O	O	O	O	O				
3	3	14	?	O	O	O	O	O				
3	4	1	Yes	O	O	O	O	O				
3	4	2	,	O	O	O	O	O				
3	4	3	my	O	O	O	O	O				
3	4	4	rose	O	O	O	O	O				
3	4	5	bushes	O	O	O	O	O				
3	4	6	are	O	O	O	O	O				
3	4	7	my	O	O	O	O	O				
3	4	8	pride	O	O	O	O	O				
3	4	9	and	O	O	O	O	O				
3	4	10	joy	O	O	O	O	O				
3	4	11	.	O	O	O	O	O				
3	5	1	I	O	O	O	O	O				
3	5	2	bet	O	O	O	O	O				
3	5	3	they	O	O	O	O	O				
3	5	4	must	O	O	O	O	O				
3	5	5	be	O	O	O	O	O				
3	5	6	beautiful	O	O	O	O	O				
3	5	7	in	O	O	O	O	O				
3	5	8	full	O	O	O	O	O				
3	5	9	bloom	O	O	O	O	O				
3	5	10	.	O	O	O	O	O				
3	5	11	Do	O	O	O	O	O				
3	5	12	you	O	O	O	O	O				
3	5	13	also	O	O	O	O	O				
3	5	14	enjoy	O	O	O	O	O				
3	5	15	gardening	O	B-event	O	O	O				
3	5	16	?	O	O	O	O	O				
3	6	1	Gardening	O	O	O	O	O				
3	6	2	brings	O	O	O	O	O				
3	6	3	me	O	O	O	O	O				
3	6	4	so	O	O	O	O	O				
3	6	5	much	O	O	O	O	O				
3	6	6	joy	O	O	O	O	O				
3	6	7	,	O	O	O	O	O				
3	6	8	especially	O	O	O	O	O				
3	6	9	spending	O	O	O	O	O				
3	6	10	time	O	O	O	O	O				
3	6	11	outdoors	O	B-place	O	O	O				
3	6	12	.	O	O	O	O	O				
3	7	1	It	O	O	O	O	O				
3	7	2	sounds	O	O	O	O	O				
3	7	3	lovely	O	O	O	O	O				
3	7	4	!	O	O	O	O	O				
3	7	5	How	O	O	O	O	O				
3	7	6	do	O	O	O	O	O				
3	7	7	you	O	O	O	O	O				
3	7	8	usually	O	O	O	O	O				
3	7	9	unwind	O	O	O	O	O				
3	7	10	after	O	O	O	O	O				
3	7	11	a	O	O	O	O	O				
3	7	12	day	O	O	O	O	O				
3	7	13	of	O	O	O	O	O				
3	7	14	caring	O	O	O	O	O				
3	7	15	for	O	O	O	O	O				
3	7	16	your	O	O	O	O	O				
3	7	17	plants	O	O	O	O	O				
3	7	18	?	O	O	O	O	O				
3	8	1	I	O	O	O	O	O				
3	8	2	enjoy	O	O	B-event	O	O				
3	8	3	a	O	O	I-event	O	O				
3	8	4	cup	O	O	I-event	O	O				
3	8	5	of	O	O	I-event	O	O				
3	8	6	tea	O	O	I-event	O	O				
3	8	7	while	O	O	O	O	O				
3	8	8	admiring	O	O	O	O	O				
3	8	9	my	O	O	O	O	O				
3	8	10	garden	O	O	B-place	O	O				
3	8	11	in	O	O	I-place	O	O				
3	8	12	the	O	O	B-time	O	O				
3	8	13	evening	O	O	I-time	O	O				
3	8	14	.	O	O	I-time	O	O				
4	1	1	How	O	O	O	O	O				
4	1	2	often	O	O	O	O	O				
4	1	3	do	O	O	O	O	O				
4	1	4	you	O	O	O	O	O				
4	1	5	tend	B-event	O	O	O	O				
4	1	6	to	I-event	O	O	O	O				
4	1	7	your	I-event	O	O	O	O				
4	1	8	garden	I-event	O	O	O	O				
4	1	9	,	O	O	O	O	O				
4	1	10	Peter	B-participants	O	O	O	O				
4	1	11	?	O	O	O	O	O				
4	2	1	I	O	O	O	O	O				
4	2	2	make	O	O	O	O	O				
4	2	3	sure	O	O	O	O	O				
4	2	4	to	O	O	O	O	O				
4	2	5	check	O	O	O	O	O				
4	2	6	on	O	O	O	O	O				
4	2	7	my	O	O	O	O	O				
4	2	8	plants	O	O	O	O	O				
4	2	9	every	B-time	O	O	O	O				
4	2	10	morning	I-time	O	O	O	O				
4	2	11	and	O	O	O	O	O				
4	2	12	water	O	O	O	O	O				
4	2	13	them	O	O	O	O	O				
4	2	14	when	O	O	O	O	O				
4	2	15	needed	O	O	O	O	O				
4	2	16	.	O	O	O	O	O				
4	3	1	Do	O	O	O	O	O				
4	3	2	you	O	O	O	O	O				
4	3	3	handle	O	O	O	O	O				
4	3	4	the	O	O	O	O	O				
4	3	5	household	O	O	O	O	O				
4	3	6	repairs	O	O	O	O	O				
4	3	7	yourself	O	O	O	O	O				
4	3	8	or	O	O	O	O	O				
4	3	9	hire	O	O	O	O	O				
4	3	10	someone	O	O	O	O	O				
4	3	11	?	O	O	O	O	O				
4	4	1	For	O	O	O	O	O				
4	4	2	minor	O	O	O	O	O				
4	4	3	repairs	O	O	O	O	O				
4	4	4	,	O	O	O	O	O				
4	4	5	I	O	O	O	O	O				
4	4	6	try	O	O	O	O	O				
4	4	7	to	O	O	O	O	O				
4	4	8	fix	O	B-event	O	O	O				
4	4	9	them	O	I-event	O	O	O				
4	4	10	myself	O	O	O	O	O				
4	4	11	using	O	O	O	O	O				
4	4	12	my	O	O	O	O	O				
4	4	13	toolbox	O	O	O	O	O				
4	4	14	.	O	O	O	O	O				
4	5	1	That	O	O	O	O	O				
4	5	2	's	O	O	O	O	O				
4	5	3	impressive	O	O	O	O	O				
4	5	4	!	O	O	O	O	O				
4	5	5	How	O	O	O	O	O				
4	5	6	do	O	O	O	O	O				
4	5	7	you	O	O	O	O	O				
4	5	8	organize	O	O	O	O	O				
4	5	9	your	O	O	O	O	O				
4	5	10	weekly	O	O	O	O	O				
4	5	11	cleaning	O	O	O	O	O				
4	5	12	schedule	O	O	O	O	O				
4	5	13	?	O	O	O	O	O				
4	6	1	I	O	O	O	O	O				
4	6	2	dedicate	O	O	O	O	O				
4	6	3	a	O	O	O	O	O				
4	6	4	few	O	O	O	O	O				
4	6	5	hours	O	O	O	O	O				
4	6	6	each	O	O	B-time	O	O				
4	6	7	Saturday	O	O	I-time	O	O				
4	6	8	morning	O	O	I-time	O	O				
4	6	9	to	O	O	O	O	O				
4	6	10	clean	O	O	B-event	O	O				
4	6	11	the	O	O	I-event	O	O				
4	6	12	entire	O	O	I-event	O	O				
4	6	13	house	O	O	I-event	O	O				
4	6	14	.	O	O	O	O	O				
4	7	1	Do	O	O	O	O	O				
4	7	2	you	O	O	O	O	O				
4	7	3	find	O	O	O	O	O				
4	7	4	it	O	O	O	O	O				
4	7	5	challenging	O	O	O	O	O				
4	7	6	to	O	O	O	O	O				
4	7	7	care	O	O	O	O	O				
4	7	8	for	O	O	O	O	O				
4	7	9	both	O	O	O	O	O				
4	7	10	your	O	O	O	O	O				
4	7	11	plants	O	O	O	O	O				
4	7	12	and	O	O	O	O	O				
4	7	13	belongings	O	O	O	O	O				
4	7	14	?	O	O	O	O	O				
4	8	1	It	O	O	O	O	O				
4	8	2	can	O	O	O	O	O				
4	8	3	be	O	O	O	O	O				
4	8	4	a	O	O	O	O	O				
4	8	5	bit	O	O	O	O	O				
4	8	6	overwhelming	O	O	O	O	O				
4	8	7	,	O	O	O	O	O				
4	8	8	but	O	O	O	O	O				
4	8	9	I	O	O	O	O	O				
4	8	10	enjoy	O	O	O	O	O				
4	8	11	looking	O	O	O	O	O				
4	8	12	after	O	O	O	O	O				
4	8	13	them	O	O	O	O	O				
4	8	14	.	O	O	O	O	O				
4	9	1	Have	O	O	O	O	O				
4	9	2	you	O	O	O	O	O				
4	9	3	taught	O	O	O	O	O				
4	9	4	your	O	O	O	O	O				
4	9	5	grandchildren	O	O	O	O	O				
4	9	6	any	O	O	O	O	O				
4	9	7	household	O	O	O	O	O				
4	9	8	tasks	O	O	O	O	O				
4	9	9	to	O	O	O	O	O				
4	9	10	help	O	O	O	O	O				
4	9	11	you	O	O	O	O	O				
4	9	12	?	O	O	O	O	O				
4	10	1	Yes	O	O	O	O	O				
4	10	2	,	O	O	O	O	O				
4	10	3	they	O	O	O	B-participants	O				
4	10	4	often	O	O	O	O	O				
4	10	5	help	O	O	O	B-event	O				
4	10	6	with	O	O	O	I-event	O				
4	10	7	setting	O	O	O	I-event	O				
4	10	8	the	O	O	O	I-event	O				
4	10	9	table	O	O	O	I-event	O				
4	10	10	and	O	O	O	O	O				
5	1	1	How	O	O	O	O	O				
5	1	2	have	O	O	O	O	O				
5	1	3	you	O	O	O	O	O				
5	1	4	been	O	O	O	O	O				
5	1	5	keeping	O	O	O	O	O				
5	1	6	up	O	O	O	O	O				
5	1	7	with	O	O	O	O	O				
5	1	8	household	O	O	O	O	O				
5	1	9	repairs	O	O	O	O	O				
5	1	10	lately	O	O	O	O	O				
5	1	11	?	O	O	O	O	O				
5	2	1	I	O	O	O	O	O				
5	2	2	try	O	O	O	O	O				
5	2	3	to	O	O	O	O	O				
5	2	4	fix	B-event	O	O	O	O				
5	2	5	something	I-event	O	O	O	O				
5	2	6	every	B-time	O	O	O	O				
5	2	7	Monday	I-time	O	O	O	O				
5	2	8	morning	I-time	O	O	O	O				
5	2	9	.	O	O	O	O	O				
5	3	1	That	O	O	O	O	O				
5	3	2	sounds	O	O	O	O	O				
5	3	3	like	O	O	O	O	O				
5	3	4	a	O	O	O	O	O				
5	3	5	good	O	O	O	O	O				
5	3	6	routine	O	O	O	O	O				
5	3	7	.	O	O	O	O	O				
5	3	8	What	O	O	O	O	O				
5	3	9	are	O	O	O	O	O				
5	3	10	you	O	O	O	O	O				
5	3	11	tackling	O	O	O	O	O				
5	3	12	next	O	O	O	O	O				
5	3	13	?	O	O	O	O	O				
5	4	1	My	O	O	O	O	O				
5	4	2	leaking	O	O	O	O	O				
5	4	3	faucet	O	O	O	O	O				
5	4	4	,	O	O	O	O	O				
5	4	5	it	O	O	O	O	O				
5	4	6	's	O	O	O	O	O				
5	4	7	been	O	O	O	O	O				
5	4	8	bothering	O	O	O	O	O				
5	4	9	me	O	O	O	O	O				
5	4	10	for	O	O	O	O	O				
5	4	11	a	O	O	O	O	O				
5	4	12	while	O	O	O	O	O				
5	4	13	.	O	O	O	O	O				
5	5	1	When	O	O	O	O	O				
5	5	2	are	O	O	O	O	O				
5	5	3	you	O	O	O	O	O				
5	5	4	planning	O	O	O	O	O				
5	5	5	to	O	O	O	O	O				
5	5	6	take	O	B-event	O	O	O				
5	5	7	care	O	I-event	O	O	O				
5	5	8	of	O	I-event	O	O	O				
5	5	9	it	O	I-event	O	O	O				
5	5	10	?	O	O	O	O	O				
5	6	1	Tomorrow	O	B-time	O	O	O				
5	6	2	afternoon	O	I-time	O	O	O				
5	6	3	,	O	O	O	O	O				
5	6	4	I	O	O	O	O	O				
5	6	5	already	O	O	O	O	O				
5	6	6	bought	O	O	O	O	O				
5	6	7	the	O	O	O	O	O				
5	6	8	replacement	O	O	O	O	O				
5	6	9	parts	O	O	O	O	O				
5	6	10	.	O	O	O	O	O				
5	7	1	That	O	O	O	O	O				
5	7	2	's	O	O	O	O	O				
5	7	3	proactive	O	O	O	O	O				
5	7	4	of	O	O	O	O	O				
5	7	5	you	O	O	O	O	O				
5	7	6	.	O	O	O	O	O				
5	7	7	Do	O	O	O	O	O				
5	7	8	you	O	O	O	O	O				
5	7	9	enjoy	O	O	O	O	O				
5	7	10	these	O	O	O	O	O				
5	7	11	tasks	O	O	O	O	O				
5	7	12	?	O	O	O	O	O				
5	8	1	It	O	O	O	O	O				
5	8	2	keeps	O	O	O	O	O				
5	8	3	me	O	O	O	O	O				
5	8	4	busy	O	O	O	O	O				
5	8	5	and	O	O	O	O	O				
5	8	6	gives	O	O	O	O	O				
5	8	7	me	O	O	O	O	O				
5	8	8	a	O	O	O	O	O				
5	8	9	sense	O	O	O	O	O				
5	8	10	of	O	O	O	O	O				
5	8	11	accomplishment	O	O	O	O	O				
5	8	12	.	O	O	O	O	O				
6	1	1	How	O	O	O	O	O				
6	1	2	have	O	O	O	O	O				
6	1	3	you	O	O	O	O	O				
6	1	4	been	O	O	O	O	O				
6	1	5	managing	O	O	O	O	O				
6	1	6	the	O	O	O	O	O				
6	1	7	household	O	O	O	O	O				
6	1	8	lately	O	O	O	O	O				
6	1	9	,	O	O	O	O	O				
6	1	10	Mrs.	O	O	O	O	O				
6	1	11	Thompson	O	O	O	O	O				
6	1	12	?	O	O	O	O	O				
6	2	1	I	O	O	O	O	O				
6	2	2	usually	O	O	O	O	O				
6	2	3	do	O	O	O	O	O				
6	2	4	most	O	O	O	O	O				
6	2	5	of	O	O	O	O	O				
6	2	6	the	O	O	O	O	O				
6	2	7	household	B-event	O	O	O	O				
6	2	8	chores	I-event	O	O	O	O				
6	2	9	on	O	O	O	O	O				
6	2	10	Sundays	B-time	O	O	O	O				
6	2	11	.	O	O	O	O	O				
6	3	1	That	O	O	O	O	O				
6	3	2	sounds	O	O	O	O	O				
6	3	3	like	O	O	O	O	O				
6	3	4	a	O	O	O	O	O				
6	3	5	good	O	O	O	O	O				
6	3	6	plan	O	O	O	O	O				
6	3	7	.	O	O	O	O	O				
6	3	8	How	O	O	O	O	O				
6	3	9	do	O	O	O	O	O				
6	3	10	you	O	O	O	O	O				
6	3	11	go	O	O	O	O	O				
6	3	12	about	O	O	O	O	O				
6	3	13	repairing	O	O	O	O	O				
6	3	14	things	O	O	O	O	O				
6	3	15	around	O	O	O	O	O				
6	3	16	the	O	O	O	O	O				
6	3	17	house	O	O	O	O	O				
6	3	18	?	O	O	O	O	O				
6	4	1	I	O	O	O	O	O				
6	4	2	try	O	O	O	O	O				
6	4	3	to	O	O	O	O	O				
6	4	4	fix	O	B-event	O	O	O				
6	4	5	small	O	I-event	O	O	O				
6	4	6	issues	O	I-event	O	O	O				
6	4	7	myself	O	O	O	O	O				
6	4	8	with	O	O	O	O	O				
6	4	9	the	O	O	O	O	O				
6	4	10	help	O	O	O	O	O				
6	4	11	of	O	O	O	O	O				
6	4	12	my	O	B-participants	O	O	O				
6	4	13	son	O	I-participants	O	O	O				
6	4	14	.	O	O	O	O	O				
6	5	1	Do	O	O	O	O	O				
6	5	2	you	O	O	O	O	O				
6	5	3	also	O	O	O	O	O				
6	5	4	take	O	O	O	O	O				
6	5	5	care	O	O	O	O	O				
6	5	6	of	O	O	O	O	O				
6	5	7	the	O	O	O	O	O				
6	5	8	plants	O	O	O	O	O				
6	5	9	in	O	O	O	O	O				
6	5	10	your	O	O	O	O	O				
6	5	11	garden	O	O	B-place	O	O				
6	5	12	?	O	O	O	O	O				
6	6	1	Yes	O	O	O	O	O				
6	6	2	,	O	O	O	O	O				
6	6	3	I	O	O	O	O	O				
6	6	4	spend	O	O	O	O	O				
6	6	5	some	O	O	O	O	O				
6	6	6	time	O	O	O	O	O				
6	6	7	every	O	O	B-time	O	O				
6	6	8	morning	O	O	I-time	O	O				
6	6	9	watering	O	O	B-event	O	O				
6	6	10	and	O	O	I-event	O	O				
6	6	11	checking	O	O	I-event	O	O				
6	6	12	on	O	O	I-event	O	O				
6	6	13	them	O	O	I-event	O	O				
6	6	14	.	O	O	O	O	O				
6	7	1	That	O	O	O	O	O				
6	7	2	's	O	O	O	O	O				
6	7	3	a	O	O	O	O	O				
6	7	4	nice	O	O	O	O	O				
6	7	5	routine	O	O	O	O	O				
6	7	6	.	O	O	O	O	O				
6	7	7	How	O	O	O	O	O				
6	7	8	about	O	O	O	O	O				
6	7	9	assisting	O	O	O	O	O				
6	7	10	your	O	O	O	O	O				
6	7	11	husband	O	O	O	O	O				
6	7	12	with	O	O	O	O	O				
6	7	13	anything	O	O	O	O	O				
6	7	14	at	O	O	O	O	O				
6	7	15	home	O	O	O	O	O				
6	7	16	?	O	O	O	O	O				
6	8	1	I	O	O	O	O	O				
6	8	2	help	O	O	O	O	O				
6	8	3	him	O	O	O	B-participants	O				
6	8	4	with	O	O	O	O	O				
6	8	5	cooking	O	O	O	B-event	O				
6	8	6	dinner	O	O	O	I-event	O				
6	8	7	in	O	O	O	B-time	O				
6	8	8	the	O	O	O	I-time	O				
6	8	9	evenings	O	O	O	I-time	O				
6	8	10	.	O	O	O	O	O				
6	8	11	Keeping	O	O	O	O	O				
6	8	12	us	O	O	O	O	O				
6	8	13	both	O	O	O	O	O				
6	8	14	active	O	O	O	O	O				
6	8	15	.	O	O	O	O	O				
7	1	1	How	O	O	O	O	O				
7	1	2	are	O	O	O	O	O				
7	1	3	things	O	O	O	O	O				
7	1	4	going	O	O	O	O	O				
7	1	5	with	O	O	O	O	O				
7	1	6	your	O	O	O	O	O				
7	1	7	plants	O	O	O	O	O				
7	1	8	,	O	O	O	O	O				
7	1	9	Mr.	O	O	O	O	O				
7	1	10	Richards	O	O	O	O	O				
7	1	11	?	O	O	O	O	O				
7	2	1	Oh	O	O	O	O	O				
7	2	2	,	O	O	O	O	O				
7	2	3	I	O	O	O	O	O				
7	2	4	water	B-event	O	O	O	O				
7	2	5	them	I-event	O	O	O	O				
7	2	6	every	B-time	O	O	O	O				
7	2	7	morning	I-time	O	O	O	O				
7	2	8	around	I-time	O	O	O	O				
7	2	9	7	I-time	O	O	O	O				
7	2	10	am	I-time	O	O	O	O				
7	2	11	.	O	O	O	O	O				
7	3	1	That	O	O	O	O	O				
7	3	2	's	O	O	O	O	O				
7	3	3	great	O	O	O	O	O				
7	3	4	,	O	O	O	O	O				
7	3	5	so	O	O	O	O	O				
7	3	6	they	O	O	O	O	O				
7	3	7	must	O	O	O	O	O				
7	3	8	be	O	O	O	O	O				
7	3	9	thriving	O	O	O	O	O				
7	3	10	well	O	O	O	O	O				
7	3	11	.	O	O	O	O	O				
7	4	1	Yes	O	O	O	O	O				
7	4	2	,	O	O	O	O	O				
7	4	3	they	O	O	O	O	O				
7	4	4	are	O	O	O	O	O				
7	4	5	indeed	O	O	O	O	O				
7	4	6	.	O	O	O	O	O				
7	4	7	It	O	O	O	O	O				
7	4	8	's	O	O	O	O	O				
7	4	9	a	O	O	O	O	O				
7	4	10	wonderful	O	O	O	O	O				
7	4	11	way	O	O	O	O	O				
7	4	12	to	O	O	O	O	O				
7	4	13	start	O	O	O	O	O				
7	4	14	my	O	O	O	O	O				
7	4	15	day	O	O	O	O	O				
7	4	16	.	O	O	O	O	O				
7	5	1	Do	O	O	O	O	O				
7	5	2	you	O	O	O	O	O				
7	5	3	have	O	O	O	O	O				
7	5	4	any	O	O	O	O	O				
7	5	5	other	O	O	O	O	O				
7	5	6	routines	O	O	O	O	O				
7	5	7	for	O	O	O	O	O				
7	5	8	your	O	O	O	O	O				
7	5	9	day	O	O	O	O	O				
7	5	10	?	O	O	O	O	O				
7	6	1	I	O	O	O	O	O				
7	6	2	usually	O	O	O	O	O				
7	6	3	tidy	O	B-event	O	O	O				
7	6	4	up	O	I-event	O	O	O				
7	6	5	the	O	I-event	O	O	O				
7	6	6	living	O	I-event	O	O	O				
7	6	7	room	O	I-event	O	O	O				
7	6	8	after	O	B-time	O	O	O				
7	6	9	breakfast	O	I-time	O	O	O				
7	6	10	.	O	O	O	O	O				
7	7	1	That	O	O	O	O	O				
7	7	2	sounds	O	O	O	O	O				
7	7	3	like	O	O	O	O	O				
7	7	4	a	O	O	O	O	O				
7	7	5	nice	O	O	O	O	O				
7	7	6	and	O	O	O	O	O				
7	7	7	productive	O	O	O	O	O				
7	7	8	habit	O	O	O	O	O				
7	7	9	to	O	O	O	O	O				
7	7	10	have	O	O	O	O	O				
