conversation	sent_id	token_id	token	event1	event2	event3	event4	event5
1	7	8	evening	O	O	B-time	O	O
1	7	9	activities	O	O	O	O	O
1	7	10	before	O	O	O	O	O
1	7	11	bed	O	O	O	O	O
1	7	12	?	O	O	O	O	O
1	8	1	Yes	O	O	O	O	O
1	8	2	,	O	O	O	O	O
1	8	3	I	O	O	O	O	O
1	8	4	enjoy	O	O	O	O	O
1	8	5	practicing	O	O	B-event	O	O
1	8	6	some	O	O	I-event	O	O
1	8	7	light	O	O	I-event	O	O
1	8	8	stretching	O	O	I-event	O	O
1	8	9	exercises	O	O	I-event	O	O
1	8	10	to	O	O	O	O	O
1	8	11	relax	O	O	O	O	O
1	8	12	my	O	O	O	O	O
1	8	13	muscles	O	O	O	O	O
1	8	14	.	O	O	O	O	O
1	9	1	That	O	O	O	O	O
1	9	2	's	O	O	O	O	O
1	9	3	a	O	O	O	O	O
1	9	4	great	O	O	O	O	O
1	9	5	routine	O	O	O	O	O
1	9	6	to	O	O	O	O	O
1	9	7	end	O	O	O	O	O
1	9	8	the	O	O	O	O	O
1	9	9	day	O	O	O	O	O
1	9	10	.	O	O	O	O	O
1	9	11	It	O	O	O	O	O
1	9	12	sounds	O	O	O	O	O
1	9	13	like	O	O	O	O	O
1	9	14	you	O	O	O	O	O
1	9	15	keep	O	O	O	O	O
1	9	16	yourself	O	O	O	O	O
1	9	17	pretty	O	O	O	O	O
1	9	18	active	O	O	O	O	O
1	9	19	!	O	O	O	O	O
2	1	1	What	O	O	O	O	O
2	1	2	part	O	O	O	O	O
2	1	3	of	O	O	O	O	O
2	1	4	the	O	O	O	O	O
2	1	5	day	O	O	O	O	O
2	1	6	do	O	O	O	O	O
2	1	7	you	O	O	O	O	O
2	1	8	typically	O	O	O	O	O
2	1	9	enjoy	O	O	O	O	O
2	1	10	going	O	O	O	O	O
2	1	11	for	O	O	O	O	O
2	1	12	a	O	O	O	O	O
2	1	13	walk	O	O	O	O	O
2	1	14	?	O	O	O	O	O
2	2	1	In	B-time	O	O	O	O
2	2	2	the	I-time	O	O	O	O
2	2	3	mornings	I-time	O	O	O	O
2	2	4	,	O	O	O	O	O
2	2	5	I	B-participants	O	O	O	O
2	2	6	take	B-event	O	O	O	O
2	2	7	a	I-event	O	O	O	O
2	2	8	stroll	I-event	O	O	O	O
2	2	9	around	B-place	O	O	O	O
2	2	10	the	I-place	O	O	O	O
2	2	11	garden	I-place	O	O	O	O
2	2	12	for	O	O	O	O	O
2	2	13	some	O	O	O	O	O
2	2	14	fresh	O	O	O	O	O
2	2	15	air	O	O	O	O	O
2	2	16	.	O	O	O	O	O
2	3	1	That	O	O	O	O	O
2	3	2	sounds	O	O	O	O	O
2	3	3	serene	O	O	O	O	O
2	3	4	.	O	O	O	O	O
2	3	5	Do	O	O	O	O	O
2	3	6	you	O	O	O	O	O
2	3	7	require	O	O	O	O	O
2	3	8	any	O	O	O	O	O
2	3	9	kind	O	O	O	O	O
2	3	10	of	O	O	O	O	O
2	3	11	assistance	O	O	O	O	O
2	3	12	while	O	O	O	O	O
2	3	13	walking	O	O	O	O	O
2	3	14	?	O	O	O	O	O
2	4	1	Luckily	O	O	O	O	O
2	4	2	,	O	O	O	O	O
2	4	3	I	O	O	O	O	O
2	4	4	can	O	O	O	O	O
2	4	5	manage	O	O	O	O	O
2	4	6	on	O	O	O	O	O
2	4	7	my	O	O	O	O	O
2	4	8	own	O	O	O	O	O
2	4	9	for	O	O	O	O	O
2	4	10	now	O	O	O	O	O
2	4	11	.	O	O	O	O	O
2	5	1	Do	O	O	O	O	O
2	5	2	you	O	O	O	O	O
2	5	3	use	O	O	O	O	O
2	5	4	any	O	O	O	O	O
2	5	5	mobility	O	O	O	O	O
2	5	6	aids	O	O	O	O	O
2	5	7	during	O	O	O	O	O
2	5	8	your	O	O	O	O	O
2	5	9	walks	O	O	O	O	O
2	5	10	for	O	O	O	O	O
2	5	11	extra	O	O	O	O	O
2	5	12	support	O	O	O	O	O
2	5	13	?	O	O	O	O	O
2	6	1	Yes	O	O	O	O	O
2	6	2	,	O	O	O	O	O
2	6	3	I	O	O	O	O	O
2	6	4	have	O	O	O	O	O
2	6	5	a	O	O	O	O	O
2	6	6	trusty	O	O	O	O	O
2	6	7	walking	O	O	O	O	O
2	6	8	cane	O	O	O	O	O
2	6	9	by	O	O	O	O	O
2	6	10	my	O	O	O	O	O
2	6	11	side	O	O	O	O	O
2	6	12	just	O	O	O	O	O
2	6	13	in	O	O	O	O	O
2	6	14	case	O	O	O	O	O
2	6	15	.	O	O	O	O	O
2	7	1	It	O	O	O	O	O
2	7	2	's	O	O	O	O	O
2	7	3	good	O	O	O	O	O
2	7	4	to	O	O	O	O	O
2	7	5	have	O	O	O	O	O
2	7	6	that	O	O	O	O	O
2	7	7	support	O	O	O	O	O
2	7	8	.	O	O	O	O	O
2	7	9	Have	O	O	O	O	O
2	7	10	you	O	O	O	O	O
2	7	11	been	O	O	O	O	O
2	7	12	able	O	O	O	O	O
2	7	13	to	O	O	O	O	O
2	7	14	walk	O	O	O	O	O
2	7	15	longer	O	O	O	O	O
2	7	16	distances	O	O	O	O	O
2	7	17	lately	O	O	O	O	O
2	7	18	?	O	O	O	O	O
2	8	1	I	O	B-participants	O	O	O
2	8	2	've	O	O	O	O	O
2	8	3	been	O	O	O	O	O
2	8	4	trying	O	O	O	O	O
2	8	5	to	O	O	O	O	O
2	8	6	gradually	O	O	O	O	O
2	8	7	increase	O	B-event	O	O	O
2	8	8	my	O	I-event	O	O	O
2	8	9	walking	O	I-event	O	O	O
2	8	10	time	O	I-event	O	O	O
2	8	11	each	O	B-time	O	O	O
2	8	12	day	O	I-time	O	O	O
2	8	13	.	O	I-time	O	O	O
2	9	1	That	O	O	O	O	O
2	9	2	's	O	O	O	O	O
2	9	3	a	O	O	O	O	O
2	9	4	great	O	O	O	O	O
2	9	5	way	O	O	O	O	O
2	9	6	to	O	O	O	O	O
2	9	7	improve	O	O	O	O	O
2	9	8	your	O	O	O	O	O
2	9	9	mobility	O	O	O	O	O
2	9	10	.	O	O	O	O	O
2	9	11	Keep	O	O	O	O	O
2	9	12	up	O	O	O	O	O
2	9	13	the	O	O	O	O	O
2	9	14	good	O	O	O	O	O
2	9	15	work	O	O	O	O	O
2	9	16	!	O	O	O	O	O
3	1	1	How	O	O	O	O	O
3	1	2	did	O	O	O	O	O
3	1	3	your	O	O	O	O	O
3	1	4	morning	O	O	O	O	O
3	1	5	start	O	O	O	O	O
3	1	6	today	O	O	O	O	O
3	1	7	?	O	O	O	O	O
3	2	1	I	O	O	O	O	O
3	2	2	woke	B-event	O	O	O	O
3	2	3	up	I-event	O	O	O	O
3	2	4	early	I-event	O	O	O	O
3	2	5	and	I-event	O	O	O	O
3	2	6	managed	I-event	O	O	O	O
3	2	7	to	I-event	O	O	O	O
3	2	8	get	I-event	O	O	O	O
3	2	9	out	I-event	O	O	O	O
3	2	10	of	I-event	O	O	O	O
3	2	11	bed	I-event	O	O	O	O
3	2	12	on	I-event	O	O	O	O
3	2	13	my	I-event	O	O	O	O
3	2	14	own	I-event	O	O	O	O
3	2	15	.	O	O	O	O	O
3	3	1	That	O	O	O	O	O
3	3	2	's	O	O	O	O	O
3	3	3	great	O	O	O	O	O
3	3	4	to	O	O	O	O	O
3	3	5	hear	O	O	O	O	O
3	3	6	!	O	O	O	O	O
3	3	7	How	O	O	O	O	O
3	3	8	do	O	O	O	O	O
3	3	9	you	O	O	O	O	O
3	3	10	usually	O	O	O	O	O
3	3	11	move	O	O	O	O	O
3	3	12	around	O	O	O	O	O
3	3	13	the	O	O	O	O	O
3	3	14	house	O	B-place	O	O	O
3	3	15	?	O	O	O	O	O
3	4	1	I	O	O	O	O	O
3	4	2	use	O	B-event	O	O	O
3	4	3	my	O	I-event	O	O	O
3	4	4	walker	O	I-event	O	O	O
3	4	5	to	O	I-event	O	O	O
3	4	6	move	O	I-event	O	O	O
3	4	7	around	O	I-event	O	O	O
3	4	8	safely	O	I-event	O	O	O
3	4	9	,	O	O	O	O	O
3	4	10	especially	O	B-time	O	O	O
3	4	11	in	O	I-time	O	O	O
3	4	12	the	O	I-time	O	O	O
3	4	13	morning	O	I-time	O	O	O
3	4	14	.	O	O	O	O	O
3	5	1	Do	O	O	O	O	O
3	5	2	you	O	O	O	O	O
3	5	3	have	O	O	O	O	O
3	5	4	any	O	O	O	O	O
3	5	5	specific	O	O	O	O	O
3	5	6	routines	O	O	O	O	O
3	5	7	for	O	O	O	O	O
3	5	8	your	O	O	O	O	O
3	5	9	exercise	O	O	O	O	O
3	5	10	or	O	O	O	O	O
3	5	11	mobility	O	O	O	O	O
3	5	12	?	O	O	O	O	O
3	6	1	Yes	O	O	O	O	O
3	6	2	,	O	O	O	O	O
3	6	3	I	O	O	O	O	O
3	6	4	do	O	O	B-event	O	O
3	6	5	some	O	O	I-event	O	O
3	6	6	stretching	O	O	I-event	O	O
3	6	7	exercises	O	O	I-event	O	O
3	6	8	to	O	O	I-event	O	O
3	6	9	help	O	O	I-event	O	O
3	6	10	my	O	O	I-event	O	O
3	6	11	flexibility	O	O	I-event	O	O
3	6	12	.	O	O	I-event	O	O
3	7	1	When	O	O	O	O	O
3	7	2	do	O	O	O	O	O
3	7	3	you	O	O	O	O	O
3	7	4	usually	O	O	O	O	O
3	7	5	feel	O	O	O	O	O
3	7	6	most	O	O	O	O	O
3	7	7	independent	O	O	O	O	O
3	7	8	during	O	O	O	O	O
3	7	9	the	O	O	O	O	O
3	7	10	day	O	O	O	O	O
3	7	11	?	O	O	O	O	O
3	8	1	I	O	O	O	O	O
3	8	2	feel	O	O	O	O	O
3	8	3	most	O	O	O	O	O
3	8	4	independent	O	O	O	O	O
3	8	5	when	O	O	O	O	O
3	8	6	I	O	O	O	O	O
3	8	7	'm	O	O	O	O	O
3	8	8	able	O	O	O	O	O
3	8	9	to	O	O	O	O	O
3	8	10	navigate	O	O	O	B-event	O
3	8	11	the	O	O	O	I-event	O
3	8	12	kitchen	O	O	O	I-event	O
3	8	13	and	O	O	O	I-event	O
3	8	14	make	O	O	O	I-event	O
3	8	15	a	O	O	O	I-event	O
3	8	16	cup	O	O	O	I-event	O
3	8	17	of	O	O	O	I-event	O
3	8	18	coffee	O	O	O	I-event	O
3	8	19	.	O	O	O	I-event	O
3	9	1	That	O	O	O	O	O
3	9	2	sounds	O	O	O	O	O
3	9	3	like	O	O	O	O	O
3	9	4	a	O	O	O	O	O
3	9	5	nice	O	O	O	O	O
3	9	6	moment	O	O	O	O	O
3	9	7	of	O	O	O	O	O
3	9	8	independence	O	O	O	O	O
3	9	9	for	O	O	O	O	O
3	9	10	you	O	O	O	O	O
3	9	11	.	O	O	O	O	O
4	1	1	When	O	O	O	O	O
4	1	2	do	O	O	O	O	O
4	1	3	you	O	O	O	O	O
4	1	4	usually	O	O	O	O	O
4	1	5	go	O	O	O	O	O
4	1	6	for	O	O	O	O	O
4	1	7	a	O	O	O	O	O
4	1	8	walk	O	O	O	O	O
4	1	9	in	O	O	O	O	O
4	1	10	the	O	O	O	O	O
4	1	11	garden	O	O	O	O	O
4	1	12	?	O	O	O	O	O
4	2	1	I	O	O	O	O	O
4	2	2	usually	O	O	O	O	O
4	2	3	go	B-event	O	O	O	O
4	2	4	for	I-event	O	O	O	O
4	2	5	a	I-event	O	O	O	O
4	2	6	walk	I-event	O	O	O	O
4	2	7	in	I-event	O	O	O	O
4	2	8	the	I-event	O	O	O	O
4	2	9	garden	I-event	O	O	O	O
4	2	10	in	B-time	O	O	O	O
4	2	11	the	I-time	O	O	O	O
4	2	12	morning	I-time	O	O	O	O
4	2	13	.	O	O	O	O	O
4	3	1	How	O	O	O	O	O
4	3	2	do	O	O	O	O	O
4	3	3	you	O	O	O	O	O
4	3	4	manage	O	O	O	O	O
4	3	5	to	O	O	O	O	O
4	3	6	walk	O	O	O	O	O
4	3	7	around	O	O	O	O	O
4	3	8	the	O	O	O	O	O
4	3	9	garden	O	O	O	O	O
4	3	10	?	O	O	O	O	O
4	4	1	I	O	O	O	O	O
4	4	2	use	O	O	O	O	O
4	4	3	my	O	O	O	O	O
4	4	4	walking	O	O	O	O	O
4	4	5	stick	O	O	O	O	O
4	4	6	for	O	O	O	O	O
4	4	7	support	O	O	O	O	O
4	4	8	and	O	O	O	O	O
4	4	9	take	O	O	O	O	O
4	4	10	small	O	O	O	O	O
4	4	11	steps	O	O	O	O	O
4	4	12	.	O	O	O	O	O
4	5	1	Do	O	O	O	O	O
4	5	2	you	O	O	O	O	O
4	5	3	enjoy	O	O	O	O	O
4	5	4	gardening	O	B-event	O	O	O
4	5	5	too	O	O	O	O	O
4	5	6	?	O	O	O	O	O
4	6	1	Yes	O	O	O	O	O
4	6	2	,	O	O	O	O	O
4	6	3	I	O	O	O	O	O
4	6	4	love	O	O	O	O	O
4	6	5	gardening	O	O	O	O	O
4	6	6	,	O	O	O	O	O
4	6	7	especially	O	O	O	O	O
4	6	8	planting	O	O	B-event	O	O
4	6	9	flowers	O	O	I-event	O	O
4	6	10	in	O	B-place	O	O	O
4	6	11	the	O	I-place	O	O	O
4	6	12	backyard	O	I-place	O	O	O
4	6	13	.	O	O	O	O	O
4	7	1	How	O	O	O	O	O
4	7	2	do	O	O	O	O	O
4	7	3	you	O	O	O	O	O
4	7	4	manage	O	O	O	O	O
4	7	5	to	O	O	O	O	O
4	7	6	bend	O	O	O	O	O
4	7	7	down	O	O	O	O	O
4	7	8	while	O	O	O	O	O
4	7	9	gardening	O	O	O	O	O
4	7	10	?	O	O	O	O	O
4	8	1	I	O	O	O	O	O
4	8	2	kneel	O	O	O	O	O
4	8	3	on	O	O	O	O	O
4	8	4	a	O	O	O	O	O
4	8	5	gardening	O	O	O	O	O
4	8	6	pad	O	O	O	O	O
4	8	7	to	O	O	O	O	O
4	8	8	take	O	O	O	O	O
4	8	9	care	O	O	O	O	O
4	8	10	of	O	O	O	O	O
4	8	11	the	O	O	O	O	O
4	8	12	plants	O	O	O	O	O
4	8	13	.	O	O	O	O	O
4	9	1	That	O	O	O	O	O
4	9	2	's	O	O	O	O	O
4	9	3	a	O	O	O	O	O
4	9	4	smart	O	O	O	O	O
4	9	5	way	O	O	O	O	O
4	9	6	to	O	O	O	O	O
4	9	7	enjoy	O	O	O	O	O
4	9	8	your	O	O	O	O	O
4	9	9	time	O	O	O	O	O
4	9	10	in	O	O	O	O	O
4	9	11	the	O	O	O	O	O
4	9	12	garden	O	O	O	O	O
4	9	13	!	O	O	O	O	O
5	1	1	Do	O	O	O	O	O
5	1	2	you	O	O	O	O	O
5	1	3	enjoy	O	O	O	O	O
5	1	4	gardening	B-event	O	O	O	O
5	1	5	in	O	O	O	O	O
5	1	6	your	B-place	O	O	O	O
5	1	7	backyard	I-place	O	O	O	O
5	1	8	?	O	O	O	O	O
5	2	1	Oh	O	O	O	O	O
5	2	2	,	O	O	O	O	O
5	2	3	I	O	O	O	O	O
5	2	4	love	O	O	O	O	O
5	2	5	spending	O	O	O	O	O
5	2	6	time	O	O	O	O	O
5	2	7	tending	O	O	O	O	O
5	2	8	to	O	O	O	O	O
5	2	9	my	O	O	O	O	O
5	2	10	plants	O	O	O	O	O
5	2	11	and	O	O	O	O	O
5	2	12	flowers	O	O	O	O	O
5	2	13	.	O	O	O	O	O
5	3	1	When	O	O	O	O	O
5	3	2	do	O	O	O	O	O
5	3	3	you	O	O	O	O	O
5	3	4	usually	O	O	O	O	O
5	3	5	find	O	O	O	O	O
5	3	6	yourself	O	O	O	O	O
5	3	7	most	O	O	O	O	O
5	3	8	active	O	O	O	O	O
5	3	9	in	O	O	O	O	O
5	3	10	the	O	O	O	O	O
5	3	11	garden	O	B-place	O	O	O
5	3	12	?	O	O	O	O	O
5	4	1	I	O	O	O	O	O
5	4	2	tend	O	O	O	O	O
5	4	3	to	O	O	O	O	O
5	4	4	be	O	O	O	O	O
5	4	5	most	O	O	O	O	O
5	4	6	active	O	O	O	O	O
5	4	7	when	O	O	O	O	O
5	4	8	I	O	O	O	O	O
5	4	9	'm	O	O	O	O	O
5	4	10	lifting	O	B-event	O	O	O
5	4	11	heavy	O	I-event	O	O	O
5	4	12	pots	O	I-event	O	O	O
5	4	13	and	O	I-event	O	O	O
5	4	14	bags	O	I-event	O	O	O
5	4	15	of	O	I-event	O	O	O
5	4	16	soil	O	I-event	O	O	O
5	4	17	.	O	O	O	O	O
5	5	1	How	O	O	O	O	O
5	5	2	about	O	O	O	O	O
5	5	3	during	O	O	O	O	O
5	5	4	colder	O	O	B-time	O	O
5	5	5	days	O	O	I-time	O	O
5	5	6	when	O	O	O	O	O
5	5	7	you	O	O	O	O	O
5	5	8	ca	O	O	O	O	O
5	5	9	n't	O	O	O	O	O
5	5	10	go	O	O	O	O	O
5	5	11	outside	O	O	O	O	O
5	5	12	to	O	O	O	O	O
5	5	13	garden	O	O	O	O	O
5	5	14	?	O	O	O	O	O
5	6	1	I	O	O	O	O	O
5	6	2	keep	O	O	O	O	O
5	6	3	myself	O	O	O	O	O
5	6	4	active	O	O	O	O	O
5	6	5	by	O	O	O	O	O
5	6	6	bundling	O	O	O	O	O
5	6	7	up	O	O	O	O	O
5	6	8	and	O	O	O	O	O
5	6	9	doing	O	O	O	O	O
5	6	10	small	O	O	B-event	O	O
5	6	11	indoor	O	O	I-event	O	O
5	6	12	DIY	O	O	I-event	O	O
5	6	13	projects	O	O	I-event	O	O
5	6	14	.	O	O	O	O	O
5	7	1	That	O	O	O	O	O
5	7	2	's	O	O	O	O	O
5	7	3	a	O	O	O	O	O
5	7	4	great	O	O	O	O	O
5	7	5	way	O	O	O	O	O
5	7	6	to	O	O	O	O	O
5	7	7	stay	O	O	O	O	O
5	7	8	busy	O	O	O	O	O
5	7	9	.	O	O	O	O	O
5	7	10	Do	O	O	O	O	O
5	7	11	you	O	O	O	O	O
5	7	12	have	O	O	O	O	O
5	7	13	a	O	O	O	O	O
5	7	14	favorite	O	O	O	O	O
5	7	15	indoor	O	O	O	O	O
5	7	16	project	O	O	O	O	O
5	7	17	you	O	O	O	O	O
5	7	18	work	O	O	O	O	O
5	7	19	on	O	O	O	O	O
5	7	20	?	O	O	O	O	O
5	8	1	Yes	O	O	O	O	O
5	8	2	,	O	O	O	O	O
5	8	3	I	O	O	O	O	O
5	8	4	enjoy	O	O	O	O	O
5	8	5	painting	O	O	O	B-event	O
5	8	6	small	O	O	O	I-event	O
5	8	7	figurines	O	O	O	I-event	O
5	8	8	which	O	O	O	O	O
5	8	9	involves	O	O	O	O	O
5	8	10	using	O	O	O	O	O
5	8	11	my	O	O	O	O	O
5	8	12	hands	O	O	O	O	O
5	8	13	delicately	O	O	O	O	O
5	8	14	.	O	O	O	O	O
5	9	1	It	O	O	O	O	O
5	9	2	sounds	O	O	O	O	O
5	9	3	like	O	O	O	O	O
5	9	4	a	O	O	O	O	O
5	9	5	relaxing	O	O	O	O	O
5	9	6	and	O	O	O	O	O
5	9	7	rewarding	O	O	O	O	O
5	9	8	activity	O	O	O	O	O
6	1	1	Hey	O	O	O	O	O
6	1	2	,	O	O	O	O	O
6	1	3	how	O	O	O	O	O
6	1	4	have	O	O	O	O	O
6	1	5	you	O	O	O	O	O
6	1	6	been	O	O	O	O	O
6	1	7	managing	O	O	O	O	O
6	1	8	your	O	O	O	O	O
6	1	9	daily	O	O	O	O	O
6	1	10	activities	O	O	O	O	O
6	1	11	lately	O	O	O	O	O
6	1	12	?	O	O	O	O	O
6	2	1	I	O	O	O	O	O
6	2	2	've	O	O	O	O	O
6	2	3	been	O	O	O	O	O
6	2	4	getting	O	O	O	O	O
6	2	5	back	O	O	O	O	O
6	2	6	into	O	O	O	O	O
6	2	7	planting	B-event	O	O	O	O
6	2	8	flowers	I-event	O	O	O	O
6	2	9	in	O	O	O	O	O
6	2	10	my	B-place	O	O	O	O
6	2	11	garden	I-place	O	O	O	O
6	2	12	.	O	O	O	O	O
6	3	1	That	O	O	O	O	O
6	3	2	's	O	O	O	O	O
6	3	3	wonderful	O	O	O	O	O
6	3	4	.	O	O	O	O	O
6	3	5	When	O	O	O	O	O
6	3	6	do	O	O	O	O	O
6	3	7	you	O	O	O	O	O
6	3	8	usually	O	O	O	O	O
6	3	9	do	O	O	O	O	O
6	3	10	that	O	O	O	O	O
6	3	11	?	O	O	O	O	O
6	4	1	Usually	O	O	O	O	O
6	4	2	in	B-time	O	O	O	O
6	4	3	the	I-time	O	O	O	O
6	4	4	morning	I-time	O	O	O	O
6	4	5	after	I-time	O	O	O	O
6	4	6	my	I-time	O	O	O	O
6	4	7	morning	I-time	O	O	O	O
6	4	8	exercises	I-time	O	O	O	O
6	4	9	.	O	O	O	O	O
6	5	1	Do	O	O	O	O	O
6	5	2	you	O	O	O	O	O
6	5	3	encounter	O	O	O	O	O
6	5	4	any	O	O	O	O	O
6	5	5	difficulties	O	O	O	O	O
6	5	6	while	O	O	O	O	O
6	5	7	gardening	O	O	O	O	O
6	5	8	?	O	O	O	O	O
6	6	1	Occasionally	O	O	O	O	O
6	6	2	,	O	O	O	O	O
6	6	3	I	O	O	O	O	O
6	6	4	struggle	O	O	O	O	O
6	6	5	with	O	O	O	O	O
6	6	6	bending	O	O	O	O	O
6	6	7	down	O	O	O	O	O
6	6	8	to	O	O	O	O	O
6	6	9	plant	O	O	O	O	O
6	6	10	them	O	O	O	O	O
6	6	11	.	O	O	O	O	O
6	7	1	Have	O	O	O	O	O
6	7	2	you	O	O	O	O	O
6	7	3	considered	O	O	O	O	O
6	7	4	using	O	O	O	O	O
6	7	5	any	O	O	O	O	O
6	7	6	tools	O	O	O	O	O
6	7	7	to	O	O	O	O	O
6	7	8	make	O	O	O	O	O
6	7	9	it	O	O	O	O	O
6	7	10	easier	O	O	O	O	O
6	7	11	?	O	O	O	O	O
6	8	1	Yes	O	O	O	O	O
6	8	2	,	O	O	O	O	O
6	8	3	I	O	O	O	O	O
6	8	4	use	O	O	O	O	O
6	8	5	a	O	O	O	O	O
6	8	6	small	O	O	O	O	O
6	8	7	stool	O	O	O	O	O
6	8	8	to	O	O	O	O	O
6	8	9	sit	O	O	O	O	O
6	8	10	on	O	O	O	O	O
6	8	11	while	O	O	O	O	O
6	8	12	planting	O	O	O	O	O
6	8	13	now	O	O	O	O	O
6	8	14	.	O	O	O	O	O
6	9	1	That	O	O	O	O	O
6	9	2	's	O	O	O	O	O
6	9	3	great	O	O	O	O	O
6	9	4	to	O	O	O	O	O
6	9	5	hear	O	O	O	O	O
6	9	6	!	O	O	O	O	O
6	9	7	How	O	O	O	O	O
6	9	8	has	O	O	O	O	O
6	9	9	that	O	O	O	O	O
6	9	10	been	O	O	O	O	O
6	9	11	working	O	O	O	O	O
6	9	12	for	O	O	O	O	O
6	9	13	you	O	O	O	O	O
6	9	14	?	O	O	O	O	O
7	1	1	How	O	O	O	O	O
7	1	2	was	O	O	O	O	O
7	1	3	your	O	O	O	O	O
7	1	4	day	O	O	O	O	O
7	1	5	today	O	O	O	O	O
7	1	6	,	O	O	O	O	O
7	1	7	Mrs.	O	O	O	O	O
7	1	8	Thompson	O	O	O	O	O
7	1	9	?	O	O	O	O	O
7	2	1	Oh	O	O	O	O	O
7	2	2	,	O	O	O	O	O
7	2	3	quite	O	O	O	O	O
7	2	4	active	O	O	O	O	O
7	2	5	,	O	O	O	O	O
7	2	6	dear	O	O	O	O	O
7	2	7	.	O	O	O	O	O
7	2	8	But	O	O	O	O	O
7	2	9	it	O	O	O	O	O
7	2	10	's	O	O	O	O	O
7	2	11	still	O	O	O	O	O
7	2	12	hard	O	O	O	O	O
7	2	13	to	O	O	O	O	O
7	2	14	lift	B-event	O	O	O	O
7	2	15	heavy	I-event	O	O	O	O
7	2	16	groceries	I-event	O	O	O	O
7	2	17	from	I-event	O	O	O	O
7	2	18	the	I-event	O	O	O	O
7	2	19	car	I-event	O	O	O	O
7	2	20	.	O	O	O	O	O
7	3	1	When	O	O	O	O	O
7	3	2	do	O	O	O	O	O
7	3	3	you	O	O	O	O	O
7	3	4	usually	O	O	O	O	O
7	3	5	do	O	O	O	O	O
7	3	6	that	O	O	O	O	O
7	3	7	,	O	O	O	O	O
7	3	8	Mrs.	O	O	O	O	O
7	3	9	Thompson	O	O	O	O	O
7	3	10	?	O	O	O	O	O
7	4	1	After	O	O	O	O	O
7	4	2	I	O	O	O	O	O
7	4	3	get	O	B-event	O	O	O
7	4	4	back	O	I-event	O	O	O
7	4	5	from	O	I-event	O	O	O
