conversation	sent_id	token_id	token	event1	event2	event3	event4	event5	event6
3	3	4	sounds	O	O	O	O	O	
3	3	5	tiring	O	O	O	O	O	
3	3	6	.	O	O	O	O	O	
3	3	7	When	O	O	O	O	O	
3	3	8	did	O	O	O	O	O	
3	3	9	you	O	O	O	O	O	
3	3	10	start	O	O	O	O	O	
3	3	11	doing	O	O	O	O	O	
3	3	12	that	O	O	O	O	O	
3	3	13	?	O	O	O	O	O	
3	4	1	I	O	O	O	O	O	
3	4	2	started	O	O	O	O	O	
3	4	3	this	B-time	O	O	O	O	
3	4	4	morning	I-time	O	O	O	O	
3	4	5	after	I-time	O	O	O	O	
3	4	6	breakfast	I-time	O	O	O	O	
3	4	7	.	O	O	O	O	O	
3	4	8	It	O	O	O	O	O	
3	4	9	was	O	O	O	O	O	
3	4	10	long	O	O	O	O	O	
3	4	11	overdue	O	O	O	O	O	
3	4	12	!	O	O	O	O	O	
3	5	1	Did	O	O	O	O	O	
3	5	2	you	O	O	O	O	O	
3	5	3	manage	O	O	O	O	O	
3	5	4	to	O	O	O	O	O	
3	5	5	finish	O	O	O	O	O	
3	5	6	reorganizing	O	O	O	O	O	
3	5	7	the	O	O	O	O	O	
3	5	8	cabinets	O	O	O	O	O	
3	5	9	?	O	O	O	O	O	
3	6	1	Yes	O	O	O	O	O	
3	6	2	,	O	O	O	O	O	
3	6	3	took	O	O	O	O	O	
3	6	4	me	O	O	O	O	O	
3	6	5	the	O	O	O	O	O	
3	6	6	whole	O	O	O	O	O	
3	6	7	morning	O	O	O	O	O	
3	6	8	,	O	O	O	O	O	
3	6	9	but	O	O	O	O	O	
3	6	10	it	O	O	O	O	O	
3	6	11	's	O	O	O	O	O	
3	6	12	finally	O	O	O	O	O	
3	6	13	organized	O	O	O	O	O	
3	6	14	now	O	O	O	O	O	
3	6	15	.	O	O	O	O	O	
3	7	1	That	O	O	O	O	O	
3	7	2	's	O	O	O	O	O	
3	7	3	great	O	O	O	O	O	
3	7	4	.	O	O	O	O	O	
3	7	5	Did	O	O	O	O	O	
3	7	6	you	O	O	O	O	O	
3	7	7	find	O	O	O	O	O	
3	7	8	anything	O	O	O	O	O	
3	7	9	interesting	O	O	O	O	O	
3	7	10	in	O	O	O	O	O	
3	7	11	the	O	O	O	O	O	
3	7	12	process	O	O	O	O	O	
3	7	13	?	O	O	O	O	O	
3	8	1	I	O	O	O	O	O	
3	8	2	found	O	O	O	O	O	
3	8	3	some	O	O	O	O	O	
3	8	4	old	O	O	O	O	O	
3	8	5	recipes	O	O	O	O	O	
3	8	6	that	O	O	O	O	O	
3	8	7	brought	O	O	O	O	O	
3	8	8	back	O	O	O	O	O	
3	8	9	memories	O	O	O	O	O	
3	8	10	.	O	O	O	O	O	
3	8	11	It	O	O	O	O	O	
3	8	12	was	O	O	O	O	O	
3	8	13	a	O	O	O	O	O	
3	8	14	nice	O	O	O	O	O	
3	8	15	trip	O	O	O	O	O	
3	8	16	down	O	O	O	O	O	
3	8	17	memory	O	O	O	O	O	
3	8	18	lane	O	O	O	O	O	
3	8	19	.	O	O	O	O	O	
3	9	1	It	O	O	O	O	O	
3	9	2	sounds	O	O	O	O	O	
3	9	3	like	O	O	O	O	O	
3	9	4	a	O	O	O	O	O	
3	9	5	productive	O	O	O	O	O	
3	9	6	day	O	O	O	O	O	
3	9	7	!	O	O	O	O	O	
3	9	8	Anything	O	O	O	O	O	
3	9	9	planned	O	O	O	O	O	
3	9	10	for	O	O	O	O	O	
3	9	11	the	O	O	O	O	O	
3	9	12	rest	O	B-time	O	O	O	
3	9	13	of	O	I-time	O	O	O	
3	9	14	the	O	I-time	O	O	O	
3	9	15	afternoon	O	I-time	O	O	O	
3	9	16	?	O	I-time	O	O	O	
3	10	1	Yes	O	O	O	O	O	
3	10	2	,	O	O	O	O	O	
3	10	3	I	O	O	O	O	O	
3	10	4	plan	O	O	O	O	O	
3	10	5	to	O	O	O	O	O	
3	10	6	tackle	O	B-event	O	O	O	
3	10	7	the	O	I-event	O	O	O	
4	1	1	How	O	O	O	O	O	
4	1	2	was	O	O	O	O	O	
4	1	3	your	O	O	O	O	O	
4	1	4	day	O	O	O	O	O	
4	1	5	today	O	O	O	O	O	
4	1	6	regarding	O	O	O	O	O	
4	1	7	your	O	O	O	O	O	
4	1	8	daily	O	O	O	O	O	
4	1	9	routine	O	O	O	O	O	
4	1	10	at	O	O	O	O	O	
4	1	11	home	O	O	O	O	O	
4	1	12	?	O	O	O	O	O	
4	2	1	I	O	O	O	O	O	
4	2	2	woke	O	O	O	O	O	
4	2	3	up	O	O	O	O	O	
4	2	4	early	B-time	O	O	O	O	
4	2	5	to	O	O	O	O	O	
4	2	6	water	B-event	O	O	O	O	
4	2	7	my	I-event	O	O	O	O	
4	2	8	plants	I-event	O	O	O	O	
4	2	9	in	O	O	O	O	O	
4	2	10	the	B-place	O	O	O	O	
4	2	11	garden	I-place	O	O	O	O	
4	2	12	.	O	O	O	O	O	
4	3	1	That	O	O	O	O	O	
4	3	2	sounds	O	O	O	O	O	
4	3	3	so	O	O	O	O	O	
4	3	4	peaceful	O	O	O	O	O	
4	3	5	.	O	O	O	O	O	
4	3	6	Do	O	O	O	O	O	
4	3	7	you	O	O	O	O	O	
4	3	8	usually	O	O	O	O	O	
4	3	9	spend	O	O	O	O	O	
4	3	10	a	O	O	O	O	O	
4	3	11	lot	O	O	O	O	O	
4	3	12	of	O	O	O	O	O	
4	3	13	time	O	O	O	O	O	
4	3	14	in	O	O	O	O	O	
4	3	15	your	O	O	O	O	O	
4	3	16	garden	O	O	O	O	O	
4	3	17	?	O	O	O	O	O	
4	4	1	Yes	O	O	O	O	O	
4	4	2	,	O	O	O	O	O	
4	4	3	gardening	O	O	O	O	O	
4	4	4	is	O	O	O	O	O	
4	4	5	my	O	O	O	O	O	
4	4	6	way	O	O	O	O	O	
4	4	7	to	O	O	O	O	O	
4	4	8	keep	O	O	O	O	O	
4	4	9	myself	O	O	O	O	O	
4	4	10	busy	O	O	O	O	O	
4	4	11	and	O	O	O	O	O	
4	4	12	relaxed	O	O	O	O	O	
4	4	13	.	O	O	O	O	O	
4	5	1	It	O	O	O	O	O	
4	5	2	's	O	O	O	O	O	
4	5	3	great	O	O	O	O	O	
4	5	4	to	O	O	O	O	O	
4	5	5	have	O	O	O	O	O	
4	5	6	a	O	O	O	O	O	
4	5	7	hobby	O	O	O	O	O	
4	5	8	like	O	O	O	O	O	
4	5	9	that	O	O	O	O	O	
4	5	10	.	O	O	O	O	O	
4	5	11	How	O	O	O	O	O	
4	5	12	was	O	O	O	O	O	
4	5	13	the	O	O	O	O	O	
4	5	14	rest	O	O	O	O	O	
4	5	15	of	O	O	O	O	O	
4	5	16	your	O	O	O	O	O	
4	5	17	day	O	O	O	O	O	
4	5	18	?	O	O	O	O	O	
4	6	1	After	O	O	O	O	O	
4	6	2	gardening	O	O	O	O	O	
4	6	3	,	O	O	O	O	O	
4	6	4	I	O	O	O	O	O	
4	6	5	prepared	O	B-event	O	O	O	
4	6	6	breakfast	O	I-event	O	O	O	
4	6	7	and	O	O	O	O	O	
4	6	8	did	O	I-event	O	O	O	
4	6	9	some	O	I-event	O	O	O	
4	6	10	light	O	I-event	O	O	O	
4	6	11	cleaning	O	I-event	O	O	O	
4	6	12	around	O	B-place	O	O	O	
4	6	13	the	O	I-place	O	O	O	
4	6	14	house	O	I-place	O	O	O	
4	6	15	.	O	O	O	O	O	
4	7	1	It	O	O	O	O	O	
4	7	2	's	O	O	O	O	O	
4	7	3	essential	O	O	O	O	O	
4	7	4	to	O	O	O	O	O	
4	7	5	start	O	O	O	O	O	
4	7	6	the	O	O	O	O	O	
4	7	7	day	O	O	O	O	O	
4	7	8	with	O	O	O	O	O	
4	7	9	a	O	O	O	O	O	
4	7	10	healthy	O	O	O	O	O	
4	7	11	meal	O	O	O	O	O	
4	7	12	.	O	O	O	O	O	
4	7	13	What	O	O	O	O	O	
4	7	14	did	O	O	O	O	O	
4	7	15	you	O	O	O	O	O	
4	7	16	do	O	O	O	O	O	
4	7	17	next	O	O	O	O	O	
4	7	18	?	O	O	O	O	O	
4	8	1	I	O	O	O	O	O	
4	8	2	sorted	O	O	B-event	O	O	
4	8	3	through	O	O	I-event	O	O	
4	8	4	my	O	O	I-event	O	O	
4	8	5	mail	O	O	O	O	O	
4	8	6	and	O	O	O	O	O	
4	8	7	paid	O	O	I-event	O	O	
4	8	8	a	O	O	I-event	O	O	
4	8	9	few	O	O	I-event	O	O	
4	8	10	bills	O	O	I-event	O	O	
4	8	11	online	O	O	I-event	O	O	
4	8	12	in	O	O	B-time	O	O	
4	8	13	the	O	O	I-time	O	O	
4	8	14	afternoon	O	O	I-time	O	O	
4	8	15	.	O	O	O	O	O	
4	9	1	Handling	O	O	O	O	O	
4	9	2	the	O	O	O	O	O	
4	9	3	paperwork	O	O	O	O	O	
4	9	4	can	O	O	O	O	O	
4	9	5	be	O	O	O	O	O	
4	9	6	a	O	O	O	O	O	
4	9	7	bit	O	O	O	O	O	
4	9	8	tedious	O	O	O	O	O	
4	9	9	,	O	O	O	O	O	
4	9	10	but	O	O	O	O	O	
5	1	1	How	O	O	O	O	O	
5	1	2	was	O	O	O	O	O	
5	1	3	your	O	O	O	O	O	
5	1	4	day	O	O	O	O	O	
5	1	5	today	O	O	O	O	O	
5	1	6	at	O	O	O	O	O	
5	1	7	home	B-place	O	O	O	O	
5	1	8	?	O	O	O	O	O	
5	2	1	It	O	O	O	O	O	
5	2	2	was	O	O	O	O	O	
5	2	3	quite	O	O	O	O	O	
5	2	4	busy	O	O	O	O	O	
5	2	5	actually	O	O	O	O	O	
5	2	6	.	O	O	O	O	O	
5	3	1	What	O	O	O	O	O	
5	3	2	kept	O	O	O	O	O	
5	3	3	you	O	O	O	O	O	
5	3	4	busy	O	O	O	O	O	
5	3	5	at	O	O	O	O	O	
5	3	6	home	O	O	O	O	O	
5	3	7	?	O	O	O	O	O	
5	4	1	I	O	O	O	O	O	
5	4	2	had	O	O	O	O	O	
5	4	3	to	O	O	O	O	O	
5	4	4	reorganize	B-event	O	O	O	O	
5	4	5	the	I-event	O	O	O	O	
5	4	6	living	I-event	O	O	O	O	
5	4	7	room	I-event	O	O	O	O	
5	4	8	furniture	I-event	O	O	O	O	
5	4	9	.	O	O	O	O	O	
5	5	1	When	O	O	O	O	O	
5	5	2	did	O	O	O	O	O	
5	5	3	you	O	O	O	O	O	
5	5	4	manage	O	O	O	O	O	
5	5	5	to	O	O	O	O	O	
5	5	6	do	O	O	O	O	O	
5	5	7	that	O	O	O	O	O	
5	5	8	?	O	O	O	O	O	
5	6	1	I	O	O	O	O	O	
5	6	2	did	O	O	O	O	O	
5	6	3	it	O	O	O	O	O	
5	6	4	this	B-time	O	O	O	O	
5	6	5	morning	I-time	O	O	O	O	
5	6	6	after	I-time	O	O	O	O	
5	6	7	breakfast	I-time	O	O	O	O	
5	6	8	.	O	O	O	O	O	
5	7	1	Did	O	O	O	O	O	
5	7	2	you	O	O	O	O	O	
5	7	3	need	O	O	O	O	O	
5	7	4	any	O	O	O	O	O	
5	7	5	help	O	O	O	O	O	
5	7	6	with	O	O	O	O	O	
5	7	7	moving	O	O	O	O	O	
5	7	8	the	O	O	O	O	O	
5	7	9	furniture	O	O	O	O	O	
5	7	10	around	O	O	O	O	O	
5	7	11	?	O	O	O	O	O	
5	8	1	No	O	O	O	O	O	
5	8	2	,	O	O	O	O	O	
5	8	3	I	O	O	O	O	O	
5	8	4	handled	O	O	O	O	O	
5	8	5	it	O	O	O	O	O	
5	8	6	on	O	O	O	O	O	
5	8	7	my	O	O	O	O	O	
5	8	8	own	O	O	O	O	O	
5	8	9	.	O	O	O	O	O	
5	9	1	That	O	O	O	O	O	
5	9	2	must	O	O	O	O	O	
5	9	3	have	O	O	O	O	O	
5	9	4	been	O	O	O	O	O	
5	9	5	tiring	O	O	O	O	O	
5	9	6	.	O	O	O	O	O	
5	9	7	Did	O	O	O	O	O	
5	9	8	you	O	O	O	O	O	
5	9	9	finish	O	O	O	O	O	
5	9	10	the	O	O	O	O	O	
5	9	11	task	O	O	O	O	O	
5	9	12	quickly	O	O	O	O	O	
5	9	13	?	O	O	O	O	O	
5	10	1	Yes	O	O	O	O	O	
5	10	2	,	O	O	O	O	O	
5	10	3	it	O	O	O	O	O	
5	10	4	took	O	O	O	O	O	
5	10	5	me	O	O	O	O	O	
5	10	6	a	O	O	O	O	O	
5	10	7	while	O	O	O	O	O	
5	10	8	but	O	O	O	O	O	
5	10	9	finally	O	O	O	O	O	
5	10	10	got	O	O	O	O	O	
5	10	11	it	O	O	O	O	O	
5	10	12	all	O	O	O	O	O	
5	10	13	set	O	O	O	O	O	
5	10	14	up	O	O	O	O	O	
5	10	15	the	O	O	O	O	O	
5	10	16	way	O	O	O	O	O	
5	10	17	I	O	O	O	O	O	
5	10	18	wanted	O	O	O	O	O	
5	10	19	.	O	O	O	O	O	
6	1	1	How	O	O	O	O	O	
6	1	2	was	O	O	O	O	O	
6	1	3	your	O	O	O	O	O	
6	1	4	day	O	O	O	O	O	
6	1	5	today	O	O	O	O	O	
6	1	6	,	O	O	O	O	O	
6	1	7	Betty	O	O	O	O	O	
6	1	8	?	O	O	O	O	O	
6	2	1	Oh	O	O	O	O	O	
6	2	2	,	O	O	O	O	O	
6	2	3	quite	O	O	O	O	O	
6	2	4	eventful	O	O	O	O	O	
6	2	5	!	O	O	O	O	O	
6	2	6	In	O	O	O	O	O	
6	2	7	the	O	O	O	O	O	
6	2	8	morning	B-time	O	O	O	O	
6	2	9	,	O	O	O	O	O	
6	2	10	I	O	O	O	O	O	
6	2	11	did	O	O	O	O	O	
6	2	12	a	O	O	O	O	O	
6	2	13	big	O	O	O	O	O	
6	2	14	grocery	B-event	O	O	O	O	
6	2	15	shopping	I-event	O	O	O	O	
6	2	16	.	O	O	O	O	O	
6	3	1	When	O	O	O	O	O	
6	3	2	do	O	O	O	O	O	
6	3	3	you	O	O	O	O	O	
6	3	4	usually	O	O	O	O	O	
6	3	5	go	O	O	O	O	O	
6	3	6	grocery	O	O	O	O	O	
6	3	7	shopping	O	O	O	O	O	
6	3	8	?	O	O	O	O	O	
6	4	1	I	O	O	O	O	O	
6	4	2	prefer	O	O	O	O	O	
6	4	3	going	O	O	O	O	O	
6	4	4	early	O	O	O	O	O	
6	4	5	in	O	O	O	O	O	
6	4	6	the	O	O	O	O	O	
6	4	7	morning	O	O	O	O	O	
6	4	8	to	O	O	O	O	O	
6	4	9	beat	O	O	O	O	O	
6	4	10	the	O	O	O	O	O	
6	4	11	crowds	O	O	O	O	O	
6	4	12	.	O	O	O	O	O	
6	5	1	That	O	O	O	O	O	
6	5	2	's	O	O	O	O	O	
6	5	3	smart	O	O	O	O	O	
6	5	4	.	O	O	O	O	O	
6	5	5	What	O	O	O	O	O	
6	5	6	did	O	O	O	O	O	
6	5	7	you	O	O	O	O	O	
6	5	8	do	O	O	O	O	O	
6	5	9	after	O	O	O	O	O	
6	5	10	shopping	O	O	O	O	O	
6	5	11	?	O	O	O	O	O	
6	6	1	I	O	O	O	O	O	
6	6	2	spent	O	O	O	O	O	
6	6	3	the	O	O	O	O	O	
6	6	4	afternoon	O	B-time	O	O	O	
6	6	5	rearranging	O	B-event	O	O	O	
6	6	6	my	O	I-event	O	O	O	
6	6	7	living	O	I-event	O	O	O	
6	6	8	room	O	I-event	O	O	O	
6	6	9	furniture	O	I-event	O	O	O	
6	6	10	.	O	O	O	O	O	
6	7	1	Did	O	O	O	O	O	
6	7	2	you	O	O	O	O	O	
6	7	3	need	O	O	O	O	O	
6	7	4	help	O	O	O	O	O	
6	7	5	moving	O	O	O	O	O	
6	7	6	the	O	O	O	O	O	
6	7	7	furniture	O	O	O	O	O	
6	7	8	around	O	O	O	O	O	
6	7	9	?	O	O	O	O	O	
6	8	1	No	O	O	O	O	O	
6	8	2	,	O	O	O	O	O	
6	8	3	I	O	O	O	O	O	
6	8	4	managed	O	O	O	O	O	
6	8	5	it	O	O	O	O	O	
6	8	6	on	O	O	O	O	O	
6	8	7	my	O	O	O	O	O	
6	8	8	own	O	O	O	O	O	
6	8	9	,	O	O	O	O	O	
6	8	10	feels	O	O	O	O	O	
6	8	11	like	O	O	O	O	O	
6	8	12	a	O	O	O	O	O	
6	8	13	mini	O	O	O	O	O	
6	8	14	-	O	O	O	O	O	
6	8	15	workout	O	O	O	O	O	
6	8	16	!	O	O	O	O	O	
7	1	1	How	O	O	O	O	O	
7	1	2	was	O	O	O	O	O	
7	1	3	your	O	O	O	O	O	
7	1	4	day	O	O	O	O	O	
7	1	5	today	O	O	O	O	O	
7	1	6	?	O	O	O	O	O	
7	2	1	I	O	O	O	O	O	
7	2	2	cooked	B-event	O	O	O	O	
7	2	3	breakfast	I-event	O	O	O	O	
7	2	4	this	B-time	O	O	O	O	
7	2	5	morning	I-time	O	O	O	O	
