conversation	sent_id	token_id	token	event1	event2	event3	event4	event5	event6	event7
2	8	18	time	O	O	O	O	O		
2	8	19	.	O	O	O	O	O		
3	1	1	How	O	O	O	O	O		
3	1	2	often	O	O	O	O	O		
3	1	3	do	O	O	O	O	O		
3	1	4	you	O	O	O	O	O		
3	1	5	cook	B-event	O	O	O	O		
3	1	6	your	O	O	O	O	O		
3	1	7	meals	O	O	O	O	O		
3	1	8	during	O	O	O	O	O		
3	1	9	the	O	O	O	O	O		
3	1	10	week	O	O	O	O	O		
3	1	11	?	O	O	O	O	O		
3	2	1	I	O	O	O	O	O		
3	2	2	usually	O	O	O	O	O		
3	2	3	cook	O	O	O	O	O		
3	2	4	every	B-time	O	O	O	O		
3	2	5	day	I-time	O	O	O	O		
3	2	6	for	I-time	O	O	O	O		
3	2	7	dinner	I-time	O	O	O	O		
3	2	8	,	O	O	O	O	O		
3	2	9	but	O	O	O	O	O		
3	2	10	only	O	O	O	O	O		
3	2	11	have	O	O	O	O	O		
3	2	12	simple	O	O	O	O	O		
3	2	13	dishes	O	O	O	O	O		
3	2	14	like	O	O	O	O	O		
3	2	15	soup	O	O	O	O	O		
3	2	16	or	O	O	O	O	O		
3	2	17	pasta	O	O	O	O	O		
3	2	18	.	O	O	O	O	O		
3	3	1	Do	O	O	O	O	O		
3	3	2	you	O	O	O	O	O		
3	3	3	enjoy	O	O	O	O	O		
3	3	4	planning	O	O	O	O	O		
3	3	5	your	O	O	O	O	O		
3	3	6	meals	O	O	O	O	O		
3	3	7	ahead	O	O	O	O	O		
3	3	8	of	O	O	O	O	O		
3	3	9	time	O	O	O	O	O		
3	3	10	?	O	O	O	O	O		
3	4	1	Not	O	O	O	O	O		
3	4	2	really	O	O	O	O	O		
3	4	3	,	O	O	O	O	O		
3	4	4	I	O	O	O	O	O		
3	4	5	just	O	O	O	O	O		
3	4	6	check	O	O	O	O	O		
3	4	7	the	O	O	O	O	O		
3	4	8	fridge	O	O	O	O	O		
3	4	9	each	O	O	O	O	O		
3	4	10	day	O	O	O	O	O		
3	4	11	to	O	O	O	O	O		
3	4	12	see	O	O	O	O	O		
3	4	13	what	O	O	O	O	O		
3	4	14	I	O	O	O	O	O		
3	4	15	can	O	O	O	O	O		
3	4	16	make	O	O	O	O	O		
3	4	17	quickly	O	O	O	O	O		
3	4	18	.	O	O	O	O	O		
3	5	1	How	O	O	O	O	O		
3	5	2	do	O	O	O	O	O		
3	5	3	you	O	O	O	O	O		
3	5	4	handle	O	O	O	O	O		
3	5	5	the	O	O	O	O	O		
3	5	6	housework	O	B-event	O	O	O		
3	5	7	tasks	O	I-event	O	O	O		
3	5	8	around	O	B-place	O	O	O		
3	5	9	the	O	I-place	O	O	O		
3	5	10	house	O	I-place	O	O	O		
3	5	11	?	O	O	O	O	O		
3	6	1	I	O	O	O	O	O		
3	6	2	do	O	O	O	O	O		
3	6	3	a	O	O	O	O	O		
3	6	4	little	O	B-time	O	O	O		
3	6	5	each	O	I-time	O	O	O		
3	6	6	day	O	I-time	O	O	O		
3	6	7	to	O	O	O	O	O		
3	6	8	keep	O	O	O	O	O		
3	6	9	things	O	O	O	O	O		
3	6	10	tidy	O	O	O	O	O		
3	6	11	,	O	O	O	O	O		
3	6	12	like	O	O	O	O	O		
3	6	13	dusting	O	O	O	O	O		
3	6	14	or	O	O	O	O	O		
3	6	15	vacuuming	O	O	O	O	O		
3	6	16	.	O	O	O	O	O		
3	7	1	When	O	O	O	O	O		
3	7	2	do	O	O	O	O	O		
3	7	3	you	O	O	O	O	O		
3	7	4	find	O	O	O	O	O		
3	7	5	the	O	O	O	O	O		
3	7	6	time	O	O	O	O	O		
3	7	7	to	O	O	O	O	O		
3	7	8	do	O	O	O	O	O		
3	7	9	the	O	O	O	O	O		
3	7	10	laundry	O	O	B-event	O	O		
3	7	11	?	O	O	O	O	O		
3	8	1	I	O	O	O	O	O		
3	8	2	usually	O	O	O	O	O		
3	8	3	do	O	O	O	O	O		
3	8	4	laundry	O	O	O	O	O		
3	8	5	on	O	O	O	O	O		
3	8	6	Saturdays	O	O	B-time	O	O		
3	8	7	,	O	O	O	O	O		
3	8	8	it	O	O	O	O	O		
3	8	9	's	O	O	O	O	O		
3	8	10	become	O	O	O	O	O		
3	8	11	my	O	O	O	O	O		
3	8	12	routine	O	O	O	O	O		
3	8	13	.	O	O	O	O	O		
3	9	1	It	O	O	O	O	O		
3	9	2	sounds	O	O	O	O	O		
3	9	3	like	O	O	O	O	O		
3	9	4	you	O	O	O	O	O		
3	9	5	have	O	O	O	O	O		
3	9	6	a	O	O	O	O	O		
3	9	7	good	O	O	O	O	O		
3	9	8	system	O	O	O	O	O		
3	9	9	in	O	O	O	O	O		
3	9	10	place	O	O	O	O	O		
3	9	11	to	O	O	O	O	O		
3	9	12	manage	O	O	O	O	O		
3	9	13	everything	O	O	O	O	O		
3	9	14	.	O	O	O	O	O		
4	1	1	What	O	O	O	O	O		
4	1	2	do	O	O	O	O	O		
4	1	3	you	O	O	O	O	O		
4	1	4	usually	O	O	O	O	O		
4	1	5	do	O	O	O	O	O		
4	1	6	first	O	O	O	O	O		
4	1	7	after	O	O	O	O	O		
4	1	8	waking	O	O	O	O	O		
4	1	9	up	O	O	O	O	O		
4	1	10	in	O	O	O	O	O		
4	1	11	the	O	O	O	O	O		
4	1	12	morning	O	O	O	O	O		
4	1	13	?	O	O	O	O	O		
4	2	1	I	O	O	O	O	O		
4	2	2	usually	O	O	O	O	O		
4	2	3	head	B-event	O	O	O	O		
4	2	4	to	I-event	O	O	O	O		
4	2	5	the	I-event	O	O	O	O		
4	2	6	kitchen	I-event	O	O	O	O		
4	2	7	to	I-event	O	O	O	O		
4	2	8	make	I-event	O	O	O	O		
4	2	9	myself	I-event	O	O	O	O		
4	2	10	a	I-event	O	O	O	O		
4	2	11	cup	I-event	O	O	O	O		
4	2	12	of	I-event	O	O	O	O		
4	2	13	tea	I-event	O	O	O	O		
4	2	14	.	O	O	O	O	O		
4	3	1	What	O	O	O	O	O		
4	3	2	time	O	O	O	O	O		
4	3	3	do	O	O	O	O	O		
4	3	4	you	O	O	O	O	O		
4	3	5	usually	O	O	O	O	O		
4	3	6	have	O	O	O	O	O		
4	3	7	your	O	O	O	O	O		
4	3	8	breakfast	O	O	O	O	O		
4	3	9	?	O	O	O	O	O		
4	4	1	I	O	O	O	O	O		
4	4	2	usually	O	O	O	O	O		
4	4	3	have	O	B-event	O	O	O		
4	4	4	my	O	I-event	O	O	O		
4	4	5	breakfast	O	I-event	O	O	O		
4	4	6	at	O	B-time	O	O	O		
4	4	7	7:30	O	I-time	O	O	O		
4	4	8	in	O	I-time	O	O	O		
4	4	9	the	O	I-time	O	O	O		
4	4	10	morning	O	I-time	O	O	O		
4	4	11	.	O	O	O	O	O		
4	5	1	Do	O	O	O	O	O		
4	5	2	you	O	O	O	O	O		
4	5	3	have	O	O	O	O	O		
4	5	4	any	O	O	O	O	O		
4	5	5	particular	O	O	O	O	O		
4	5	6	breakfast	O	O	O	O	O		
4	5	7	food	O	O	O	O	O		
4	5	8	that	O	O	O	O	O		
4	5	9	you	O	O	O	O	O		
4	5	10	like	O	O	O	O	O		
4	5	11	to	O	O	O	O	O		
4	5	12	eat	O	O	O	O	O		
4	5	13	?	O	O	O	O	O		
4	6	1	Yes	O	O	O	O	O		
4	6	2	,	O	O	O	O	O		
4	6	3	I	O	O	O	O	O		
4	6	4	usually	O	O	O	O	O		
4	6	5	have	O	O	B-event	O	O		
4	6	6	some	O	O	I-event	O	O		
4	6	7	toast	O	O	I-event	O	O		
4	6	8	with	O	O	I-event	O	O		
4	6	9	jam	O	O	I-event	O	O		
4	6	10	and	O	O	I-event	O	O		
4	6	11	a	O	O	I-event	O	O		
4	6	12	cup	O	O	I-event	O	O		
4	6	13	of	O	O	I-event	O	O		
4	6	14	fruit	O	O	I-event	O	O		
4	6	15	juice	O	O	I-event	O	O		
4	6	16	.	O	O	O	O	O		
4	7	1	How	O	O	O	O	O		
4	7	2	do	O	O	O	O	O		
4	7	3	you	O	O	O	O	O		
4	7	4	spend	O	O	O	O	O		
4	7	5	your	O	O	O	O	O		
4	7	6	mornings	O	O	O	O	O		
4	7	7	after	O	O	O	O	O		
4	7	8	breakfast	O	O	O	O	O		
4	7	9	?	O	O	O	O	O		
4	8	1	I	O	O	O	O	O		
4	8	2	spend	O	O	O	B-event	O		
4	8	3	my	O	O	O	I-event	O		
4	8	4	mornings	O	O	O	I-event	O		
4	8	5	by	O	O	O	I-event	O		
4	8	6	reading	O	O	O	I-event	O		
4	8	7	the	O	O	O	I-event	O		
4	8	8	newspaper	O	O	O	I-event	O		
4	8	9	and	O	O	O	I-event	O		
4	8	10	watering	O	O	O	I-event	O		
4	8	11	my	O	O	O	I-event	O		
4	8	12	plants	O	O	O	I-event	O		
4	8	13	.	O	O	O	O	O		
4	9	1	Is	O	O	O	O	O		
4	9	2	there	O	O	O	O	O		
4	9	3	any	O	O	O	O	O		
4	9	4	household	O	O	O	O	O		
4	9	5	chore	O	O	O	O	O		
4	9	6	that	O	O	O	O	O		
4	9	7	you	O	O	O	O	O		
4	9	8	usually	O	O	O	O	O		
4	9	9	do	O	O	O	O	O		
4	9	10	in	O	O	O	O	O		
4	9	11	the	O	O	O	O	O		
4	9	12	mornings	O	O	O	O	O		
4	9	13	?	O	O	O	O	O		
4	10	1	Yes	O	O	O	O	O		
4	10	2	,	O	O	O	O	O		
4	10	3	I	O	O	O	O	O		
4	10	4	usually	O	O	O	O	O		
4	10	5	sweep	O	O	O	O	B-event		
4	10	6	the	O	O	O	O	I-event		
4	10	7	floors	O	O	O	O	I-event		
4	10	8	to	O	O	O	O	I-event		
4	10	9	keep	O	O	O	O	I-event		
4	10	10	the	O	O	O	O	I-event		
4	10	11	house	O	O	O	O	I-event		
4	10	12	clean	O	O	O	O	I-event		
4	10	13	.	O	O	O	O	O		
5	1	1	How	O	O	O	O	O		
5	1	2	do	O	O	O	O	O		
5	1	3	you	O	O	O	O	O		
5	1	4	usually	O	O	O	O	O		
5	1	5	spend	O	O	O	O	O		
5	1	6	your	O	O	O	O	O		
5	1	7	mornings	B-time	O	O	O	O		
5	1	8	at	O	O	O	O	O		
5	1	9	home	B-place	O	O	O	O		
5	1	10	?	O	O	O	O	O		
5	2	1	I	O	O	O	O	O		
5	2	2	start	O	O	O	O	O		
5	2	3	the	O	O	O	O	O		
5	2	4	day	O	O	O	O	O		
5	2	5	by	O	O	O	O	O		
5	2	6	taking	B-event	O	O	O	O		
5	2	7	my	I-event	O	O	O	O		
5	2	8	medications	I-event	O	O	O	O		
5	2	9	and	I-event	O	O	O	O		
5	2	10	then	I-event	O	O	O	O		
5	2	11	preparing	I-event	O	O	O	O		
5	2	12	a	I-event	O	O	O	O		
5	2	13	light	I-event	O	O	O	O		
5	2	14	breakfast	I-event	O	O	O	O		
5	2	15	.	O	O	O	O	O		
5	3	1	That	O	O	O	O	O		
5	3	2	sounds	O	O	O	O	O		
5	3	3	like	O	O	O	O	O		
5	3	4	a	O	O	O	O	O		
5	3	5	nice	O	O	O	O	O		
5	3	6	routine	O	O	O	O	O		
5	3	7	.	O	O	O	O	O		
5	3	8	When	O	O	O	O	O		
5	3	9	do	O	O	O	O	O		
5	3	10	you	O	O	O	O	O		
5	3	11	usually	O	O	O	O	O		
5	3	12	do	O	O	O	O	O		
5	3	13	your	O	O	O	O	O		
5	3	14	grocery	O	O	O	O	O		
5	3	15	shopping	O	O	O	O	O		
5	3	16	?	O	O	O	O	O		
5	4	1	I	O	O	O	O	O		
5	4	2	prefer	O	O	O	O	O		
5	4	3	going	O	B-event	O	O	O		
5	4	4	on	O	I-event	O	O	O		
5	4	5	weekdays	O	B-time	O	O	O		
5	4	6	in	O	I-time	O	O	O		
5	4	7	the	O	I-time	O	O	O		
5	4	8	morning	O	I-time	O	O	O		
5	4	9	to	O	O	O	O	O		
5	4	10	avoid	O	O	O	O	O		
5	4	11	the	O	O	O	O	O		
5	4	12	crowd	O	O	O	O	O		
5	4	13	at	O	O	O	O	O		
5	4	14	the	O	I-event	O	O	O		
5	4	15	store	O	I-event	O	O	O		
5	4	16	.	O	O	O	O	O		
5	5	1	Smart	O	O	O	O	O		
5	5	2	choice	O	O	O	O	O		
5	5	3	.	O	O	O	O	O		
5	5	4	Do	O	O	O	O	O		
5	5	5	you	O	O	O	O	O		
5	5	6	enjoy	O	O	O	O	O		
5	5	7	cooking	O	O	O	O	O		
5	5	8	new	O	O	O	O	O		
5	5	9	recipes	O	O	O	O	O		
5	5	10	for	O	O	O	O	O		
5	5	11	dinner	O	O	O	O	O		
5	5	12	?	O	O	O	O	O		
5	6	1	Sometimes	O	O	O	O	O		
5	6	2	,	O	O	O	O	O		
5	6	3	I	O	O	O	O	O		
5	6	4	like	O	O	O	O	O		
5	6	5	trying	O	O	B-event	O	O		
5	6	6	out	O	O	I-event	O	O		
5	6	7	new	O	O	I-event	O	O		
5	6	8	dishes	O	O	I-event	O	O		
5	6	9	when	O	O	O	O	O		
5	6	10	I	O	O	O	O	O		
5	6	11	have	O	O	O	O	O		
5	6	12	the	O	O	O	O	O		
5	6	13	time	O	O	O	O	O		
5	6	14	in	O	O	B-time	O	O		
5	6	15	the	O	O	I-time	O	O		
5	6	16	evening	O	O	I-time	O	O		
5	6	17	.	O	O	O	O	O		
5	7	1	That	O	O	O	O	O		
5	7	2	must	O	O	O	O	O		
5	7	3	be	O	O	O	O	O		
5	7	4	fun	O	O	O	O	O		
5	7	5	.	O	O	O	O	O		
5	7	6	When	O	O	O	O	O		
5	7	7	do	O	O	O	O	O		
5	7	8	you	O	O	O	O	O		
5	7	9	typically	O	O	O	O	O		
5	7	10	do	O	O	O	O	O		
5	7	11	your	O	O	O	O	O		
5	7	12	laundry	O	O	O	O	O		
5	7	13	during	O	O	O	O	O		
5	7	14	the	O	O	O	O	O		
5	7	15	week	O	O	O	O	O		
5	7	16	?	O	O	O	O	O		
5	8	1	I	O	O	O	O	O		
5	8	2	usually	O	O	O	O	O		
5	8	3	do	O	O	O	O	O		
5	8	4	my	O	O	O	B-event	O		
5	8	5	laundry	O	O	O	I-event	O		
5	8	6	on	O	O	O	I-event	O		
5	8	7	Saturdays	O	O	O	B-time	O		
5	8	8	when	O	O	O	I-time	O		
5	8	9	I	O	O	O	O	O		
5	8	10	have	O	O	O	O	O		
5	8	11	the	O	O	O	O	O		
5	8	12	most	O	O	O	O	O		
5	8	13	time	O	O	O	O	O		
5	8	14	to	O	O	O	O	O		
5	8	15	take	O	O	O	O	O		
5	8	16	care	O	O	O	O	O		
5	8	17	of	O	O	O	O	O		
5	8	18	it	O	O	O	O	O		
5	8	19	.	O	O	O	O	O		
5	9	1	It	O	O	O	O	O		
5	9	2	's	O	O	O	O	O		
5	9	3	good	O	O	O	O	O		
6	1	1	How	O	O	O	O	O		
6	1	2	do	O	O	O	O	O		
6	1	3	you	O	O	O	O	O		
6	1	4	usually	O	O	O	O	O		
6	1	5	spend	O	O	O	O	O		
6	1	6	your	O	O	O	O	O		
6	1	7	mornings	B-time	O	O	O	O		
6	1	8	?	O	O	O	O	O		
6	2	1	I	O	O	O	O	O		
6	2	2	start	O	O	O	O	O		
6	2	3	by	O	O	O	O	O		
6	2	4	making	B-event	O	O	O	O		
6	2	5	myself	I-event	O	O	O	O		
6	2	6	a	I-event	O	O	O	O		
6	2	7	cup	I-event	O	O	O	O		
6	2	8	of	I-event	O	O	O	O		
6	2	9	coffee	I-event	O	O	O	O		
6	2	10	.	O	O	O	O	O		
6	3	1	Do	O	O	O	O	O		
6	3	2	you	O	O	O	O	O		
6	3	3	enjoy	O	O	O	O	O		
6	3	4	cooking	O	O	O	O	O		
6	3	5	your	O	O	O	O	O		
6	3	6	meals	O	O	O	O	O		
6	3	7	?	O	O	O	O	O		
6	4	1	I	O	O	O	O	O		
6	4	2	prefer	O	O	O	O	O		
6	4	3	cooking	O	B-event	O	O	O		
6	4	4	classics	O	I-event	O	O	O		
6	4	5	like	O	I-event	O	O	O		
6	4	6	stew	O	I-event	O	O	O		
6	4	7	and	O	I-event	O	O	O		
6	4	8	potatoes	O	I-event	O	O	O		
6	4	9	.	O	O	O	O	O		
6	5	1	When	O	O	O	O	O		
6	5	2	do	O	O	O	O	O		
6	5	3	you	O	O	O	O	O		
6	5	4	typically	O	O	O	O	O		
6	5	5	clean	O	O	O	O	O		
6	5	6	your	O	O	O	O	O		
6	5	7	house	O	O	O	O	O		
6	5	8	?	O	O	O	O	O		
6	6	1	I	O	O	O	O	O		
6	6	2	prefer	O	O	O	O	O		
6	6	3	Thursdays	O	O	B-time	O	O		
6	6	4	for	O	O	O	O	O		
6	6	5	thorough	O	O	B-event	O	O		
6	6	6	cleaning	O	O	I-event	O	O		
6	6	7	.	O	O	O	O	O		
6	7	1	How	O	O	O	O	O		
6	7	2	about	O	O	O	O	O		
6	7	3	doing	O	O	O	O	O		
6	7	4	the	O	O	O	O	O		
6	7	5	laundry	O	O	O	O	O		
6	7	6	?	O	O	O	O	O		
6	8	1	I	O	O	O	O	O		
6	8	2	wash	O	O	O	B-event	O		
6	8	3	clothes	O	O	O	I-event	O		
6	8	4	every	O	O	O	B-time	O		
6	8	5	Monday	O	O	O	I-time	O		
6	8	6	without	O	O	O	O	O		
6	8	7	fail	O	O	O	O	O		
6	8	8	.	O	O	O	O	O		
6	9	1	Which	O	O	O	O	O		
6	9	2	house	O	O	O	O	O		
6	9	3	chore	O	O	O	O	O		
6	9	4	do	O	O	O	O	O		
6	9	5	you	O	O	O	O	O		
6	9	6	like	O	O	O	O	O		
6	9	7	the	O	O	O	O	O		
6	9	8	least	O	O	O	O	O		
6	9	9	?	O	O	O	O	O		
6	10	1	I	O	O	O	O	O		
6	10	2	really	O	O	O	O	O		
6	10	3	dislike	O	O	O	O	O		
6	10	4	taking	O	O	O	O	B-event		
6	10	5	out	O	O	O	O	I-event		
6	10	6	the	O	O	O	O	I-event		
6	10	7	trash	O	O	O	O	I-event		
6	10	8	from	O	O	O	O	I-event		
6	10	9	the	O	O	O	O	I-event		
6	10	10	kitchen	O	O	O	O	I-event		
6	10	11	.	O	O	O	O	O		
7	1	1	How	O	O	O	O	O		
7	1	2	do	O	O	O	O	O		
7	1	3	you	O	O	O	O	O		
7	1	4	usually	O	O	O	O	O		
7	1	5	start	O	O	O	O	O		
7	1	6	your	O	O	O	O	O		
7	1	7	day	O	O	O	O	O		
7	1	8	?	O	O	O	O	O		
7	2	1	In	B-time	O	O	O	O		
7	2	2	the	I-time	O	O	O	O		
7	2	3	morning	I-time	O	O	O	O		
7	2	4	,	O	O	O	O	O		
7	2	5	I	O	O	O	O	O		
7	2	6	wake	B-event	O	O	O	O		
7	2	7	up	I-event	O	O	O	O		
7	2	8	and	I-event	O	O	O	O		
7	2	9	prepare	I-event	O	O	O	O		
7	2	10	breakfast	I-event	O	O	O	O		
7	2	11	for	O	O	O	O	O		
7	2	12	myself	B-participants	O	O	O	O		
7	2	13	.	O	O	O	O	O		
7	3	1	That	O	O	O	O	O		
7	3	2	's	O	O	O	O	O		
7	3	3	nice	O	O	O	O	O		
7	3	4	!	O	O	O	O	O		
7	3	5	What	O	O	O	O	O		
7	3	6	's	O	O	O	O	O		
7	3	7	your	O	O	O	O	O		
