conversation	sent_id	token_id	token	event1	event2	event3	event4	event5	event6	event7	event8
1	8	14	her	O	O	O	O	O			
1	8	15	.	O	O	O	O	O			
1	9	1	It	O	O	O	O	O			
1	9	2	's	O	O	O	O	O			
1	9	3	so	O	O	O	O	O			
1	9	4	special	O	O	O	O	O			
1	9	5	to	O	O	O	O	O			
1	9	6	keep	O	O	O	O	O			
1	9	7	those	O	O	O	O	O			
1	9	8	traditions	O	O	O	O	O			
1	9	9	alive	O	O	O	O	O			
1	9	10	through	O	O	O	O	O			
1	9	11	the	O	O	O	O	O			
1	9	12	generations	O	O	O	O	O			
1	9	13	.	O	O	O	O	O			
2	1	1	How	O	O	O	O	O			
2	1	2	have	O	O	O	O	O			
2	1	3	you	O	O	O	O	O			
2	1	4	been	O	O	O	O	O			
2	1	5	managing	O	O	O	O	O			
2	1	6	your	O	O	O	O	O			
2	1	7	daily	O	O	O	O	O			
2	1	8	meals	O	O	O	O	O			
2	1	9	recently	O	O	O	O	O			
2	1	10	?	O	O	O	O	O			
2	2	1	I	B-participants	O	O	O	O			
2	2	2	usually	O	O	O	O	O			
2	2	3	cook	B-event	O	O	O	O			
2	2	4	my	I-event	O	O	O	O			
2	2	5	meals	I-event	O	O	O	O			
2	2	6	in	B-time	O	O	O	O			
2	2	7	the	I-time	O	O	O	O			
2	2	8	evening	I-time	O	O	O	O			
2	2	9	and	O	O	O	O	O			
2	2	10	heat	O	B-event	O	O	O			
2	2	11	them	O	I-event	O	O	O			
2	2	12	up	O	I-event	O	O	O			
2	2	13	for	O	I-event	O	O	O			
2	2	14	lunch	O	I-event	O	O	O			
2	2	15	the	O	B-time	O	O	O			
2	2	16	next	O	I-time	O	O	O			
2	2	17	day	O	I-time	O	O	O			
2	2	18	.	O	O	O	O	O			
2	3	1	That	O	O	O	O	O			
2	3	2	sounds	O	O	O	O	O			
2	3	3	convenient	O	O	O	O	O			
2	3	4	!	O	O	O	O	O			
2	3	5	When	O	O	O	O	O			
2	3	6	did	O	O	O	O	O			
2	3	7	you	O	O	O	O	O			
2	3	8	start	O	O	O	O	O			
2	3	9	this	O	O	O	O	O			
2	3	10	routine	O	O	O	O	O			
2	3	11	?	O	O	O	O	O			
2	4	1	I	O	O	O	O	O			
2	4	2	've	O	O	O	O	O			
2	4	3	been	O	O	O	O	O			
2	4	4	doing	O	O	O	O	O			
2	4	5	it	O	O	O	O	O			
2	4	6	for	O	O	O	O	O			
2	4	7	a	O	O	O	O	O			
2	4	8	few	O	O	O	O	O			
2	4	9	months	O	O	O	O	O			
2	4	10	now	O	O	O	O	O			
2	4	11	to	O	O	O	O	O			
2	4	12	save	O	O	O	O	O			
2	4	13	time	O	O	O	O	O			
2	4	14	and	O	O	O	O	O			
2	4	15	have	O	O	O	O	O			
2	4	16	healthier	O	O	O	O	O			
2	4	17	meals	O	O	O	O	O			
2	4	18	.	O	O	O	O	O			
2	5	1	It	O	O	O	O	O			
2	5	2	's	O	O	O	O	O			
2	5	3	great	O	O	O	O	O			
2	5	4	that	O	O	O	O	O			
2	5	5	you	O	O	O	O	O			
2	5	6	found	O	O	O	O	O			
2	5	7	a	O	O	O	O	O			
2	5	8	method	O	O	O	O	O			
2	5	9	that	O	O	O	O	O			
2	5	10	works	O	O	O	O	O			
2	5	11	well	O	O	O	O	O			
2	5	12	for	O	O	O	O	O			
2	5	13	you	O	O	O	O	O			
2	5	14	.	O	O	O	O	O			
2	5	15	Have	O	O	O	O	O			
2	5	16	you	O	O	O	O	O			
2	5	17	tried	O	O	O	O	O			
2	5	18	any	O	O	O	O	O			
2	5	19	new	O	O	O	O	O			
2	5	20	recipes	O	O	O	O	O			
2	5	21	?	O	O	O	O	O			
2	6	1	Yes	O	O	O	O	O			
2	6	2	,	O	O	O	O	O			
2	6	3	I	O	O	B-participants	O	O			
2	6	4	experiment	O	O	B-event	O	O			
2	6	5	with	O	O	I-event	O	O			
2	6	6	different	O	O	I-event	O	O			
2	6	7	recipes	O	O	I-event	O	O			
2	6	8	over	O	O	B-time	O	O			
2	6	9	the	O	O	I-time	O	O			
2	6	10	weekend	O	O	I-time	O	O			
2	6	11	when	O	O	O	O	O			
2	6	12	I	O	O	O	O	O			
2	6	13	have	O	O	O	O	O			
2	6	14	more	O	O	O	O	O			
2	6	15	time	O	O	O	O	O			
2	6	16	.	O	O	O	O	O			
2	7	1	Trying	O	O	O	O	O			
2	7	2	new	O	O	O	O	O			
2	7	3	recipes	O	O	O	O	O			
2	7	4	can	O	O	O	O	O			
2	7	5	be	O	O	O	O	O			
2	7	6	exciting	O	O	O	O	O			
2	7	7	!	O	O	O	O	O			
2	7	8	Do	O	O	O	O	O			
2	7	9	you	O	O	O	B-participants	O			
2	7	10	enjoy	O	O	O	O	O			
2	7	11	cooking	O	O	O	B-event	O			
2	7	12	in	O	O	O	B-time	O			
2	7	13	general	O	O	O	I-time	O			
2	7	14	?	O	O	O	O	O			
2	8	1	Cooking	O	O	O	O	B-event			
2	8	2	has	O	O	O	O	O			
2	8	3	become	O	O	O	O	O			
2	8	4	a	O	O	O	O	O			
2	8	5	relaxing	O	O	O	O	O			
2	8	6	activity	O	O	O	O	O			
2	8	7	for	O	O	O	O	O			
2	8	8	me	O	O	O	O	O			
2	8	9	,	O	O	O	O	O			
2	8	10	especially	O	O	O	O	O			
2	8	11	after	O	O	O	O	B-time			
2	8	12	a	O	O	O	O	I-time			
2	8	13	long	O	O	O	O	I-time			
2	8	14	day	O	O	O	O	I-time			
2	8	15	.	O	O	O	O	O			
3	1	1	How	O	O	O	O	O			
3	1	2	is	O	O	O	O	O			
3	1	3	your	O	O	O	O	O			
3	1	4	daily	O	O	O	O	O			
3	1	5	routine	O	O	O	O	O			
3	1	6	at	O	O	O	O	O			
3	1	7	home	O	O	O	O	O			
3	1	8	during	O	O	O	O	O			
3	1	9	the	O	O	O	O	O			
3	1	10	week	O	O	O	O	O			
3	1	11	,	O	O	O	O	O			
3	1	12	Mrs.	O	O	O	O	O			
3	1	13	Adams	O	O	O	O	O			
3	1	14	?	O	O	O	O	O			
3	2	1	I	O	O	O	O	O			
3	2	2	usually	O	O	O	O	O			
3	2	3	like	O	O	O	O	O			
3	2	4	to	O	O	O	O	O			
3	2	5	start	O	O	O	O	O			
3	2	6	my	O	O	O	O	O			
3	2	7	day	O	O	O	O	O			
3	2	8	by	O	O	O	O	O			
3	2	9	tidying	B-event	O	O	O	O			
3	2	10	up	I-event	O	O	O	O			
3	2	11	the	I-event	O	O	O	O			
3	2	12	main	I-event	O	O	O	O			
3	2	13	areas	I-event	O	O	O	O			
3	2	14	of	I-event	O	O	O	O			
3	2	15	the	I-event	O	O	O	O			
3	2	16	house	I-event	O	O	O	O			
3	2	17	.	O	O	O	O	O			
3	3	1	And	O	O	O	O	O			
3	3	2	when	O	O	O	O	O			
3	3	3	do	O	O	O	O	O			
3	3	4	you	O	O	O	O	O			
3	3	5	tend	O	O	O	O	O			
3	3	6	to	O	O	O	O	O			
3	3	7	do	O	O	O	O	O			
3	3	8	your	O	O	O	O	O			
3	3	9	grocery	O	O	O	O	O			
3	3	10	shopping	O	O	O	O	O			
3	3	11	?	O	O	O	O	O			
3	4	1	I	O	O	O	O	O			
3	4	2	prefer	O	O	O	O	O			
3	4	3	going	O	B-event	O	O	O			
3	4	4	to	O	I-event	O	O	O			
3	4	5	the	O	I-event	O	O	O			
3	4	6	market	O	I-event	O	O	O			
3	4	7	in	O	B-time	O	O	O			
3	4	8	the	O	I-time	O	O	O			
3	4	9	afternoons	O	I-time	O	O	O			
3	4	10	,	O	I-time	O	O	O			
3	4	11	usually	O	I-time	O	O	O			
3	4	12	on	O	I-time	O	O	O			
3	4	13	Wednesdays	O	I-time	O	O	O			
3	4	14	.	O	I-time	O	O	O			
3	5	1	That	O	O	O	O	O			
3	5	2	sounds	O	O	O	O	O			
3	5	3	nice	O	O	O	O	O			
3	5	4	.	O	O	O	O	O			
3	5	5	Do	O	O	O	O	O			
3	5	6	you	O	O	O	O	O			
3	5	7	have	O	O	O	O	O			
3	5	8	any	O	O	O	O	O			
3	5	9	favorite	O	O	O	O	O			
3	5	10	meals	O	O	O	O	O			
3	5	11	you	O	O	O	O	O			
3	5	12	like	O	O	O	O	O			
3	5	13	to	O	O	O	O	O			
3	5	14	cook	O	O	O	O	O			
3	5	15	during	O	O	O	O	O			
3	5	16	the	O	O	O	O	O			
3	5	17	week	O	O	O	O	O			
3	5	18	?	O	O	O	O	O			
3	6	1	Oh	O	O	O	O	O			
3	6	2	yes	O	O	O	O	O			
3	6	3	,	O	O	O	O	O			
3	6	4	I	O	O	O	O	O			
3	6	5	enjoy	O	O	O	O	O			
3	6	6	preparing	O	O	B-event	O	O			
3	6	7	a	O	O	I-event	O	O			
3	6	8	hearty	O	O	I-event	O	O			
3	6	9	beef	O	O	I-event	O	O			
3	6	10	stew	O	O	I-event	O	O			
3	6	11	on	O	O	B-time	O	O			
3	6	12	Sundays	O	O	I-time	O	O			
3	6	13	for	O	O	I-time	O	O			
3	6	14	the	O	O	B-participants	O	O			
3	6	15	family	O	O	I-participants	O	O			
3	6	16	.	O	O	O	O	O			
3	7	1	That	O	O	O	O	O			
3	7	2	sounds	O	O	O	O	O			
3	7	3	delicious	O	O	O	O	O			
3	7	4	!	O	O	O	O	O			
3	7	5	When	O	O	O	O	O			
3	7	6	do	O	O	O	O	O			
3	7	7	you	O	O	O	O	O			
3	7	8	usually	O	O	O	O	O			
3	7	9	handle	O	O	O	O	O			
3	7	10	the	O	O	O	O	O			
3	7	11	laundry	O	O	O	O	O			
3	7	12	each	O	O	O	O	O			
3	7	13	week	O	O	O	O	O			
3	7	14	?	O	O	O	O	O			
3	8	1	I	O	O	O	O	O			
3	8	2	dedicate	O	O	O	O	O			
3	8	3	Mondays	O	O	O	B-time	O			
3	8	4	and	O	O	O	I-time	O			
3	8	5	Thursdays	O	O	O	I-time	O			
3	8	6	to	O	O	O	I-time	O			
3	8	7	laundry	O	O	O	B-event	O			
3	8	8	-	O	O	O	O	O			
3	8	9	it	O	O	O	O	O			
3	8	10	's	O	O	O	O	O			
3	8	11	my	O	O	O	O	O			
3	8	12	routine	O	O	O	O	O			
3	8	13	.	O	O	O	O	O			
4	1	1	How	O	O	O	O	O			
4	1	2	was	O	O	O	O	O			
4	1	3	your	O	O	O	O	O			
4	1	4	day	O	O	O	O	O			
4	1	5	today	O	O	O	O	O			
4	1	6	?	O	O	O	O	O			
4	2	1	I	O	O	O	O	O			
4	2	2	spent	O	O	O	O	O			
4	2	3	the	O	O	O	O	O			
4	2	4	morning	B-time	O	O	O	O			
4	2	5	cleaning	B-event	O	O	O	O			
4	2	6	the	I-event	O	O	O	O			
4	2	7	house	I-event	O	O	O	O			
4	2	8	.	O	O	O	O	O			
4	3	1	Do	O	O	O	O	O			
4	3	2	you	O	O	O	O	O			
4	3	3	clean	O	O	O	O	O			
4	3	4	the	O	O	O	O	O			
4	3	5	house	O	O	O	O	O			
4	3	6	every	O	O	O	O	O			
4	3	7	day	O	O	O	O	O			
4	3	8	?	O	O	O	O	O			
4	4	1	No	O	O	O	O	O			
4	4	2	,	O	O	O	O	O			
4	4	3	I	O	O	O	O	O			
4	4	4	have	O	O	O	O	O			
4	4	5	a	O	O	O	O	O			
4	4	6	cleaning	O	O	O	O	O			
4	4	7	schedule	O	O	O	O	O			
4	4	8	for	O	O	O	O	O			
4	4	9	each	O	O	O	O	O			
4	4	10	day	O	O	O	O	O			
4	4	11	of	O	O	O	O	O			
4	4	12	the	O	O	O	O	O			
4	4	13	week	O	O	O	O	O			
4	4	14	.	O	O	O	O	O			
4	5	1	That	O	O	O	O	O			
4	5	2	's	O	O	O	O	O			
4	5	3	quite	O	O	O	O	O			
4	5	4	organized	O	O	O	O	O			
4	5	5	.	O	O	O	O	O			
4	5	6	What	O	O	O	O	O			
4	5	7	do	O	O	O	O	O			
4	5	8	you	O	O	O	O	O			
4	5	9	do	O	O	O	O	O			
4	5	10	on	O	O	O	O	O			
4	5	11	other	O	O	O	O	O			
4	5	12	days	O	O	O	O	O			
4	5	13	?	O	O	O	O	O			
4	6	1	On	O	O	O	O	O			
4	6	2	Tuesdays	O	B-time	O	O	O			
4	6	3	,	O	O	O	O	O			
4	6	4	I	O	O	O	O	O			
4	6	5	focus	O	O	O	O	O			
4	6	6	on	O	O	O	O	O			
4	6	7	doing	O	B-event	O	O	O			
4	6	8	the	O	I-event	O	O	O			
4	6	9	laundry	O	I-event	O	O	O			
4	6	10	and	O	I-event	O	O	O			
4	6	11	tending	O	I-event	O	O	O			
4	6	12	to	O	I-event	O	O	O			
4	6	13	the	O	I-event	O	O	O			
4	6	14	plants	O	I-event	O	O	O			
4	6	15	.	O	O	O	O	O			
4	7	1	Sounds	O	O	O	O	O			
4	7	2	like	O	O	O	O	O			
4	7	3	a	O	O	O	O	O			
4	7	4	productive	O	O	O	O	O			
4	7	5	routine	O	O	O	O	O			
4	7	6	.	O	O	O	O	O			
4	7	7	How	O	O	O	O	O			
4	7	8	do	O	O	O	O	O			
4	7	9	you	O	O	O	O	O			
4	7	10	manage	O	O	O	O	O			
4	7	11	everything	O	O	O	O	O			
4	7	12	?	O	O	O	O	O			
4	8	1	I	O	O	O	O	O			
4	8	2	've	O	O	O	O	O			
4	8	3	found	O	O	O	O	O			
4	8	4	that	O	O	O	O	O			
4	8	5	having	O	O	O	O	O			
4	8	6	a	O	O	O	O	O			
4	8	7	schedule	O	O	O	O	O			
4	8	8	helps	O	O	O	O	O			
4	8	9	me	O	O	O	O	O			
4	8	10	stay	O	O	O	O	O			
4	8	11	on	O	O	O	O	O			
4	8	12	track	O	O	O	O	O			
4	8	13	and	O	O	O	O	O			
4	8	14	manage	O	O	O	O	O			
4	8	15	my	O	O	O	O	O			
4	8	16	tasks	O	O	O	O	O			
4	8	17	efficiently	O	O	O	O	O			
4	8	18	.	O	O	O	O	O			
4	9	1	That	O	O	O	O	O			
4	9	2	's	O	O	O	O	O			
4	9	3	great	O	O	O	O	O			
4	9	4	to	O	O	O	O	O			
4	9	5	hear	O	O	O	O	O			
4	9	6	.	O	O	O	O	O			
4	9	7	It	O	O	O	O	O			
4	9	8	must	O	O	O	O	O			
4	9	9	make	O	O	O	O	O			
4	9	10	things	O	O	O	O	O			
4	9	11	a	O	O	O	O	O			
4	9	12	lot	O	O	O	O	O			
4	9	13	easier	O	O	O	O	O			
4	9	14	for	O	O	O	O	O			
4	9	15	you	O	O	O	O	O			
4	9	16	.	O	O	O	O	O			
5	1	1	How	O	O	O	O	O			
5	1	2	have	O	O	O	O	O			
5	1	3	you	O	O	O	O	O			
5	1	4	been	O	O	O	O	O			
5	1	5	keeping	O	O	O	O	O			
5	1	6	yourself	O	O	O	O	O			
5	1	7	occupied	O	O	O	O	O			
5	1	8	these	O	O	O	O	O			
5	1	9	days	O	O	O	O	O			
5	1	10	?	O	O	O	O	O			
5	2	1	I	O	O	O	O	O			
5	2	2	've	O	O	O	O	O			
5	2	3	been	O	O	O	O	O			
5	2	4	rearranging	B-event	O	O	O	O			
5	2	5	the	I-event	O	O	O	O			
5	2	6	furniture	I-event	O	O	O	O			
5	2	7	in	O	O	O	O	O			
5	2	8	my	B-place	O	O	O	O			
5	2	9	living	I-place	O	O	O	O			
5	2	10	room	I-place	O	O	O	O			
5	2	11	.	O	O	O	O	O			
5	3	1	When	O	O	O	O	O			
5	3	2	did	O	O	O	O	O			
5	3	3	you	O	O	O	O	O			
5	3	4	start	O	O	O	O	O			
5	3	5	doing	O	O	O	O	O			
5	3	6	that	O	O	O	O	O			
5	3	7	?	O	O	O	O	O			
5	4	1	I	O	O	O	O	O			
5	4	2	started	O	O	O	O	O			
5	4	3	last	B-time	O	O	O	O			
5	4	4	weekend	I-time	O	O	O	O			
5	4	5	,	O	O	O	O	O			
5	4	6	just	O	O	O	O	O			
5	4	7	wanted	O	O	O	O	O			
5	4	8	to	O	O	O	O	O			
5	4	9	change	O	O	O	O	O			
5	4	10	things	O	O	O	O	O			
5	4	11	up	O	O	O	O	O			
5	4	12	a	O	O	O	O	O			
5	4	13	bit	O	O	O	O	O			
5	4	14	.	O	O	O	O	O			
5	5	1	That	O	O	O	O	O			
5	5	2	sounds	O	O	O	O	O			
5	5	3	nice	O	O	O	O	O			
5	5	4	.	O	O	O	O	O			
5	5	5	Did	O	O	O	O	O			
5	5	6	you	O	O	O	O	O			
5	5	7	manage	O	O	O	O	O			
5	5	8	to	O	O	O	O	O			
5	5	9	finish	O	O	O	O	O			
5	5	10	rearranging	O	O	O	O	O			
5	5	11	everything	O	O	O	O	O			
5	5	12	?	O	O	O	O	O			
5	6	1	Yes	O	O	O	O	O			
5	6	2	,	O	O	O	O	O			
5	6	3	I	O	O	O	O	O			
5	6	4	finally	O	O	O	O	O			
5	6	5	completed	O	B-event	O	O	O			
5	6	6	it	O	I-event	O	O	O			
5	6	7	yesterday	O	B-time	O	O	O			
5	6	8	.	O	O	O	O	O			
5	6	9	It	O	O	O	O	O			
5	6	10	feels	O	O	O	O	O			
5	6	11	refreshing	O	O	O	O	O			
5	6	12	.	O	O	O	O	O			
5	7	1	Great	O	O	O	O	O			
5	7	2	to	O	O	O	O	O			
5	7	3	hear	O	O	O	O	O			
5	7	4	!	O	O	O	O	O			
5	7	5	Do	O	O	O	O	O			
5	7	6	you	O	O	O	O	O			
5	7	7	enjoy	O	O	O	O	O			
5	7	8	rearranging	O	O	O	O	O			
5	7	9	your	O	O	O	O	O			
5	7	10	living	O	O	O	O	O			
5	7	11	space	O	O	O	O	O			
5	7	12	?	O	O	O	O	O			
5	8	1	Oh	O	O	O	O	O			
5	8	2	,	O	O	O	O	O			
5	8	3	I	O	O	O	O	O			
5	8	4	love	O	O	O	O	O			
5	8	5	it	O	O	O	O	O			
5	8	6	.	O	O	O	O	O			
5	8	7	It	O	O	O	O	O			
5	8	8	's	O	O	O	O	O			
5	8	9	like	O	O	O	O	O			
5	8	10	a	O	O	O	O	O			
5	8	11	mini	O	O	O	O	O			
5	8	12	home	O	O	O	O	O			
5	8	13	makeover	O	O	O	O	O			
5	8	14	every	O	O	O	O	O			
5	8	15	time	O	O	O	O	O			
5	8	16	.	O	O	O	O	O			
6	1	1	How	O	O	O	O	O			
6	1	2	have	O	O	O	O	O			
6	1	3	you	O	O	O	O	O			
6	1	4	been	O	O	O	O	O			
6	1	5	adapting	O	O	O	O	O			
6	1	6	to	O	O	O	O	O			
6	1	7	your	O	O	O	O	O			
6	1	8	new	O	O	O	O	O			
6	1	9	home	B-place	O	O	O	O			
6	1	10	,	O	O	O	O	O			
6	1	11	Mrs.	O	O	O	O	O			
6	1	12	Thompson	O	O	O	O	O			
6	1	13	?	O	O	O	O	O			
6	2	1	It	O	O	O	O	O			
6	2	2	's	O	O	O	O	O			
6	2	3	been	O	O	O	O	O			
6	2	4	a	O	O	O	O	O			
6	2	5	slow	O	O	O	O	O			
6	2	6	process	O	O	O	O	O			
6	2	7	,	O	O	O	O	O			
6	2	8	Sarah	O	O	O	O	O			
6	2	9	.	O	O	O	O	O			
6	2	10	I	O	O	O	O	O			
6	2	11	've	O	O	O	O	O			
6	2	12	been	O	O	O	O	O			
6	2	13	settling	B-event	O	O	O	O			
6	2	14	in	I-event	O	O	O	O			
6	2	15	gradually	I-event	O	O	O	O			
6	2	16	since	O	O	O	O	O			
6	2	17	moving	O	O	O	O	O			
6	2	18	in	O	O	O	O	O			
6	2	19	last	B-time	O	O	O	O			
6	2	20	month	I-time	O	O	O	O			
6	2	21	.	O	O	O	O	O			
6	3	1	Do	O	O	O	O	O			
6	3	2	you	O	O	O	O	O			
6	3	3	find	O	O	O	O	O			
6	3	4	yourself	O	O	O	O	O			
6	3	5	enjoying	O	O	O	O	O			
6	3	6	any	O	O	O	O	O			
6	3	7	particular	O	O	O	O	O			
6	3	8	aspect	O	O	O	O	O			
6	3	9	of	O	O	O	O	O			
6	3	10	your	O	O	O	O	O			
6	3	11	new	O	O	O	O	O			
6	3	12	dwelling	O	O	O	O	O			
6	3	13	?	O	O	O	O	O			
6	4	1	The	O	O	O	O	O			
6	4	2	cozy	O	O	O	O	O			
6	4	3	living	O	O	O	O	O			
6	4	4	room	O	O	O	O	O			
6	4	5	brings	O	O	O	O	O			
6	4	6	a	O	O	O	O	O			
6	4	7	lot	O	O	O	O	O			
6	4	8	of	O	O	O	O	O			
6	4	9	warmth	O	O	O	O	O			
6	4	10	and	O	O	O	O	O			
6	4	11	comfort	O	O	O	O	O			
6	4	12	,	O	O	O	O	O			
6	4	13	especially	O	O	O	O	O			
6	4	14	during	O	O	O	O	O			
6	4	15	these	O	O	O	O	O			
6	4	16	evenings	O	O	O	O	O			
6	4	17	.	O	O	O	O	O			
6	5	1	Have	O	O	O	O	O			
6	5	2	you	O	O	O	O	O			
6	5	3	had	O	O	O	O	O			
6	5	4	any	O	O	O	O	O			
6	5	5	challenges	O	O	O	O	O			
6	5	6	when	O	O	O	O	O			
6	5	7	arranging	O	O	O	O	O			
6	5	8	the	O	O	O	O	O			
6	5	9	different	O	O	O	O	O			
6	5	10	rooms	O	O	O	O	O			
6	5	11	in	O	O	O	O	O			
6	5	12	the	O	O	O	O	O			
6	5	13	house	O	O	O	O	O			
6	5	14	?	O	O	O	O	O			
6	6	1	Yes	O	O	O	O	O			
6	6	2	,	O	O	O	O	O			
6	6	3	the	O	O	O	O	O			
6	6	4	kitchen	O	B-place	O	O	O			
6	6	5	layout	O	O	O	O	O			
6	6	6	proved	O	O	O	O	O			
6	6	7	to	O	O	O	O	O			
6	6	8	be	O	O	O	O	O			
6	6	9	tricky	O	O	O	O	O			
6	6	10	,	O	O	O	O	O			
6	6	11	but	O	O	O	O	O			
6	6	12	I	O	O	O	O	O			
6	6	13	managed	O	O	O	O	O			
6	6	14	to	O	O	O	O	O			
6	6	15	make	O	B-event	O	O	O			
6	6	16	it	O	I-event	O	O	O			
6	6	17	functional	O	I-event	O	O	O			
6	6	18	with	O	O	O	O	O			
6	6	19	some	O	O	O	O	O			
6	6	20	help	O	O	O	O	O			
6	6	21	.	O	O	O	O	O			
6	7	1	It	O	O	O	O	O			
6	7	2	's	O	O	O	O	O			
6	7	3	great	O	O	O	O	O			
6	7	4	to	O	O	O	O	O			
6	7	5	hear	O	O	O	O	O			
6	7	6	that	O	O	O	O	O			
6	7	7	you	O	O	O	O	O			
6	7	8	are	O	O	O	O	O			
6	7	9	settling	O	O	O	O	O			
6	7	10	in	O	O	O	O	O			
6	7	11	well	O	O	O	O	O			
6	7	12	overall	O	O	O	O	O			
6	7	13	.	O	O	O	O	O			
6	8	1	Thank	O	O	O	O	O			
6	8	2	you	O	O	O	O	O			
6	8	3	,	O	O	O	O	O			
6	8	4	Sarah	O	O	O	O	O			
6	8	5	.	O	O	O	O	O			
6	8	6	It	O	O	O	O	O			
6	8	7	feels	O	O	O	O	O			
6	8	8	nice	O	O	O	O	O			
6	8	9	to	O	O	O	O	O			
6	8	10	have	O	O	O	O	O			
6	8	11	a	O	O	O	O	O			
6	8	12	place	O	O	O	O	O			
6	8	13	I	O	O	O	O	O			
6	8	14	can	O	O	O	O	O			
6	8	15	truly	O	O	O	O	O			
6	8	16	call	O	O	O	O	O			
6	8	17	home	O	O	O	O	O			
7	1	1	How	O	O	O	O	O			
7	1	2	has	O	O	O	O	O			
7	1	3	your	O	O	O	O	O			
7	1	4	day	O	O	O	O	O			
7	1	5	been	O	O	O	O	O			
7	1	6	so	O	O	O	O	O			
