conversation	sent_id	token_id	token
2	9	4	any
2	9	5	other
2	9	6	forms
2	9	7	of
2	9	8	mobility
2	9	9	activities
2	9	10	?
			
2	10	1	I
2	10	2	used
2	10	3	to
2	10	4	enjoy
2	10	5	ice
2	10	6	skating
2	10	7	when
2	10	8	I
2	10	9	was
2	10	10	younger
2	10	11	,
2	10	12	it
2	10	13	was
2	10	14	great
2	10	15	exercise
2	10	16	and
2	10	17	very
2	10	18	fun
2	10	19	.
			
			
3	1	1	When
3	1	2	do
3	1	3	you
3	1	4	usually
3	1	5	go
3	1	6	for
3	1	7	a
3	1	8	walk
3	1	9	,
3	1	10	and
3	1	11	how
3	1	12	does
3	1	13	it
3	1	14	go
3	1	15	?
			
3	2	1	I
3	2	2	go
3	2	3	walking
3	2	4	early
3	2	5	in
3	2	6	the
3	2	7	morning
3	2	8	.
3	2	9	I
3	2	10	walk
3	2	11	around
3	2	12	the
3	2	13	neighborhood
3	2	14	to
3	2	15	get
3	2	16	some
3	2	17	fresh
3	2	18	air
3	2	19	.
			
3	3	1	And
3	3	2	how
3	3	3	about
3	3	4	going
3	3	5	up
3	3	6	and
3	3	7	down
3	3	8	stairs
3	3	9	?
3	3	10	When
3	3	11	does
3	3	12	that
3	3	13	happen
3	3	14	?
			
3	4	1	I
3	4	2	usually
3	4	3	go
3	4	4	up
3	4	5	and
3	4	6	down
3	4	7	the
3	4	8	stairs
3	4	9	after
3	4	10	meals
3	4	11	,
3	4	12	as
3	4	13	my
3	4	14	room
3	4	15	is
3	4	16	on
3	4	17	the
3	4	18	second
3	4	19	floor
3	4	20	.
			
3	5	1	How
3	5	2	often
3	5	3	do
3	5	4	you
3	5	5	use
3	5	6	your
3	5	7	walker
3	5	8	for
3	5	9	mobility
3	5	10	?
			
3	6	1	I
3	6	2	use
3	6	3	the
3	6	4	walker
3	6	5	every
3	6	6	time
3	6	7	I
3	6	8	go
3	6	9	for
3	6	10	a
3	6	11	longer
3	6	12	walk
3	6	13	to
3	6	14	give
3	6	15	me
3	6	16	support
3	6	17	and
3	6	18	balance
3	6	19	.
			
3	7	1	Do
3	7	2	you
3	7	3	still
3	7	4	enjoy
3	7	5	skating
3	7	6	as
3	7	7	a
3	7	8	way
3	7	9	of
3	7	10	moving
3	7	11	around
3	7	12	?
			
3	8	1	Oh
3	8	2	no
3	8	3	,
3	8	4	I
3	8	5	used
3	8	6	to
3	8	7	love
3	8	8	skating
3	8	9	,
3	8	10	but
3	8	11	now
3	8	12	I
3	8	13	feel
3	8	14	more
3	8	15	secure
3	8	16	with
3	8	17	my
3	8	18	walker
3	8	19	for
3	8	20	mobility
3	8	21	.
			
3	9	1	That
3	9	2	's
			
			
4	1	1	How
4	1	2	was
4	1	3	your
4	1	4	morning
4	1	5	,
4	1	6	did
4	1	7	you
4	1	8	have
4	1	9	a
4	1	10	chance
4	1	11	to
4	1	12	go
4	1	13	for
4	1	14	a
4	1	15	walk
4	1	16	today
4	1	17	?
			
4	2	1	Yes
4	2	2	,
4	2	3	I
4	2	4	usually
4	2	5	take
4	2	6	a
4	2	7	walk
4	2	8	in
4	2	9	the
4	2	10	garden
4	2	11	every
4	2	12	morning
4	2	13	after
4	2	14	breakfast
4	2	15	.
			
4	3	1	That
4	3	2	's
4	3	3	great
4	3	4	to
4	3	5	hear
4	3	6	.
4	3	7	Do
4	3	8	you
4	3	9	find
4	3	10	it
4	3	11	enjoyable
4	3	12	?
			
4	4	1	Indeed
4	4	2	,
4	4	3	it
4	4	4	feels
4	4	5	refreshing
4	4	6	and
4	4	7	helps
4	4	8	me
4	4	9	feel
4	4	10	energized
4	4	11	for
4	4	12	the
4	4	13	day
4	4	14	.
			
4	5	1	Do
4	5	2	you
4	5	3	have
4	5	4	any
4	5	5	specific
4	5	6	route
4	5	7	you
4	5	8	like
4	5	9	to
4	5	10	take
4	5	11	during
4	5	12	your
4	5	13	walks
4	5	14	?
			
4	6	1	Yes
4	6	2	,
4	6	3	I
4	6	4	usually
4	6	5	walk
4	6	6	around
4	6	7	the
4	6	8	pond
4	6	9	and
4	6	10	then
4	6	11	head
4	6	12	towards
4	6	13	the
4	6	14	flower
4	6	15	beds
4	6	16	.
			
4	7	1	Sounds
4	7	2	like
4	7	3	a
4	7	4	peaceful
4	7	5	route
4	7	6	.
4	7	7	How
4	7	8	long
4	7	9	do
4	7	10	you
4	7	11	usually
4	7	12	walk
4	7	13	for
4	7	14	?
			
4	8	1	I
4	8	2	walk
4	8	3	for
4	8	4	about
4	8	5	20
4	8	6	minutes
4	8	7	each
4	8	8	morning
4	8	9	,
4	8	10	and
4	8	11	it
4	8	12	really
4	8	13	sets
4	8	14	a
4	8	15	positive
4	8	16	tone
4	8	17	for
4	8	18	my
4	8	19	day
4	8	20	.
			
			
5	1	1	How
5	1	2	often
5	1	3	do
5	1	4	you
5	1	5	go
5	1	6	up
5	1	7	and
5	1	8	down
5	1	9	the
5	1	10	stairs
5	1	11	in
5	1	12	your
5	1	13	house
5	1	14	?
			
5	2	1	I
5	2	2	go
5	2	3	up
5	2	4	and
5	2	5	down
5	2	6	the
5	2	7	stairs
5	2	8	a
5	2	9	couple
5	2	10	of
5	2	11	times
5	2	12	each
5	2	13	day
5	2	14	to
5	2	15	get
5	2	16	to
5	2	17	my
5	2	18	bedroom
5	2	19	.
			
5	3	1	Do
5	3	2	you
5	3	3	have
5	3	4	any
5	3	5	difficulties
5	3	6	while
5	3	7	going
5	3	8	up
5	3	9	or
5	3	10	down
5	3	11	the
5	3	12	stairs
5	3	13	?
			
5	4	1	Yes
5	4	2	,
5	4	3	I
5	4	4	find
5	4	5	it
5	4	6	challenging
5	4	7	because
5	4	8	of
5	4	9	my
5	4	10	arthritis
5	4	11	.
			
5	5	1	Have
5	5	2	you
5	5	3	considered
5	5	4	installing
5	5	5	a
5	5	6	railing
5	5	7	to
5	5	8	help
5	5	9	you
5	5	10	with
5	5	11	the
5	5	12	stairs
5	5	13	?
			
5	6	1	Yes
5	6	2	,
5	6	3	I
5	6	4	have
5	6	5	thought
5	6	6	about
5	6	7	installing
5	6	8	a
5	6	9	railing
5	6	10	to
5	6	11	make
5	6	12	it
5	6	13	easier
5	6	14	for
5	6	15	me
5	6	16	.
			
5	7	1	When
5	7	2	do
5	7	3	you
5	7	4	usually
5	7	5	go
5	7	6	for
5	7	7	a
5	7	8	walk
5	7	9	in
5	7	10	the
5	7	11	neighborhood
5	7	12	?
			
5	8	1	I
5	8	2	enjoy
5	8	3	taking
5	8	4	a
5	8	5	walk
5	8	6	every
5	8	7	morning
5	8	8	after
5	8	9	breakfast
5	8	10	for
5	8	11	some
5	8	12	fresh
5	8	13	air
5	8	14	.
			
			
6	1	1	How
6	1	2	was
6	1	3	your
6	1	4	day
6	1	5	today
6	1	6	?
6	1	7	Can
6	1	8	you
6	1	9	tell
6	1	10	me
6	1	11	about
6	1	12	your
6	1	13	morning
6	1	14	routine
6	1	15	?
			
6	2	1	In
6	2	2	the
6	2	3	morning
6	2	4	,
6	2	5	I
6	2	6	usually
6	2	7	start
6	2	8	with
6	2	9	walking
6	2	10	to
6	2	11	the
6	2	12	kitchen
6	2	13	to
6	2	14	make
6	2	15	breakfast
6	2	16	.
			
6	3	1	That
6	3	2	sounds
6	3	3	nice
6	3	4	.
6	3	5	Do
6	3	6	you
6	3	7	find
6	3	8	it
6	3	9	easy
6	3	10	to
6	3	11	move
6	3	12	around
6	3	13	the
6	3	14	house
6	3	15	?
			
6	4	1	Yes
6	4	2	,
6	4	3	but
6	4	4	sometimes
6	4	5	stairs
6	4	6	can
6	4	7	be
6	4	8	challenging
6	4	9	for
6	4	10	me
6	4	11	to
6	4	12	maneuver
6	4	13	.
			
6	5	1	I
6	5	2	see
6	5	3	.
6	5	4	Do
6	5	5	you
6	5	6	have
6	5	7	any
6	5	8	specific
6	5	9	ways
6	5	10	you
6	5	11	use
6	5	12	to
6	5	13	go
6	5	14	up
6	5	15	and
6	5	16	down
6	5	17	stairs
6	5	18	safely
6	5	19	?
			
6	6	1	I
6	6	2	always
6	6	3	make
6	6	4	sure
6	6	5	to
6	6	6	hold
6	6	7	onto
6	6	8	the
6	6	9	handrail
6	6	10	for
6	6	11	support
6	6	12	.
			
6	7	1	That
6	7	2	's
6	7	3	a
6	7	4	good
6	7	5	idea
6	7	6	for
6	7	7	stability
6	7	8	.
6	7	9	Any
6	7	10	other
6	7	11	activities
6	7	12	you
6	7	13	enjoy
6	7	14	that
6	7	15	involve
6	7	16	movement
6	7	17	?
			
6	8	1	I
6	8	2	also
6	8	3	like
6	8	4	going
6	8	5	for
6	8	6	short
6	8	7	walks
6	8	8	in
6	8	9	the
6	8	10	park
6	8	11	with
6	8	12	my
6	8	13	walker
6	8	14	to
6	8	15	stay
6	8	16	active
6	8	17	.
			
			
7	1	1	How
7	1	2	was
7	1	3	your
7	1	4	day
7	1	5	today
7	1	6	?
			
7	2	1	I
7	2	2	went
7	2	3	for
7	2	4	a
7	2	5	walk
7	2	6	in
7	2	7	the
7	2	8	park
7	2	9	this
7	2	10	morning
7	2	11	.
			
7	3	1	That
7	3	2	sounds
7	3	3	lovely
7	3	4	.
7	3	5	Do
7	3	6	you
7	3	7	walk
7	3	8	in
7	3	9	the
7	3	10	park
7	3	11	every
7	3	12	day
7	3	13	?
			
7	4	1	Yes
7	4	2	,
7	4	3	I
7	4	4	try
7	4	5	to
7	4	6	go
7	4	7	for
7	4	8	a
7	4	9	walk
7	4	10	every
7	4	11	morning
7	4	12	,
7	4	13	weather
7	4	14	permitting
7	4	15	.
			
7	5	1	That
7	5	2	's
7	5	3	a
7	5	4	great
7	5	5	routine
7	5	6	for
7	5	7	staying
7	5	8	active
7	5	9	.
7	5	10	Have
7	5	11	you
7	5	12	been
7	5	13	doing
7	5	14	this
7	5	15	for
7	5	16	long
7	5	17	?
			
7	6	1	I
7	6	2	've
7	6	3	been
7	6	4	walking
7	6	5	every
7	6	6	morning
7	6	7	for
7	6	8	the
7	6	9	past
7	6	10	year
7	6	11	.
			
7	7	1	That
7	7	2	's
7	7	3	fantastic
7	7	4	.
7	7	5	Is
7	7	6	there
7	7	7	a
7	7	8	particular
7	7	9	route
7	7	10	you
7	7	11	like
7	7	12	to
7	7	13	take
7	7	14	?
			
7	8	1	I
7	8	2	usually
7	8	3	walk
7	8	4	around
7	8	5	the
7	8	6	pond
7	8	7	and
7	8	8	then
7	8	9	through
7	8	10	the
7	8	11	wooded
7	8	12	trail
7	8	13	.
			
7	9	1	Sounds
7	9	2	like
7	9	3	a
7	9	4	peaceful
7	9	5	and
7	9	6	refreshing
7	9	7	way
7	9	8	to
7	9	9	start
7	9	10	the
7	9	11	day
7	9	12	.
			
			
8	1	1	How
8	1	2	do
8	1	3	you
8	1	4	usually
8	1	5	get
8	1	6	around
8	1	7	the
8	1	8	house
8	1	9	,
8	1	10	Mrs.
8	1	11	Johnson
8	1	12	?
			
8	2	1	Well
8	2	2	,
8	2	3	I
8	2	4	use
8	2	5	my
8	2	6	walker
8	2	7	to
8	2	8	move
8	2	9	from
8	2	10	room
8	2	11	to
8	2	12	room
8	2	13	.
			
8	3	1	That
8	3	2	sounds
8	3	3	convenient
8	3	4	.
8	3	5	Do
8	3	6	you
8	3	7	go
8	3	8	outside
8	3	9	often
8	3	10	?
			
8	4	1	Oh
8	4	2	,
8	4	3	I
8	4	4	love
8	4	5	taking
8	4	6	short
8	4	7	walks
8	4	8	in
8	4	9	the
8	4	10	garden
8	4	11	every
8	4	12	morning
8	4	13	.
			
8	5	1	That
8	5	2	must
8	5	3	be
8	5	4	refreshing
8	5	5	.
8	5	6	And
8	5	7	do
8	5	8	you
8	5	9	have
8	5	10	any
8	5	11	difficulty
8	5	12	with
8	5	13	stairs
8	5	14	?
			
8	6	1	Yes
8	6	2	,
8	6	3	the
8	6	4	stairs
8	6	5	can
8	6	6	be
8	6	7	a
8	6	8	challenge
8	6	9	,
8	6	10	but
8	6	11	I
8	6	12	manage
8	6	13	with
8	6	14	a
8	6	15	little
8	6	16	help
8	6	17	.
			
8	7	1	It
8	7	2	's
8	7	3	great
8	7	4	that
8	7	5	you
8	7	6	can
8	7	7	still
8	7	8	get
8	7	9	around
8	7	10	.
8	7	11	How
8	7	12	about
8	7	13	going
8	7	14	shopping
8	7	15	?
			
8	8	1	My
8	8	2	granddaughter
8	8	3	takes
8	8	4	me
8	8	5	shopping
8	8	6	once
8	8	7	a
8	8	8	week
8	8	9	,
8	8	10	and
8	8	11	I
8	8	12	use
8	8	13	a
8	8	14	wheelchair
8	8	15	in
8	8	16	the
8	8	17	store
8	8	18	.
			
			
9	1	1	When
9	1	2	do
9	1	3	you
9	1	4	usually
9	1	5	go
9	1	6	for
9	1	7	a
9	1	8	walk
9	1	9	,
9	1	10	and
9	1	11	how
9	1	12	long
9	1	13	do
9	1	14	you
9	1	15	walk
9	1	16	for
9	1	17	?
			
9	2	1	I
9	2	2	go
9	2	3	for
9	2	4	a
9	2	5	walk
9	2	6	in
9	2	7	the
9	2	8	morning
9	2	9	after
9	2	10	breakfast
9	2	11	.
9	2	12	I
9	2	13	usually
9	2	14	walk
9	2	15	for
9	2	16	about
9	2	17	30
9	2	18	minutes
9	2	19	.
			
9	3	1	Do
9	3	2	you
9	3	3	ever
9	3	4	climb
9	3	5	stairs
9	3	6	during
9	3	7	the
9	3	8	day
9	3	9	?
			
9	4	1	Yes
9	4	2	,
9	4	3	I
9	4	4	climb
9	4	5	the
9	4	6	stairs
9	4	7	every
9	4	8	evening
9	4	9	to
9	4	10	go
9	4	11	to
9	4	12	bed
9	4	13	on
9	4	14	the
9	4	15	upper
9	4	16	floor
9	4	17	.
			
9	5	1	How
9	5	2	about
9	5	3	using
9	5	4	a
9	5	5	self
9	5	6	-
9	5	7	propelled
9	5	8	wheelchair
9	5	9	,
9	5	10	have
9	5	11	you
9	5	12	needed
9	5	13	it
9	5	14	before
9	5	15	?
			
9	6	1	Fortunately
9	6	2	,
9	6	3	I
9	6	4	have
9	6	5	never
9	6	6	needed
9	6	7	to
9	6	8	use
9	6	9	a
9	6	10	wheelchair
9	6	11	yet
9	6	12	.
			
9	7	1	That
9	7	2	's
9	7	3	good
9	7	4	to
9	7	5	hear
9	7	6	.
9	7	7	Do
9	7	8	you
9	7	9	participate
9	7	10	in
9	7	11	any
9	7	12	activities
9	7	13	like
9	7	14	skiing
9	7	15	or
9	7	16	skating
9	7	17	?
			
9	8	1	Oh
9	8	2	,
9	8	3	those
9	8	4	days
9	8	5	are
9	8	6	long
9	8	7	gone
9	8	8	,
9	8	9	but
9	8	10	I
9	8	11	enjoy
9	8	12	watching
9	8	13	young
9	8	14	folks
9	8	15	having
9	8	16	fun
9	8	17	with
9	8	18	those
9	8	19	activities
9	8	20	.
			
9	9	1	It
9	9	2	's
9	9	3	nice
			
			
10	1	1	How
10	1	2	was
10	1	3	your
10	1	4	day
10	1	5	,
10	1	6	Ms.
10	1	7	Smith
10	1	8	?
10	1	9	Did
10	1	10	you
10	1	11	do
10	1	12	anything
10	1	13	interesting
10	1	14	?
			
10	2	1	Well
10	2	2	,
10	2	3	I
10	2	4	went
10	2	5	for
10	2	6	a
10	2	7	morning
10	2	8	walk
10	2	9	in
10	2	10	the
10	2	11	park
10	2	12	.
10	2	13	It
10	2	14	helps
10	2	15	me
10	2	16	stay
10	2	17	active
10	2	18	.
			
10	3	1	That
10	3	2	's
10	3	3	great
10	3	4	,
10	3	5	walking
10	3	6	is
10	3	7	really
10	3	8	good
10	3	9	for
10	3	10	staying
10	3	11	healthy
10	3	12	.
10	3	13	Do
10	3	14	you
10	3	15	also
10	3	16	use
10	3	17	the
10	3	18	stairs
10	3	19	at
10	3	20	home
10	3	21	?
			
10	4	1	Yes
10	4	2	,
10	4	3	I
10	4	4	use
10	4	5	the
10	4	6	stairs
10	4	7	to
10	4	8	go
10	4	9	to
10	4	10	my
10	4	11	bedroom
10	4	12	upstairs
10	4	13	.
10	4	14	It
10	4	15	's
10	4	16	a
10	4	17	good
10	4	18	exercise
10	4	19	for
10	4	20	me
10	4	21	.
			
10	5	1	Good
10	5	2	to
10	5	3	hear
10	5	4	that
10	5	5	you
10	5	6	're
10	5	7	keeping
10	5	8	active
10	5	9	at
10	5	10	home
10	5	11	too
10	5	12	.
10	5	13	Do
10	5	14	you
10	5	15	have
10	5	16	any
10	5	17	other
10	5	18	daily
10	5	19	mobility
10	5	20	routines
10	5	21	?
			
10	6	1	Sometimes
10	6	2	I
10	6	3	use
10	6	4	a
10	6	5	walker
10	6	6	to
10	6	7	walk
10	6	8	in
10	6	9	the
10	6	10	garden
10	6	11	.
10	6	12	It
10	6	13	gives
10	6	14	me
10	6	15	extra
10	6	16	support
10	6	17	and
10	6	18	balance
10	6	19	.
			
10	7	1	It
10	7	2	's
10	7	3	good
10	7	4	to
10	7	5	take
10	7	6	precautions
10	7	7	while
10	7	8	walking
10	7	9	.
10	7	10	By
10	7	11	the
10	7	12	way
10	7	13	,
10	7	14	do
10	7	15	you
10	7	16	find
10	7	17	using
10	7	18	a
10	7	19	walker
10	7	20	helpful
10	7	21	and
			
			
11	1	1	How
11	1	2	was
11	1	3	your
11	1	4	day
11	1	5	,
11	1	6	Mrs.
11	1	7	Grey
11	1	8	?
11	1	9	Have
11	1	10	you
11	1	11	been
11	1	12	managing
11	1	13	to
11	1	14	stay
11	1	15	active
11	1	16	?
			
11	2	1	Oh
11	2	2	yes
11	2	3	,
11	2	4	I
11	2	5	try
11	2	6	my
11	2	7	best
11	2	8	every
11	2	9	day
11	2	10	to
11	2	11	stay
11	2	12	on
11	2	13	the
11	2	14	move
11	2	15	.
			
11	3	1	That
11	3	2	's
11	3	3	great
11	3	4	!
11	3	5	When
11	3	6	do
11	3	7	you
11	3	8	usually
11	3	9	go
11	3	10	for
11	3	11	your
11	3	12	walks
11	3	13	?
			
11	4	1	I
11	4	2	prefer
11	4	3	walking
11	4	4	in
11	4	5	the
11	4	6	mornings
11	4	7	.
11	4	8	I
11	4	9	find
11	4	10	it
11	4	11	quite
11	4	12	refreshing
11	4	13	.
			
11	5	1	Do
11	5	2	you
11	5	3	ever
11	5	4	tackle
11	5	5	the
11	5	6	stairs
11	5	7	during
11	5	8	your
11	5	9	walks
11	5	10	?
			
11	6	1	Indeed
11	6	2	I
11	6	3	do
11	6	4	,
11	6	5	I
11	6	6	live
11	6	7	in
11	6	8	a
11	6	9	house
11	6	10	with
11	6	11	stairs
11	6	12	,
11	6	13	so
11	6	14	I
11	6	15	go
11	6	16	up
11	6	17	and
11	6	18	down
11	6	19	daily
11	6	20	.
			
11	7	1	That
11	7	2	's
11	7	3	impressive
11	7	4	!
11	7	5	Do
11	7	6	you
11	7	7	find
11	7	8	it
11	7	9	tiring
11	7	10	?
			
11	8	1	A
11	8	2	bit
11	8	3	,
11	8	4	but
11	8	5	I
11	8	6	feel
11	8	7	accomplished
11	8	8	once
11	8	9	I
11	8	10	reach
11	8	11	the
11	8	12	top
11	8	13	or
11	8	14	the
11	8	15	bottom
11	8	16	.
			
11	9	1	It
11	9	2	's
11	9	3	good
11	9	4	to
11	9	5	keep
11	9	6	active
11	9	7	like
11	9	8	that
11	9	9	.
11	9	10	How
11	9	11	long
11	9	12	have
11	9	13	you
11	9	14	been
11	9	15	keeping
11	9	16	up
11	9	17	this
			
			
12	1	1	How
12	1	2	was
12	1	3	your
12	1	4	day
12	1	5	today
12	1	6	?
			
12	2	1	Well
12	2	2	,
12	2	3	I
12	2	4	had
12	2	5	a
12	2	6	physiotherapy
12	2	7	session
12	2	8	this
12	2	9	morning
12	2	10	.
			
12	3	1	What
12	3	2	did
12	3	3	you
12	3	4	work
12	3	5	on
12	3	6	during
12	3	7	the
12	3	8	session
12	3	9	?
			
12	4	1	We
12	4	2	focused
12	4	3	on
12	4	4	improving
12	4	5	my
12	4	6	walking
12	4	7	and
12	4	8	balance
12	4	9	.
			
12	5	1	How
12	5	2	often
12	5	3	do
12	5	4	you
12	5	5	attend
12	5	6	these
12	5	7	sessions
12	5	8	?
			
12	6	1	I
12	6	2	go
12	6	3	twice
12	6	4	a
12	6	5	week
12	6	6	to
12	6	7	work
12	6	8	on
12	6	9	my
12	6	10	mobility
12	6	11	.
			
12	7	1	That
12	7	2	's
12	7	3	great
12	7	4	to
12	7	5	hear
12	7	6	.
12	7	7	Do
12	7	8	you
12	7	9	notice
12	7	10	any
12	7	11	improvement
12	7	12	?
			
12	8	1	Yes
12	8	2	,
12	8	3	I
12	8	4	can
12	8	5	feel
12	8	6	my
12	8	7	strength
12	8	8	increasing
12	8	9	slowly
12	8	10	.
			
			
13	1	1	How
13	1	2	was
13	1	3	your
13	1	4	morning
13	1	5	,
13	1	6	did
13	1	7	you
13	1	8	do
13	1	9	anything
13	1	10	active
13	1	11	today
13	1	12	?
			
13	2	1	Yes
13	2	2	,
13	2	3	I
13	2	4	went
13	2	5	for
13	2	6	a
13	2	7	walk
13	2	8	in
13	2	9	the
13	2	10	park
13	2	11	this
13	2	12	morning
13	2	13	with
13	2	14	my
13	2	15	walker
13	2	16	.
			
13	3	1	That
13	3	2	sounds
13	3	3	like
13	3	4	a
13	3	5	lovely
13	3	6	way
13	3	7	to
13	3	8	start
13	3	9	the
13	3	10	day
13	3	11	!
13	3	12	Do
13	3	13	you
13	3	14	usually
13	3	15	walk
13	3	16	in
13	3	17	the
13	3	18	park
13	3	19	?
			
13	4	1	Yes
13	4	2	,
13	4	3	I
13	4	4	make
13	4	5	sure
13	4	6	to
13	4	7	walk
13	4	8	there
13	4	9	every
13	4	10	morning
13	4	11	as
13	4	12	part
13	4	13	of
13	4	14	my
13	4	15	routine
13	4	16	.
			
13	5	1	That
13	5	2	's
13	5	3	great
13	5	4	for
13	5	5	staying
13	5	6	active
13	5	7	.
13	5	8	Are
13	5	9	you
13	5	10	comfortable
13	5	11	walking
13	5	12	with
13	5	13	your
13	5	14	walker
13	5	15	?
			
13	6	1	Yes
13	6	2	,
13	6	3	it
13	6	4	gives
13	6	5	me
13	6	6	the
13	6	7	support
13	6	8	I
13	6	9	need
13	6	10	.
13	6	11	I
13	6	12	prefer
13	6	13	it
13	6	14	for
13	6	15	longer
13	6	16	walks
13	6	17	.
			
13	7	1	It
13	7	2	's
13	7	3	important
13	7	4	to
13	7	5	stay
13	7	6	active
13	7	7	for
13	7	8	mobility
13	7	9	.
13	7	10	Do
13	7	11	you
13	7	12	walk
13	7	13	any
13	7	14	other
13	7	15	times
13	7	16	during
13	7	17	the
13	7	18	day
13	7	19	?
			
13	8	1	Sometimes
13	8	2	in
13	8	3	the
13	8	4	evening
13	8	5	around
13	8	6	the
13	8	7	neighborhood
13	8	8	if
13	8	9	the
13	8	10	weather
13	8	11	is
13	8	12	nice
13	8	13	.
			
			
14	1	1	How
14	1	2	was
14	1	3	your
14	1	4	day
14	1	5	,
14	1	6	Mrs.
14	1	7	Richards
14	1	8	?
			
14	2	1	The
14	2	2	highlight
14	2	3	was
14	2	4	my
14	2	5	morning
14	2	6	walk
14	2	7	in
14	2	8	the
14	2	9	park
14	2	10	.
			
14	3	1	That
14	3	2	sounds
14	3	3	lovely
14	3	4	.
14	3	5	When
14	3	6	do
14	3	7	you
14	3	8	usually
14	3	9	go
14	3	10	for
14	3	11	a
14	3	12	walk
14	3	13	?
			
14	4	1	Oh
14	4	2	,
14	4	3	I
14	4	4	try
14	4	5	to
14	4	6	go
14	4	7	every
14	4	8	day
14	4	9	around
14	4	10	9
14	4	11	a.m.
			
14	5	1	Do
14	5	2	you
14	5	3	go
14	5	4	by
14	5	5	yourself
14	5	6	or
14	5	7	with
14	5	8	someone
14	5	9	?
			
14	6	1	I
14	6	2	enjoy
14	6	3	the
14	6	4	solitude
14	6	5	,
14	6	6	so
14	6	7	I
14	6	8	prefer
14	6	9	walking
14	6	10	alone
14	6	11	.
			
14	7	1	That
14	7	2	's
14	7	3	nice
14	7	4	to
14	7	5	have
14	7	6	some
14	7	7	peaceful
14	7	8	time
14	7	9	.
14	7	10	How
14	7	11	long
