conversation	sent_id	token_id	token
2	4	5	I
2	4	6	go
2	4	7	to
2	4	8	bed
2	4	9	every
2	4	10	night
2	4	11	.
			
2	5	1	Do
2	5	2	you
2	5	3	typically
2	5	4	wash
2	5	5	your
2	5	6	feet
2	5	7	as
2	5	8	well
2	5	9	?
			
2	6	1	Yes
2	6	2	,
2	6	3	I
2	6	4	make
2	6	5	sure
2	6	6	to
2	6	7	wash
2	6	8	and
2	6	9	dry
2	6	10	them
2	6	11	every
2	6	12	day
2	6	13	.
			
2	7	1	What
2	7	2	about
2	7	3	washing
2	7	4	your
2	7	5	hair
2	7	6	?
			
2	8	1	I
2	8	2	wash
2	8	3	my
2	8	4	hair
2	8	5	twice
2	8	6	a
2	8	7	week
2	8	8	when
2	8	9	I
2	8	10	take
2	8	11	a
2	8	12	shower
2	8	13	.
			
2	9	1	That
2	9	2	sounds
2	9	3	like
2	9	4	a
2	9	5	good
2	9	6	self
2	9	7	-
2	9	8	care
2	9	9	routine
2	9	10	you
2	9	11	have
2	9	12	there
2	9	13	!
			
			
3	1	1	When
3	1	2	do
3	1	3	you
3	1	4	normally
3	1	5	wash
3	1	6	your
3	1	7	face
3	1	8	?
			
3	2	1	I
3	2	2	wash
3	2	3	my
3	2	4	face
3	2	5	every
3	2	6	morning
3	2	7	and
3	2	8	before
3	2	9	bedtime
3	2	10	.
			
3	3	1	That
3	3	2	sounds
3	3	3	like
3	3	4	a
3	3	5	good
3	3	6	routine
3	3	7	.
3	3	8	How
3	3	9	about
3	3	10	washing
3	3	11	your
3	3	12	hair
3	3	13	?
			
3	4	1	I
3	4	2	usually
3	4	3	wash
3	4	4	my
3	4	5	hair
3	4	6	twice
3	4	7	a
3	4	8	week
3	4	9	,
3	4	10	on
3	4	11	Sundays
3	4	12	and
3	4	13	Wednesdays
3	4	14	.
			
3	5	1	Nice
3	5	2	,
3	5	3	and
3	5	4	how
3	5	5	do
3	5	6	you
3	5	7	dry
3	5	8	your
3	5	9	body
3	5	10	after
3	5	11	bathing
3	5	12	?
			
3	6	1	I
3	6	2	use
3	6	3	a
3	6	4	soft
3	6	5	towel
3	6	6	to
3	6	7	gently
3	6	8	dry
3	6	9	myself
3	6	10	and
3	6	11	make
3	6	12	sure
3	6	13	I
3	6	14	'm
3	6	15	completely
3	6	16	dry
3	6	17	.
			
3	7	1	Good
3	7	2	to
3	7	3	hear
3	7	4	you
3	7	5	're
3	7	6	taking
3	7	7	care
3	7	8	of
3	7	9	yourself
3	7	10	.
3	7	11	How
3	7	12	about
3	7	13	washing
3	7	14	your
3	7	15	feet
3	7	16	?
			
3	8	1	I
3	8	2	wash
3	8	3	my
3	8	4	feet
3	8	5	every
3	8	6	evening
3	8	7	before
3	8	8	bed
3	8	9	,
3	8	10	especially
3	8	11	during
3	8	12	the
3	8	13	summer
3	8	14	.
			
			
4	1	1	Hey
4	1	2	there
4	1	3	,
4	1	4	how
4	1	5	was
4	1	6	your
4	1	7	day
4	1	8	today
4	1	9	?
4	1	10	Have
4	1	11	you
4	1	12	had
4	1	13	your
4	1	14	dinner
4	1	15	yet
4	1	16	?
			
4	2	1	Yes
4	2	2	,
4	2	3	I
4	2	4	just
4	2	5	finished
4	2	6	dinner
4	2	7	a
4	2	8	little
4	2	9	while
4	2	10	back
4	2	11	.
			
4	3	1	When
4	3	2	do
4	3	3	you
4	3	4	usually
4	3	5	take
4	3	6	a
4	3	7	shower
4	3	8	to
4	3	9	freshen
4	3	10	up
4	3	11	?
			
4	4	1	I
4	4	2	usually
4	4	3	take
4	4	4	a
4	4	5	shower
4	4	6	in
4	4	7	the
4	4	8	morning
4	4	9	right
4	4	10	after
4	4	11	breakfast
4	4	12	.
			
4	5	1	Oh
4	5	2	,
4	5	3	nice
4	5	4	.
4	5	5	How
4	5	6	about
4	5	7	washing
4	5	8	your
4	5	9	face
4	5	10	before
4	5	11	bed
4	5	12	?
			
4	6	1	I
4	6	2	wash
4	6	3	my
4	6	4	face
4	6	5	every
4	6	6	night
4	6	7	before
4	6	8	brushing
4	6	9	my
4	6	10	teeth
4	6	11	.
			
4	7	1	That
4	7	2	's
4	7	3	great
4	7	4	.
4	7	5	Do
4	7	6	you
4	7	7	also
4	7	8	remember
4	7	9	to
4	7	10	wash
4	7	11	your
4	7	12	hands
4	7	13	frequently
4	7	14	during
4	7	15	the
4	7	16	day
4	7	17	?
			
4	8	1	Yes
4	8	2	,
4	8	3	I
4	8	4	make
4	8	5	sure
4	8	6	to
4	8	7	wash
4	8	8	my
4	8	9	hands
4	8	10	before
4	8	11	and
4	8	12	after
4	8	13	meals
4	8	14	and
4	8	15	whenever
4	8	16	I
4	8	17	come
4	8	18	back
4	8	19	home
4	8	20	.
			
			
5	1	1	How
5	1	2	do
5	1	3	you
5	1	4	usually
5	1	5	start
5	1	6	your
5	1	7	day
5	1	8	,
5	1	9	Mrs.
5	1	10	Johnson
5	1	11	?
			
5	2	1	I
5	2	2	start
5	2	3	my
5	2	4	day
5	2	5	by
5	2	6	taking
5	2	7	a
5	2	8	shower
5	2	9	in
5	2	10	the
5	2	11	morning
5	2	12	.
			
5	3	1	Do
5	3	2	you
5	3	3	enjoy
5	3	4	taking
5	3	5	the
5	3	6	shower
5	3	7	every
5	3	8	morning
5	3	9	?
			
5	4	1	Yes
5	4	2	,
5	4	3	it
5	4	4	makes
5	4	5	me
5	4	6	feel
5	4	7	refreshed
5	4	8	and
5	4	9	ready
5	4	10	for
5	4	11	the
5	4	12	day
5	4	13	.
			
5	5	1	That
5	5	2	's
5	5	3	good
5	5	4	to
5	5	5	hear
5	5	6	.
5	5	7	How
5	5	8	about
5	5	9	washing
5	5	10	your
5	5	11	face
5	5	12	and
5	5	13	hands
5	5	14	during
5	5	15	the
5	5	16	day
5	5	17	?
			
5	6	1	I
5	6	2	always
5	6	3	wash
5	6	4	my
5	6	5	face
5	6	6	and
5	6	7	hands
5	6	8	before
5	6	9	meals
5	6	10	and
5	6	11	whenever
5	6	12	necessary
5	6	13	.
			
5	7	1	It
5	7	2	's
5	7	3	important
5	7	4	to
5	7	5	keep
5	7	6	up
5	7	7	with
5	7	8	those
5	7	9	habits
5	7	10	.
5	7	11	How
5	7	12	about
5	7	13	washing
5	7	14	your
5	7	15	feet
5	7	16	?
			
5	8	1	I
5	8	2	usually
5	8	3	wash
5	8	4	my
5	8	5	feet
5	8	6	before
5	8	7	going
5	8	8	to
5	8	9	bed
5	8	10	to
5	8	11	help
5	8	12	me
5	8	13	relax
5	8	14	.
			
			
6	1	1	When
6	1	2	do
6	1	3	you
6	1	4	usually
6	1	5	take
6	1	6	your
6	1	7	showers
6	1	8	,
6	1	9	Mr.
6	1	10	Johnson
6	1	11	?
			
6	2	1	I
6	2	2	prefer
6	2	3	to
6	2	4	take
6	2	5	my
6	2	6	showers
6	2	7	in
6	2	8	the
6	2	9	evening
6	2	10	before
6	2	11	bed
6	2	12	.
			
6	3	1	Do
6	3	2	you
6	3	3	have
6	3	4	any
6	3	5	routines
6	3	6	you
6	3	7	follow
6	3	8	while
6	3	9	washing
6	3	10	your
6	3	11	feet
6	3	12	?
			
6	4	1	Yes
6	4	2	,
6	4	3	I
6	4	4	use
6	4	5	a
6	4	6	washcloth
6	4	7	to
6	4	8	gently
6	4	9	scrub
6	4	10	between
6	4	11	my
6	4	12	toes
6	4	13	.
			
6	5	1	How
6	5	2	often
6	5	3	do
6	5	4	you
6	5	5	wash
6	5	6	your
6	5	7	face
6	5	8	during
6	5	9	the
6	5	10	day
6	5	11	?
			
6	6	1	I
6	6	2	wash
6	6	3	my
6	6	4	face
6	6	5	twice
6	6	6	a
6	6	7	day
6	6	8	,
6	6	9	in
6	6	10	the
6	6	11	morning
6	6	12	and
6	6	13	before
6	6	14	going
6	6	15	to
6	6	16	bed
6	6	17	.
			
6	7	1	When
6	7	2	do
6	7	3	you
6	7	4	find
6	7	5	it
6	7	6	most
6	7	7	convenient
6	7	8	to
6	7	9	wash
6	7	10	your
6	7	11	hands
6	7	12	thoroughly
6	7	13	?
			
6	8	1	I
6	8	2	make
6	8	3	sure
6	8	4	to
6	8	5	wash
6	8	6	my
6	8	7	hands
6	8	8	properly
6	8	9	before
6	8	10	every
6	8	11	meal
6	8	12	.
			
6	9	1	How
6	9	2	do
6	9	3	you
6	9	4	dry
6	9	5	yourself
6	9	6	after
6	9	7	showering
6	9	8	?
			
6	10	1	I
6	10	2	use
6	10	3	a
6	10	4	soft
6	10	5	towel
6	10	6	to
6	10	7	pat
6	10	8	myself
6	10	9	dry
			
			
7	1	1	When
7	1	2	do
7	1	3	you
7	1	4	usually
7	1	5	take
7	1	6	a
7	1	7	shower
7	1	8	?
			
7	2	1	Oh
7	2	2	,
7	2	3	I
7	2	4	take
7	2	5	a
7	2	6	shower
7	2	7	every
7	2	8	morning
7	2	9	after
7	2	10	I
7	2	11	wake
7	2	12	up
7	2	13	.
			
7	3	1	Do
7	3	2	you
7	3	3	also
7	3	4	wash
7	3	5	your
7	3	6	hair
7	3	7	daily
7	3	8	?
			
7	4	1	Not
7	4	2	daily
7	4	3	,
7	4	4	I
7	4	5	wash
7	4	6	my
7	4	7	hair
7	4	8	every
7	4	9	other
7	4	10	day
7	4	11	.
			
7	5	1	How
7	5	2	about
7	5	3	washing
7	5	4	your
7	5	5	hands
7	5	6	?
			
7	6	1	I
7	6	2	wash
7	6	3	my
7	6	4	hands
7	6	5	before
7	6	6	and
7	6	7	after
7	6	8	every
7	6	9	meal
7	6	10	.
			
7	7	1	And
7	7	2	how
7	7	3	often
7	7	4	do
7	7	5	you
7	7	6	wash
7	7	7	your
7	7	8	face
7	7	9	?
			
7	8	1	I
7	8	2	wash
7	8	3	my
7	8	4	face
7	8	5	twice
7	8	6	a
7	8	7	day
7	8	8	,
7	8	9	in
7	8	10	the
7	8	11	morning
7	8	12	and
7	8	13	before
7	8	14	bed
7	8	15	.
			
7	9	1	That
7	9	2	's
7	9	3	good
7	9	4	to
7	9	5	hear
7	9	6	.
7	9	7	How
7	9	8	about
7	9	9	washing
7	9	10	your
7	9	11	feet
7	9	12	?
			
7	10	1	I
7	10	2	wash
7	10	3	my
7	10	4	feet
7	10	5	every
7	10	6	time
7	10	7	after
7	10	8	I
7	10	9	come
7	10	10	back
7	10	11	home
7	10	12	if
7	10	13	I
7	10	14	've
7	10	15	been
7	10	16	wearing
7	10	17	shoes
7	10	18	all
7	10	19	day
7	10	20	.
			
			
8	1	1	How
8	1	2	do
8	1	3	you
8	1	4	usually
8	1	5	start
8	1	6	your
8	1	7	day
8	1	8	?
			
8	2	1	I
8	2	2	start
8	2	3	by
8	2	4	washing
8	2	5	my
8	2	6	hands
8	2	7	and
8	2	8	face
8	2	9	in
8	2	10	the
8	2	11	morning
8	2	12	.
			
8	3	1	When
8	3	2	do
8	3	3	you
8	3	4	bathe
8	3	5	or
8	3	6	shower
8	3	7	?
			
8	4	1	I
8	4	2	prefer
8	4	3	showering
8	4	4	in
8	4	5	the
8	4	6	evening
8	4	7	before
8	4	8	bed
8	4	9	.
			
8	5	1	How
8	5	2	do
8	5	3	you
8	5	4	ensure
8	5	5	good
8	5	6	hygiene
8	5	7	for
8	5	8	your
8	5	9	feet
8	5	10	?
			
8	6	1	I
8	6	2	wash
8	6	3	my
8	6	4	feet
8	6	5	thoroughly
8	6	6	every
8	6	7	night
8	6	8	.
			
8	7	1	How
8	7	2	is
8	7	3	your
8	7	4	hair
8	7	5	-
8	7	6	care
8	7	7	routine
8	7	8	like
8	7	9	?
			
8	8	1	I
8	8	2	shampoo
8	8	3	my
8	8	4	hair
8	8	5	twice
8	8	6	a
8	8	7	week
8	8	8	.
			
8	9	1	Do
8	9	2	you
8	9	3	make
8	9	4	sure
8	9	5	to
8	9	6	eat
8	9	7	healthily
8	9	8	and
8	9	9	stay
8	9	10	hydrated
8	9	11	?
			
8	10	1	Yes
8	10	2	,
8	10	3	I
8	10	4	have
8	10	5	regular
8	10	6	meals
8	10	7	and
8	10	8	drink
8	10	9	plenty
8	10	10	of
8	10	11	water
8	10	12	during
8	10	13	the
8	10	14	day
8	10	15	.
			
			
9	1	1	How
9	1	2	do
9	1	3	you
9	1	4	usually
9	1	5	start
9	1	6	your
9	1	7	day
9	1	8	with
9	1	9	self
9	1	10	-
9	1	11	care
9	1	12	activities
9	1	13	?
			
9	2	1	I
9	2	2	like
9	2	3	to
9	2	4	kickstart
9	2	5	my
9	2	6	mornings
9	2	7	with
9	2	8	a
9	2	9	refreshing
9	2	10	shower
9	2	11	.
			
9	3	1	And
9	3	2	how
9	3	3	about
9	3	4	taking
9	3	5	care
9	3	6	of
9	3	7	your
9	3	8	skin
9	3	9	,
9	3	10	which
9	3	11	essentials
9	3	12	do
9	3	13	you
9	3	14	use
9	3	15	?
			
9	4	1	I
9	4	2	always
9	4	3	make
9	4	4	sure
9	4	5	to
9	4	6	wash
9	4	7	my
9	4	8	face
9	4	9	with
9	4	10	a
9	4	11	gentle
9	4	12	cleanser
9	4	13	and
9	4	14	apply
9	4	15	moisturizer
9	4	16	.
			
9	5	1	Do
9	5	2	you
9	5	3	have
9	5	4	a
9	5	5	specific
9	5	6	routine
9	5	7	for
9	5	8	maintaining
9	5	9	the
9	5	10	health
9	5	11	of
9	5	12	your
9	5	13	hair
9	5	14	?
			
9	6	1	I
9	6	2	wash
9	6	3	my
9	6	4	hair
9	6	5	every
9	6	6	few
9	6	7	days
9	6	8	and
9	6	9	use
9	6	10	a
9	6	11	conditioning
9	6	12	treatment
9	6	13	once
9	6	14	a
9	6	15	week
9	6	16	.
			
9	7	1	What
9	7	2	about
9	7	3	handwashing
9	7	4	,
9	7	5	when
9	7	6	do
9	7	7	you
9	7	8	usually
9	7	9	do
9	7	10	that
9	7	11	during
9	7	12	the
9	7	13	day
9	7	14	?
			
9	8	1	I
9	8	2	always
9	8	3	wash
9	8	4	my
9	8	5	hands
9	8	6	before
9	8	7	meals
9	8	8	and
9	8	9	after
9	8	10	using
9	8	11	the
9	8	12	restroom
9	8	13	.
			
9	9	1	How
9	9	2	about
9	9	3	taking
9	9	4	care
9	9	5	of
9	9	6	your
9	9	7	feet
9	9	8	,
9	9	9	do
9	9	10	you
9	9	11	wash
9	9	12	or
9	9	13	clean
9	9	14	them
9	9	15	regularly
9	9	16	in
			
			
10	1	1	How
10	1	2	do
10	1	3	you
10	1	4	usually
10	1	5	start
10	1	6	your
10	1	7	day
10	1	8	with
10	1	9	self
10	1	10	-
10	1	11	care
10	1	12	,
10	1	13	like
10	1	14	washing
10	1	15	your
10	1	16	face
10	1	17	?
			
10	2	1	I
10	2	2	wash
10	2	3	my
10	2	4	face
10	2	5	every
10	2	6	morning
10	2	7	after
10	2	8	waking
10	2	9	up
10	2	10	.
			
10	3	1	Do
10	3	2	you
10	3	3	use
10	3	4	any
10	3	5	special
10	3	6	products
10	3	7	or
10	3	8	just
10	3	9	water
10	3	10	?
			
10	4	1	I
10	4	2	use
10	4	3	a
10	4	4	gentle
10	4	5	cleanser
10	4	6	to
10	4	7	wash
10	4	8	my
10	4	9	face
10	4	10	.
			
10	5	1	That
10	5	2	sounds
10	5	3	nice
10	5	4	.
10	5	5	How
10	5	6	about
10	5	7	your
10	5	8	routine
10	5	9	of
10	5	10	washing
10	5	11	your
10	5	12	hair
10	5	13	,
10	5	14	is
10	5	15	it
10	5	16	once
10	5	17	a
10	5	18	week
10	5	19	?
			
10	6	1	I
10	6	2	wash
10	6	3	my
10	6	4	hair
10	6	5	twice
10	6	6	a
10	6	7	week
10	6	8	.
			
10	7	1	Do
10	7	2	you
10	7	3	prefer
10	7	4	showers
10	7	5	or
10	7	6	baths
10	7	7	for
10	7	8	washing
10	7	9	yourself
10	7	10	overall
10	7	11	?
			
10	8	1	I
10	8	2	prefer
10	8	3	taking
10	8	4	showers
10	8	5	.
			
10	9	1	Showers
10	9	2	can
10	9	3	be
10	9	4	very
10	9	5	refreshing
10	9	6	.
10	9	7	How
10	9	8	about
10	9	9	washing
10	9	10	your
10	9	11	feet
10	9	12	,
10	9	13	do
10	9	14	you
10	9	15	include
10	9	16	that
10	9	17	in
10	9	18	your
10	9	19	shower
10	9	20	routine
10	9	21	?
			
10	10	1	Yes
10	10	2	,
10	10	3	I
10	10	4	always
10	10	5	make
10	10	6	sure
10	10	7	to
10	10	8	wash
10	10	9	my
10	10	10	feet
10	10	11	during
10	10	12	my
10	10	13	showers
10	10	14	.
			
			
11	1	1	When
11	1	2	do
11	1	3	you
11	1	4	usually
11	1	5	take
11	1	6	a
11	1	7	bath
11	1	8	,
11	1	9	Mrs.
11	1	10	Thompson
11	1	11	?
			
11	2	1	Oh
11	2	2	,
11	2	3	every
11	2	4	evening
11	2	5	before
11	2	6	dinner
11	2	7	.
11	2	8	It
11	2	9	helps
11	2	10	me
11	2	11	relax
11	2	12	.
			
11	3	1	How
11	3	2	about
11	3	3	washing
11	3	4	your
11	3	5	face
11	3	6	and
11	3	7	hands
11	3	8	?
			
11	4	1	I
11	4	2	wash
11	4	3	my
11	4	4	face
11	4	5	in
11	4	6	the
11	4	7	morning
11	4	8	and
11	4	9	hands
11	4	10	after
11	4	11	every
11	4	12	meal
11	4	13	.
			
11	5	1	That
11	5	2	’s
11	5	3	good
11	5	4	.
11	5	5	Do
11	5	6	you
11	5	7	find
11	5	8	it
11	5	9	easy
11	5	10	to
11	5	11	wash
11	5	12	your
11	5	13	feet
11	5	14	as
11	5	15	well
11	5	16	?
			
11	6	1	Yes
11	6	2	,
11	6	3	I
11	6	4	do
11	6	5	.
11	6	6	I
11	6	7	use
11	6	8	a
11	6	9	long
11	6	10	-
11	6	11	handled
11	6	12	brush
11	6	13	to
11	6	14	reach
11	6	15	them
11	6	16	easily
11	6	17	.
			
11	7	1	How
11	7	2	often
11	7	3	do
11	7	4	you
11	7	5	wash
11	7	6	your
11	7	7	hair
11	7	8	?
			
11	8	1	I
11	8	2	wash
11	8	3	my
11	8	4	hair
11	8	5	twice
11	8	6	a
11	8	7	week
11	8	8	on
11	8	9	Thursday
11	8	10	and
11	8	11	Sunday
11	8	12	.
			
11	9	1	That
11	9	2	sounds
11	9	3	like
11	9	4	a
11	9	5	good
11	9	6	routine
11	9	7	,
11	9	8	Mrs.
11	9	9	Thompson
11	9	10	.
11	9	11	Keen
11	9	12	on
11	9	13	staying
11	9	14	clean
11	9	15	!
			
			
12	1	1	How
12	1	2	do
12	1	3	you
12	1	4	usually
12	1	5	start
12	1	6	your
12	1	7	day
12	1	8	,
12	1	9	making
12	1	10	sure
12	1	11	you
12	1	12	feel
12	1	13	fresh
12	1	14	and
12	1	15	clean
12	1	16	?
			
12	2	1	Each
12	2	2	morning
12	2	3	,
12	2	4	I
12	2	5	begin
12	2	6	by
12	2	7	having
12	2	8	a
12	2	9	warm
12	2	10	shower
12	2	11	to
12	2	12	wake
12	2	13	me
12	2	14	up
12	2	15	.
			
12	3	1	And
12	3	2	what
12	3	3	about
12	3	4	getting
12	3	5	germs
12	3	6	off
12	3	7	your
12	3	8	hands
12	3	9	,
12	3	10	when
12	3	11	do
12	3	12	you
12	3	13	do
12	3	14	that
12	3	15	?
			
12	4	1	I
12	4	2	often
12	4	3	wash
12	4	4	my
12	4	5	hands
12	4	6	before
12	4	7	mealtimes
12	4	8	and
12	4	9	after
12	4	10	using
12	4	11	the
12	4	12	restroom
12	4	13	.
			
12	5	1	That
12	5	2	's
12	5	3	a
12	5	4	good
12	5	5	habit
12	5	6	!
12	5	7	How
12	5	8	do
12	5	9	you
12	5	10	take
12	5	11	care
12	5	12	of
12	5	13	your
12	5	14	feet
12	5	15	to
12	5	16	keep
12	5	17	them
12	5	18	clean
12	5	19	and
12	5	20	healthy
12	5	21	?
			
12	6	1	I
12	6	2	make
12	6	3	sure
12	6	4	to
12	6	5	wash
12	6	6	my
12	6	7	feet
12	6	8	thoroughly
12	6	9	while
12	6	10	showering
12	6	11	and
12	6	12	dry
12	6	13	them
12	6	14	well
12	6	15	after
12	6	16	.
			
12	7	1	It
12	7	2	sounds
12	7	3	like
12	7	4	you
12	7	5	've
12	7	6	got
12	7	7	a
12	7	8	routine
12	7	9	down
12	7	10	.
12	7	11	How
12	7	12	do
12	7	13	you
12	7	14	take
12	7	15	care
12	7	16	of
12	7	17	your
12	7	18	skin
12	7	19	?
			
12	8	1	I
12	8	2	use
12	8	3	a
12	8	4	gentle
12	8	5	face
12	8	6	wash
12	8	7	twice
12	8	8	a
12	8	9	day
12	8	10	to
12	8	11	keep
12	8	12	my
12	8	13	skin
12	8	14	clean
12	8	15	and
			
			
13	1	1	How
13	1	2	do
13	1	3	you
13	1	4	usually
13	1	5	start
13	1	6	your
13	1	7	day
13	1	8	,
13	1	9	regarding
13	1	10	self
13	1	11	-
13	1	12	care
13	1	13	?
			
13	2	1	In
13	2	2	the
13	2	3	morning
13	2	4	,
13	2	5	I
13	2	6	bathe
13	2	7	.
13	2	8	How
13	2	9	as
13	2	10	you
13	2	11	suggested
13	2	12	,
13	2	13	I
13	2	14	start
13	2	15	?
			
13	3	1	Do
13	3	2	you
13	3	3	bathe
13	3	4	in
13	3	5	the
13	3	6	tub
13	3	7	or
13	3	8	shower
13	3	9	?
			
13	4	1	I
13	4	2	prefer
13	4	3	using
13	4	4	the
13	4	5	shower
13	4	6	for
13	4	7	bathing
13	4	8	.
			
13	5	1	Sounds
13	5	2	good
13	5	3	.
13	5	4	When
13	5	5	do
13	5	6	you
13	5	7	usually
13	5	8	wash
13	5	9	your
13	5	10	hair
13	5	11	?
			
13	6	1	I
13	6	2	wash
13	6	3	my
13	6	4	hair
13	6	5	every
13	6	6	other
13	6	7	day
13	6	8	in
13	6	9	the
13	6	10	shower
13	6	11	.
			
13	7	1	That
13	7	2	's
13	7	3	great
13	7	4	!
13	7	5	How
13	7	6	about
13	7	7	washing
13	7	8	your
13	7	9	feet
13	7	10	?
			
13	8	1	I
13	8	2	wash
13	8	3	my
13	8	4	feet
13	8	5	while
13	8	6	taking
13	8	7	a
13	8	8	shower
13	8	9	every
13	8	10	day
13	8	11	.
			
			
14	1	1	How
14	1	2	do
14	1	3	you
14	1	4	usually
14	1	5	start
14	1	6	your
14	1	7	day
14	1	8	,
14	1	9	making
14	1	10	sure
14	1	11	you
14	1	12	're
14	1	13	taking
14	1	14	care
14	1	15	of
14	1	16	yourself
14	1	17	?
			
14	2	1	I
14	2	2	always
14	2	3	start
14	2	4	my
14	2	5	day
14	2	6	with
14	2	7	washing
14	2	8	my
14	2	9	face
14	2	10	and
14	2	11	brushing
14	2	12	my
14	2	13	teeth
14	2	14	in
14	2	15	the
14	2	16	morning
14	2	17	.
			
14	3	1	That
14	3	2	's
14	3	3	great
14	3	4	to
14	3	5	hear
14	3	6	!
14	3	7	How
14	3	8	about
14	3	9	taking
14	3	10	a
14	3	11	shower
14	3	12	?
14	3	13	When
14	3	14	do
14	3	15	you
14	3	16	usually
14	3	17	do
14	3	18	it
14	3	19	?
			
14	4	1	I
14	4	2	prefer
14	4	3	showering
14	4	4	in
14	4	5	the
14	4	6	evening
14	4	7	.
14	4	8	I
14	4	9	find
14	4	10	it
14	4	11	relaxing
14	4	12	before
14	4	13	going
14	4	14	to
14	4	15	bed
14	4	16	.
			
14	5	1	It
14	5	2	sounds
14	5	3	like
14	5	4	a
14	5	5	nice
14	5	6	routine
14	5	7	.
14	5	8	Do
14	5	9	you
14	5	10	use
14	5	11	anything
14	5	12	specific
14	5	13	for
14	5	14	washing
14	5	15	your
14	5	16	feet
14	5	17	?
			
14	6	1	Yes
14	6	2	,
14	6	3	I
14	6	4	use
14	6	5	a
14	6	6	gentle
14	6	7	soap
14	6	8	and
14	6	9	a
14	6	10	scrubber
14	6	11	to
14	6	12	make
14	6	13	sure
14	6	14	my
14	6	15	feet
14	6	16	are
14	6	17	clean
14	6	18	and
14	6	19	healthy
14	6	20	.
			
14	7	1	That
14	7	2	's
14	7	3	important
14	7	4	for
14	7	5	self
14	7	6	-
14	7	7	care
14	7	8	.
14	7	9	What
14	7	10	about
14	7	11	washing
14	7	12	your
14	7	13	hair
14	7	14	?
14	7	15	How
14	7	16	often
14	7	17	do
14	7	18	you
14	7	19	do
14	7	20	it
14	7	21	?
			
14	8	1	I
14	8	2	wash
14	8	3	my
14	8	4	hair
14	8	5	twice
14	8	6	a
			
			
15	1	1	How
15	1	2	do
15	1	3	you
15	1	4	usually
15	1	5	start
15	1	6	your
15	1	7	day
15	1	8	in
15	1	9	terms
15	1	10	of
15	1	11	self
15	1	12	-
15	1	13	care
15	1	14	?
			
15	2	1	I
15	2	2	usually
15	2	3	start
15	2	4	my
15	2	5	day
15	2	6	by
15	2	7	washing
15	2	8	my
15	2	9	face
15	2	10	and
15	2	11	brushing
15	2	12	my
15	2	13	teeth
15	2	14	in
15	2	15	the
15	2	16	morning
15	2	17	.
			
15	3	1	And
15	3	2	when
15	3	3	do
15	3	4	you
15	3	5	usually
15	3	6	have
15	3	7	a
15	3	8	shower
15	3	9	or
15	3	10	bathe
15	3	11	during
15	3	12	the
15	3	13	day
15	3	14	?
			
15	4	1	I
15	4	2	prefer
15	4	3	to
15	4	4	have
15	4	5	a
15	4	6	shower
15	4	7	in
15	4	8	the
15	4	9	evening
15	4	10	before
15	4	11	going
15	4	12	to
15	4	13	bed
