conversation	sent_id	token_id	token
4	6	10	for
4	6	11	a
4	6	12	leisurely
4	6	13	stroll
4	6	14	.
			
4	7	1	Sounds
4	7	2	like
4	7	3	a
4	7	4	nice
4	7	5	way
4	7	6	to
4	7	7	start
4	7	8	the
4	7	9	day
4	7	10	.
4	7	11	Did
4	7	12	you
4	7	13	stay
4	7	14	long
4	7	15	at
4	7	16	the
4	7	17	park
4	7	18	?
			
4	8	1	We
4	8	2	stayed
4	8	3	for
4	8	4	about
4	8	5	an
4	8	6	hour
4	8	7	before
4	8	8	heading
4	8	9	back
4	8	10	home
4	8	11	.
			
4	9	1	I
4	9	2	'm
4	9	3	glad
4	9	4	you
4	9	5	had
4	9	6	a
4	9	7	pleasant
4	9	8	experience
			
			
5	1	1	Do
5	1	2	you
5	1	3	go
5	1	4	out
5	1	5	often
5	1	6	,
5	1	7	or
5	1	8	do
5	1	9	you
5	1	10	prefer
5	1	11	staying
5	1	12	home
5	1	13	most
5	1	14	of
5	1	15	the
5	1	16	time
5	1	17	?
			
5	2	1	I
5	2	2	try
5	2	3	to
5	2	4	go
5	2	5	out
5	2	6	every
5	2	7	morning
5	2	8	to
5	2	9	run
5	2	10	errands
5	2	11	.
			
5	3	1	How
5	3	2	do
5	3	3	you
5	3	4	usually
5	3	5	get
5	3	6	around
5	3	7	for
5	3	8	your
5	3	9	errands
5	3	10	?
			
5	4	1	I
5	4	2	take
5	4	3	the
5	4	4	bus
5	4	5	to
5	4	6	the
5	4	7	market
5	4	8	and
5	4	9	walk
5	4	10	to
5	4	11	the
5	4	12	pharmacy
5	4	13	.
			
5	5	1	Do
5	5	2	you
5	5	3	enjoy
5	5	4	the
5	5	5	bus
5	5	6	ride
5	5	7	or
5	5	8	do
5	5	9	you
5	5	10	find
5	5	11	it
5	5	12	tiring
5	5	13	?
			
5	6	1	I
5	6	2	quite
5	6	3	like
5	6	4	seeing
5	6	5	different
5	6	6	people
5	6	7	during
5	6	8	the
5	6	9	bus
5	6	10	ride
5	6	11	.
			
5	7	1	That
5	7	2	sounds
5	7	3	nice
5	7	4	.
5	7	5	What
5	7	6	do
5	7	7	you
5	7	8	do
5	7	9	after
5	7	10	you
5	7	11	finish
5	7	12	your
5	7	13	errands
5	7	14	?
			
5	8	1	Sometimes
5	8	2	I
5	8	3	treat
5	8	4	myself
5	8	5	and
5	8	6	take
5	8	7	a
5	8	8	taxi
5	8	9	home
5	8	10	.
			
5	9	1	That
5	9	2	's
5	9	3	a
5	9	4	nice
5	9	5	way
5	9	6	to
5	9	7	end
5	9	8	your
5	9	9	day
5	9	10	out
5	9	11	!
			
			
6	1	1	How
6	1	2	was
6	1	3	your
6	1	4	day
6	1	5	today
6	1	6	?
			
6	2	1	Oh
6	2	2	,
6	2	3	it
6	2	4	was
6	2	5	good
6	2	6	.
6	2	7	I
6	2	8	went
6	2	9	for
6	2	10	a
6	2	11	walk
6	2	12	in
6	2	13	the
6	2	14	park
6	2	15	this
6	2	16	morning
6	2	17	.
			
6	3	1	That
6	3	2	sounds
6	3	3	nice
6	3	4	.
6	3	5	How
6	3	6	do
6	3	7	you
6	3	8	usually
6	3	9	get
6	3	10	to
6	3	11	the
6	3	12	park
6	3	13	?
			
6	4	1	I
6	4	2	usually
6	4	3	take
6	4	4	the
6	4	5	bus
6	4	6	that
6	4	7	stops
6	4	8	near
6	4	9	my
6	4	10	house
6	4	11	.
			
6	5	1	That
6	5	2	's
6	5	3	convenient
6	5	4	.
6	5	5	What
6	5	6	time
6	5	7	did
6	5	8	you
6	5	9	catch
6	5	10	the
6	5	11	bus
6	5	12	today
6	5	13	?
			
6	6	1	I
6	6	2	caught
6	6	3	the
6	6	4	bus
6	6	5	around
6	6	6	9
6	6	7	a.m.
6	6	8	this
6	6	9	morning
6	6	10	.
			
6	7	1	Did
6	7	2	you
6	7	3	have
6	7	4	a
6	7	5	peaceful
6	7	6	walk
6	7	7	in
6	7	8	the
6	7	9	park
6	7	10	today
6	7	11	?
			
6	8	1	Yes
6	8	2	,
6	8	3	it
6	8	4	was
6	8	5	very
6	8	6	peaceful
6	8	7	.
6	8	8	I
6	8	9	enjoy
6	8	10	spending
6	8	11	time
6	8	12	outdoors
6	8	13	.
			
6	9	1	It
6	9	2	's
6	9	3	great
6	9	4	to
6	9	5	hear
6	9	6	that
6	9	7	you
6	9	8	had
6	9	9	a
6	9	10	pleasant
6	9	11	morning
6	9	12	.
			
			
7	1	1	How
7	1	2	was
7	1	3	your
7	1	4	day
7	1	5	,
7	1	6	did
7	1	7	you
7	1	8	go
7	1	9	for
7	1	10	a
7	1	11	walk
7	1	12	today
7	1	13	?
			
7	2	1	Oh
7	2	2	no
7	2	3	,
7	2	4	I
7	2	5	did
7	2	6	n't
7	2	7	walk
7	2	8	today
7	2	9	.
7	2	10	I
7	2	11	took
7	2	12	a
7	2	13	taxi
7	2	14	to
7	2	15	the
7	2	16	market
7	2	17	in
7	2	18	the
7	2	19	morning
7	2	20	.
			
7	3	1	That
7	3	2	's
7	3	3	convenient
7	3	4	.
7	3	5	How
7	3	6	was
7	3	7	your
7	3	8	trip
7	3	9	in
7	3	10	the
7	3	11	taxi
7	3	12	?
			
7	4	1	It
7	4	2	was
7	4	3	comfortable
7	4	4	,
7	4	5	but
7	4	6	I
7	4	7	prefer
7	4	8	driving
7	4	9	my
7	4	10	car
7	4	11	if
7	4	12	it
7	4	13	's
7	4	14	not
7	4	15	too
7	4	16	far
7	4	17	.
			
7	5	1	I
7	5	2	understand
7	5	3	.
7	5	4	Do
7	5	5	you
7	5	6	usually
7	5	7	drive
7	5	8	yourself
7	5	9	around
7	5	10	the
7	5	11	neighborhood
7	5	12	?
			
7	6	1	Yes
7	6	2	,
7	6	3	I
7	6	4	do
7	6	5	.
7	6	6	It
7	6	7	's
7	6	8	good
7	6	9	for
7	6	10	me
7	6	11	to
7	6	12	keep
7	6	13	active
7	6	14	and
7	6	15	independent
7	6	16	.
			
7	7	1	That
7	7	2	's
7	7	3	great
7	7	4	to
7	7	5	hear
7	7	6	.
7	7	7	Have
7	7	8	you
7	7	9	been
7	7	10	driving
7	7	11	for
7	7	12	a
7	7	13	long
7	7	14	time
7	7	15	?
			
7	8	1	Oh
7	8	2	yes
7	8	3	,
7	8	4	I
7	8	5	've
7	8	6	been
7	8	7	driving
7	8	8	for
7	8	9	over
7	8	10	40
7	8	11	years
7	8	12	now
7	8	13	.
			
			
8	1	1	How
8	1	2	do
8	1	3	you
8	1	4	usually
8	1	5	get
8	1	6	to
8	1	7	the
8	1	8	grocery
8	1	9	store
8	1	10	?
			
8	2	1	Oh
8	2	2	,
8	2	3	I
8	2	4	take
8	2	5	the
8	2	6	bus
8	2	7	every
8	2	8	Saturday
8	2	9	morning
8	2	10	.
			
8	3	1	That
8	3	2	's
8	3	3	convenient
8	3	4	.
8	3	5	Do
8	3	6	you
8	3	7	have
8	3	8	any
8	3	9	difficulty
8	3	10	stepping
8	3	11	onto
8	3	12	the
8	3	13	bus
8	3	14	?
			
8	4	1	Yes
8	4	2	,
8	4	3	I
8	4	4	often
8	4	5	need
8	4	6	help
8	4	7	from
8	4	8	the
8	4	9	driver
8	4	10	or
8	4	11	other
8	4	12	passengers
8	4	13	.
			
8	5	1	I
8	5	2	see
8	5	3	.
8	5	4	And
8	5	5	what
8	5	6	about
8	5	7	going
8	5	8	to
8	5	9	the
8	5	10	doctor
8	5	11	's
8	5	12	appointments
8	5	13	?
			
8	6	1	My
8	6	2	son
8	6	3	drives
8	6	4	me
8	6	5	there
8	6	6	every
8	6	7	other
8	6	8	week
8	6	9	.
			
8	7	1	That
8	7	2	's
8	7	3	nice
8	7	4	of
8	7	5	him
8	7	6	.
8	7	7	Do
8	7	8	you
8	7	9	find
8	7	10	it
8	7	11	comfortable
8	7	12	in
8	7	13	the
8	7	14	car
8	7	15	?
			
8	8	1	Yes
8	8	2	,
8	8	3	but
8	8	4	sometimes
8	8	5	getting
8	8	6	in
8	8	7	and
8	8	8	out
8	8	9	is
8	8	10	a
8	8	11	bit
8	8	12	challenging
8	8	13	for
8	8	14	me
8	8	15	.
			
			
9	1	1	How
9	1	2	was
9	1	3	your
9	1	4	day
9	1	5	,
9	1	6	Barbara
9	1	7	?
			
9	2	1	Oh
9	2	2	,
9	2	3	it
9	2	4	was
9	2	5	quite
9	2	6	eventful
9	2	7	!
			
9	3	1	What
9	3	2	did
9	3	3	you
9	3	4	do
9	3	5	today
9	3	6	?
			
9	4	1	I
9	4	2	took
9	4	3	a
9	4	4	bus
9	4	5	to
9	4	6	the
9	4	7	park
9	4	8	this
9	4	9	afternoon
9	4	10	.
			
9	5	1	That
9	5	2	sounds
9	5	3	nice
9	5	4	.
9	5	5	Did
9	5	6	you
9	5	7	go
9	5	8	alone
9	5	9	?
			
9	6	1	No
9	6	2	,
9	6	3	my
9	6	4	neighbor
9	6	5	joined
9	6	6	me
9	6	7	for
9	6	8	a
9	6	9	walk
9	6	10	.
			
9	7	1	How
9	7	2	did
9	7	3	you
9	7	4	feel
9	7	5	during
9	7	6	the
9	7	7	bus
9	7	8	ride
9	7	9	?
			
9	8	1	I
9	8	2	felt
9	8	3	a
9	8	4	bit
9	8	5	shaky
9	8	6	but
9	8	7	managed
9	8	8	just
9	8	9	fine
9	8	10	.
			
			
10	1	1	How
10	1	2	was
10	1	3	your
10	1	4	day
10	1	5	so
10	1	6	far
10	1	7	?
			
10	2	1	Oh
10	2	2	,
10	2	3	I
10	2	4	woke
10	2	5	up
10	2	6	early
10	2	7	and
10	2	8	took
10	2	9	a
10	2	10	bus
10	2	11	to
10	2	12	the
10	2	13	bakery
10	2	14	to
10	2	15	buy
10	2	16	some
10	2	17	bread
10	2	18	.
			
10	3	1	That
10	3	2	sounds
10	3	3	nice
10	3	4	.
10	3	5	How
10	3	6	was
10	3	7	the
10	3	8	bus
10	3	9	ride
10	3	10	this
10	3	11	morning
10	3	12	?
			
10	4	1	It
10	4	2	was
10	4	3	quite
10	4	4	smooth
10	4	5	.
10	4	6	I
10	4	7	sat
10	4	8	near
10	4	9	the
10	4	10	front
10	4	11	to
10	4	12	make
10	4	13	it
10	4	14	easy
10	4	15	to
10	4	16	get
10	4	17	off
10	4	18	.
			
10	5	1	Did
10	5	2	you
10	5	3	have
10	5	4	any
10	5	5	plans
10	5	6	for
10	5	7	later
10	5	8	today
10	5	9	?
			
10	6	1	Yes
10	6	2	,
10	6	3	I
10	6	4	need
10	6	5	to
10	6	6	drive
10	6	7	to
10	6	8	the
10	6	9	pharmacy
10	6	10	to
10	6	11	pick
10	6	12	up
10	6	13	my
10	6	14	medication
10	6	15	.
			
10	7	1	Are
10	7	2	you
10	7	3	feeling
10	7	4	up
10	7	5	to
10	7	6	driving
10	7	7	today
10	7	8	?
			
10	8	1	I
10	8	2	feel
10	8	3	confident
10	8	4	taking
10	8	5	a
10	8	6	short
10	8	7	drive
10	8	8	to
10	8	9	the
10	8	10	pharmacy
10	8	11	and
10	8	12	back
10	8	13	.
			
10	9	1	Alright
10	9	2	,
10	9	3	just
10	9	4	drive
10	9	5	safely
10	9	6	and
10	9	7	take
10	9	8	care
10	9	9	of
10	9	10	yourself
10	9	11	.
			
			
11	1	1	How
11	1	2	was
11	1	3	your
11	1	4	day
11	1	5	today
11	1	6	?
11	1	7	Any
11	1	8	interesting
11	1	9	activities
11	1	10	?
			
11	2	1	I
11	2	2	went
11	2	3	for
11	2	4	a
11	2	5	walk
11	2	6	in
11	2	7	the
11	2	8	park
11	2	9	this
11	2	10	morning
11	2	11	.
			
11	3	1	That
11	3	2	sounds
11	3	3	lovely
11	3	4	.
11	3	5	How
11	3	6	did
11	3	7	you
11	3	8	get
11	3	9	to
11	3	10	the
11	3	11	park
11	3	12	?
			
11	4	1	I
11	4	2	walked
11	4	3	there
11	4	4	;
11	4	5	it
11	4	6	's
11	4	7	not
11	4	8	too
11	4	9	far
11	4	10	from
11	4	11	my
11	4	12	place
11	4	13	.
			
11	5	1	Did
11	5	2	you
11	5	3	use
11	5	4	any
11	5	5	walking
11	5	6	aids
11	5	7	today
11	5	8	?
			
11	6	1	No
11	6	2	,
11	6	3	I
11	6	4	felt
11	6	5	strong
11	6	6	enough
11	6	7	to
11	6	8	walk
11	6	9	without
11	6	10	any
11	6	11	assistive
11	6	12	devices
11	6	13	.
			
11	7	1	That
11	7	2	's
11	7	3	great
11	7	4	to
11	7	5	hear
11	7	6	.
11	7	7	How
11	7	8	long
11	7	9	did
11	7	10	you
11	7	11	spend
11	7	12	at
11	7	13	the
11	7	14	park
11	7	15	?
			
11	8	1	I
11	8	2	stayed
11	8	3	for
11	8	4	about
11	8	5	an
11	8	6	hour
11	8	7	,
11	8	8	enjoying
11	8	9	the
11	8	10	fresh
11	8	11	air
11	8	12	and
11	8	13	scenery
11	8	14	.
			
11	9	1	Sounds
11	9	2	like
11	9	3	a
11	9	4	nice
11	9	5	way
11	9	6	to
11	9	7	start
11	9	8	your
11	9	9	day
11	9	10	!
			
			
12	1	1	How
12	1	2	was
12	1	3	your
12	1	4	day
12	1	5	yesterday
12	1	6	?
12	1	7	Did
12	1	8	you
12	1	9	go
12	1	10	out
12	1	11	anywhere
12	1	12	interesting
12	1	13	?
			
12	2	1	Oh
12	2	2	,
12	2	3	I
12	2	4	ventured
12	2	5	out
12	2	6	in
12	2	7	the
12	2	8	afternoon
12	2	9	to
12	2	10	the
12	2	11	local
12	2	12	park
12	2	13	.
			
12	3	1	That
12	3	2	's
12	3	3	nice
12	3	4	.
12	3	5	How
12	3	6	did
12	3	7	you
12	3	8	get
12	3	9	to
12	3	10	the
12	3	11	park
12	3	12	?
			
12	4	1	I
12	4	2	took
12	4	3	the
12	4	4	bus
12	4	5	,
12	4	6	it
12	4	7	's
12	4	8	convenient
12	4	9	for
12	4	10	me
12	4	11	.
			
12	5	1	That
12	5	2	's
12	5	3	great
12	5	4	!
12	5	5	Do
12	5	6	you
12	5	7	usually
12	5	8	take
12	5	9	the
12	5	10	bus
12	5	11	for
12	5	12	your
12	5	13	outings
12	5	14	?
			
12	6	1	Yes
12	6	2	,
12	6	3	the
12	6	4	bus
12	6	5	is
12	6	6	accessible
12	6	7	and
12	6	8	saves
12	6	9	me
12	6	10	the
12	6	11	trouble
12	6	12	of
12	6	13	driving
12	6	14	.
			
12	7	1	I
12	7	2	'm
12	7	3	glad
12	7	4	to
12	7	5	hear
12	7	6	the
12	7	7	bus
12	7	8	is
12	7	9	a
12	7	10	good
12	7	11	option
12	7	12	for
12	7	13	you
12	7	14	.
			
12	8	1	It
12	8	2	truly
12	8	3	is
12	8	4	,
12	8	5	makes
12	8	6	getting
12	8	7	around
12	8	8	much
12	8	9	easier
12	8	10	nowadays
12	8	11	.
			
			
13	1	1	How
13	1	2	was
13	1	3	your
13	1	4	day
13	1	5	today
13	1	6	?
			
13	2	1	Not
13	2	2	bad
13	2	3	,
13	2	4	I
13	2	5	managed
13	2	6	to
13	2	7	take
13	2	8	a
13	2	9	walk
13	2	10	in
13	2	11	the
13	2	12	park
13	2	13	this
13	2	14	morning
13	2	15	.
			
13	3	1	That
13	3	2	sounds
13	3	3	nice
13	3	4	!
13	3	5	How
13	3	6	far
13	3	7	did
13	3	8	you
13	3	9	walk
13	3	10	?
			
13	4	1	Just
13	4	2	a
13	4	3	quick
13	4	4	lap
13	4	5	around
13	4	6	the
13	4	7	pond
13	4	8	,
13	4	9	about
13	4	10	10
13	4	11	minutes
13	4	12	.
			
13	5	1	Did
13	5	2	you
13	5	3	use
13	5	4	your
13	5	5	walking
13	5	6	stick
13	5	7	today
13	5	8	?
			
13	6	1	Yes
13	6	2	,
13	6	3	I
13	6	4	find
13	6	5	it
13	6	6	helpful
13	6	7	for
13	6	8	balance
13	6	9	.
			
13	7	1	Have
13	7	2	you
13	7	3	thought
13	7	4	about
13	7	5	trying
13	7	6	swimming
13	7	7	for
13	7	8	some
13	7	9	exercise
13	7	10	?
			
13	8	1	I
13	8	2	used
13	8	3	to
13	8	4	go
13	8	5	swimming
13	8	6	with
13	8	7	my
13	8	8	grandchildren
13	8	9	at
13	8	10	the
13	8	11	pool
13	8	12	.
			
13	9	1	That
13	9	2	's
13	9	3	great
13	9	4	!
13	9	5	Maybe
13	9	6	you
13	9	7	can
13	9	8	try
13	9	9	that
13	9	10	again
13	9	11	sometime
13	9	12	.
			
			
14	1	1	How
14	1	2	do
14	1	3	you
14	1	4	usually
14	1	5	manage
14	1	6	to
14	1	7	get
14	1	8	to
14	1	9	your
14	1	10	appointments
14	1	11	,
14	1	12	Mary
14	1	13	?
			
14	2	1	Oh
14	2	2	,
14	2	3	I
14	2	4	take
14	2	5	the
14	2	6	bus
14	2	7	every
14	2	8	Thursday
14	2	9	morning
14	2	10	to
14	2	11	go
14	2	12	to
14	2	13	the
14	2	14	clinic
14	2	15	.
			
14	3	1	That
14	3	2	's
14	3	3	great
14	3	4	.
14	3	5	Is
14	3	6	the
14	3	7	bus
14	3	8	stop
14	3	9	near
14	3	10	your
14	3	11	house
14	3	12	?
			
14	4	1	Yes
14	4	2	,
14	4	3	it
14	4	4	's
14	4	5	just
14	4	6	a
14	4	7	five
14	4	8	-
14	4	9	minute
14	4	10	walk
14	4	11	away
14	4	12	.
			
14	5	1	Do
14	5	2	you
14	5	3	find
14	5	4	it
14	5	5	easy
14	5	6	to
14	5	7	navigate
14	5	8	the
14	5	9	bus
14	5	10	schedule
14	5	11	?
			
14	6	1	With
14	6	2	my
14	6	3	timetable
14	6	4	in
14	6	5	hand
14	6	6	,
14	6	7	it
14	6	8	's
14	6	9	not
14	6	10	too
14	6	11	confusing
14	6	12	.
			
14	7	1	It
14	7	2	's
14	7	3	good
14	7	4	you
14	7	5	have
14	7	6	a
14	7	7	system
14	7	8	that
14	7	9	works
14	7	10	for
14	7	11	you
14	7	12	.
14	7	13	How
14	7	14	was
14	7	15	your
14	7	16	last
14	7	17	journey
14	7	18	on
14	7	19	the
14	7	20	bus
14	7	21	?
			
14	8	1	It
14	8	2	was
14	8	3	smooth
14	8	4	;
14	8	5	I
14	8	6	even
14	8	7	had
14	8	8	a
14	8	9	nice
14	8	10	chat
14	8	11	with
14	8	12	the
14	8	13	driver
14	8	14	.
			
			
15	1	1	How
15	1	2	was
15	1	3	your
15	1	4	day
15	1	5	,
15	1	6	getting
15	1	7	around
15	1	8	today
15	1	9	?
			
15	2	1	I
15	2	2	took
15	2	3	a
15	2	4	leisurely
15	2	5	walk
15	2	6	in
15	2	7	the
15	2	8	park
15	2	9	this
15	2	10	morning
15	2	11	.
			
15	3	1	Sounds
15	3	2	like
15	3	3	a
15	3	4	pleasant
15	3	5	way
15	3	6	to
15	3	7	start
15	3	8	the
15	3	9	day
15	3	10	.
15	3	11	Did
15	3	12	you
15	3	13	need
15	3	14	any
15	3	15	assistance
15	3	16	?
			
15	4	1	No
15	4	2	,
15	4	3	I
15	4	4	managed
15	4	5	to
15	4	6	walk
15	4	7	without
15	4	8	any
15	4	9	assistance
15	4	10	today
15	4	11	.
			
15	5	1	That
15	5	2	's
15	5	3	great
15	5	4	to
15	5	5	hear
15	5	6	.
15	5	7	Have
15	5	8	you
15	5	9	made
15	5	10	any
15	5	11	exciting
15	5	12	plans
15	5	13	for
15	5	14	later
15	5	15	?
			
15	6	1	I
15	6	2	have
15	6	3	an
15	6	4	appointment
15	6	5	with
15	6	6	my
15	6	7	doctor
15	6	8	in
15	6	9	the
15	6	10	afternoon
15	6	11	.
			
15	7	1	Will
15	7	2	you
15	7	3	be
15	7	4	driving
15	7	5	there
15	7	6	yourself
15	7	7	?
			
15	8	1	No
15	8	2	,
15	8	3	my
15	8	4	son
15	8	5	will
15	8	6	drive
15	8	7	me
15	8	8	to
15	8	9	the
15	8	10	appointment
15	8	11	.
			
15	9	1	That
15	9	2	's
15	9	3	lovely
15	9	4	.
15	9	5	I
15	9	6	hope
15	9	7	everything
15	9	8	goes
15	9	9	well
15	9	10	during
15	9	11	your
15	9	12	appointment
15	9	13	.
			
			
16	1	1	How
16	1	2	was
16	1	3	your
16	1	4	day
16	1	5	today
16	1	6	,
16	1	7	getting
16	1	8	around
16	1	9	?
			
16	2	1	I
16	2	2	took
16	2	3	the
16	2	4	bus
16	2	5	to
