conversation	sent_id	token_id	token
2	7	3	you
2	7	4	maintain
2	7	5	a
2	7	6	clean
2	7	7	living
2	7	8	space
2	7	9	?
			
2	8	1	I
2	8	2	like
2	8	3	to
2	8	4	tidy
2	8	5	up
2	8	6	each
2	8	7	room
2	8	8	daily
2	8	9	and
2	8	10	do
2	8	11	a
2	8	12	deep
2	8	13	cleaning
2	8	14	on
2	8	15	weekends
2	8	16	.
			
2	9	1	Who
2	9	2	do
2	9	3	you
2	9	4	turn
2	9	5	to
2	9	6	for
2	9	7	help
2	9	8	around
2	9	9	the
2	9	10	house
2	9	11	?
			
2	10	1	I
2	10	2	always
2	10	3	rely
2	10	4	on
2	10	5	my
2	10	6	granddaughter
2	10	7	whenever
2	10	8	I
2	10	9	need
2	10	10	a
2	10	11	hand
2	10	12	with
2	10	13	anything
2	10	14	heavy
2	10	15	.
			
2	11	1	What
2	11	2	's
2	11	3	the
2	11	4	most
2	11	5	rewarding
			
			
3	1	1	How
3	1	2	often
3	1	3	do
3	1	4	you
3	1	5	water
3	1	6	your
3	1	7	plants
3	1	8	,
3	1	9	Mrs.
3	1	10	Jenkins
3	1	11	?
			
3	2	1	Oh
3	2	2	,
3	2	3	I
3	2	4	make
3	2	5	sure
3	2	6	to
3	2	7	water
3	2	8	them
3	2	9	every
3	2	10	morning
3	2	11	.
			
3	3	1	That
3	3	2	's
3	3	3	great
3	3	4	!
3	3	5	Do
3	3	6	you
3	3	7	have
3	3	8	any
3	3	9	favorite
3	3	10	plant
3	3	11	in
3	3	12	your
3	3	13	garden
3	3	14	?
			
3	4	1	Yes
3	4	2	,
3	4	3	my
3	4	4	rose
3	4	5	bushes
3	4	6	are
3	4	7	my
3	4	8	pride
3	4	9	and
3	4	10	joy
3	4	11	.
			
3	5	1	I
3	5	2	bet
3	5	3	they
3	5	4	must
3	5	5	be
3	5	6	beautiful
3	5	7	in
3	5	8	full
3	5	9	bloom
3	5	10	.
3	5	11	Do
3	5	12	you
3	5	13	also
3	5	14	enjoy
3	5	15	gardening
3	5	16	?
			
3	6	1	Gardening
3	6	2	brings
3	6	3	me
3	6	4	so
3	6	5	much
3	6	6	joy
3	6	7	,
3	6	8	especially
3	6	9	spending
3	6	10	time
3	6	11	outdoors
3	6	12	.
			
3	7	1	It
3	7	2	sounds
3	7	3	lovely
3	7	4	!
3	7	5	How
3	7	6	do
3	7	7	you
3	7	8	usually
3	7	9	unwind
3	7	10	after
3	7	11	a
3	7	12	day
3	7	13	of
3	7	14	caring
3	7	15	for
3	7	16	your
3	7	17	plants
3	7	18	?
			
3	8	1	I
3	8	2	enjoy
3	8	3	a
3	8	4	cup
3	8	5	of
3	8	6	tea
3	8	7	while
3	8	8	admiring
3	8	9	my
3	8	10	garden
3	8	11	in
3	8	12	the
3	8	13	evening
3	8	14	.
			
			
4	1	1	How
4	1	2	often
4	1	3	do
4	1	4	you
4	1	5	tend
4	1	6	to
4	1	7	your
4	1	8	garden
4	1	9	,
4	1	10	Peter
4	1	11	?
			
4	2	1	I
4	2	2	make
4	2	3	sure
4	2	4	to
4	2	5	check
4	2	6	on
4	2	7	my
4	2	8	plants
4	2	9	every
4	2	10	morning
4	2	11	and
4	2	12	water
4	2	13	them
4	2	14	when
4	2	15	needed
4	2	16	.
			
4	3	1	Do
4	3	2	you
4	3	3	handle
4	3	4	the
4	3	5	household
4	3	6	repairs
4	3	7	yourself
4	3	8	or
4	3	9	hire
4	3	10	someone
4	3	11	?
			
4	4	1	For
4	4	2	minor
4	4	3	repairs
4	4	4	,
4	4	5	I
4	4	6	try
4	4	7	to
4	4	8	fix
4	4	9	them
4	4	10	myself
4	4	11	using
4	4	12	my
4	4	13	toolbox
4	4	14	.
			
4	5	1	That
4	5	2	's
4	5	3	impressive
4	5	4	!
4	5	5	How
4	5	6	do
4	5	7	you
4	5	8	organize
4	5	9	your
4	5	10	weekly
4	5	11	cleaning
4	5	12	schedule
4	5	13	?
			
4	6	1	I
4	6	2	dedicate
4	6	3	a
4	6	4	few
4	6	5	hours
4	6	6	each
4	6	7	Saturday
4	6	8	morning
4	6	9	to
4	6	10	clean
4	6	11	the
4	6	12	entire
4	6	13	house
4	6	14	.
			
4	7	1	Do
4	7	2	you
4	7	3	find
4	7	4	it
4	7	5	challenging
4	7	6	to
4	7	7	care
4	7	8	for
4	7	9	both
4	7	10	your
4	7	11	plants
4	7	12	and
4	7	13	belongings
4	7	14	?
			
4	8	1	It
4	8	2	can
4	8	3	be
4	8	4	a
4	8	5	bit
4	8	6	overwhelming
4	8	7	,
4	8	8	but
4	8	9	I
4	8	10	enjoy
4	8	11	looking
4	8	12	after
4	8	13	them
4	8	14	.
			
4	9	1	Have
4	9	2	you
4	9	3	taught
4	9	4	your
4	9	5	grandchildren
4	9	6	any
4	9	7	household
4	9	8	tasks
4	9	9	to
4	9	10	help
4	9	11	you
4	9	12	?
			
4	10	1	Yes
4	10	2	,
4	10	3	they
4	10	4	often
4	10	5	help
4	10	6	with
4	10	7	setting
4	10	8	the
4	10	9	table
4	10	10	and
			
			
5	1	1	How
5	1	2	have
5	1	3	you
5	1	4	been
5	1	5	keeping
5	1	6	up
5	1	7	with
5	1	8	household
5	1	9	repairs
5	1	10	lately
5	1	11	?
			
5	2	1	I
5	2	2	try
5	2	3	to
5	2	4	fix
5	2	5	something
5	2	6	every
5	2	7	Monday
5	2	8	morning
5	2	9	.
			
5	3	1	That
5	3	2	sounds
5	3	3	like
5	3	4	a
5	3	5	good
5	3	6	routine
5	3	7	.
5	3	8	What
5	3	9	are
5	3	10	you
5	3	11	tackling
5	3	12	next
5	3	13	?
			
5	4	1	My
5	4	2	leaking
5	4	3	faucet
5	4	4	,
5	4	5	it
5	4	6	's
5	4	7	been
5	4	8	bothering
5	4	9	me
5	4	10	for
5	4	11	a
5	4	12	while
5	4	13	.
			
5	5	1	When
5	5	2	are
5	5	3	you
5	5	4	planning
5	5	5	to
5	5	6	take
5	5	7	care
5	5	8	of
5	5	9	it
5	5	10	?
			
5	6	1	Tomorrow
5	6	2	afternoon
5	6	3	,
5	6	4	I
5	6	5	already
5	6	6	bought
5	6	7	the
5	6	8	replacement
5	6	9	parts
5	6	10	.
			
5	7	1	That
5	7	2	's
5	7	3	proactive
5	7	4	of
5	7	5	you
5	7	6	.
5	7	7	Do
5	7	8	you
5	7	9	enjoy
5	7	10	these
5	7	11	tasks
5	7	12	?
			
5	8	1	It
5	8	2	keeps
5	8	3	me
5	8	4	busy
5	8	5	and
5	8	6	gives
5	8	7	me
5	8	8	a
5	8	9	sense
5	8	10	of
5	8	11	accomplishment
5	8	12	.
			
			
6	1	1	How
6	1	2	have
6	1	3	you
6	1	4	been
6	1	5	managing
6	1	6	the
6	1	7	household
6	1	8	lately
6	1	9	,
6	1	10	Mrs.
6	1	11	Thompson
6	1	12	?
			
6	2	1	I
6	2	2	usually
6	2	3	do
6	2	4	most
6	2	5	of
6	2	6	the
6	2	7	household
6	2	8	chores
6	2	9	on
6	2	10	Sundays
6	2	11	.
			
6	3	1	That
6	3	2	sounds
6	3	3	like
6	3	4	a
6	3	5	good
6	3	6	plan
6	3	7	.
6	3	8	How
6	3	9	do
6	3	10	you
6	3	11	go
6	3	12	about
6	3	13	repairing
6	3	14	things
6	3	15	around
6	3	16	the
6	3	17	house
6	3	18	?
			
6	4	1	I
6	4	2	try
6	4	3	to
6	4	4	fix
6	4	5	small
6	4	6	issues
6	4	7	myself
6	4	8	with
6	4	9	the
6	4	10	help
6	4	11	of
6	4	12	my
6	4	13	son
6	4	14	.
			
6	5	1	Do
6	5	2	you
6	5	3	also
6	5	4	take
6	5	5	care
6	5	6	of
6	5	7	the
6	5	8	plants
6	5	9	in
6	5	10	your
6	5	11	garden
6	5	12	?
			
6	6	1	Yes
6	6	2	,
6	6	3	I
6	6	4	spend
6	6	5	some
6	6	6	time
6	6	7	every
6	6	8	morning
6	6	9	watering
6	6	10	and
6	6	11	checking
6	6	12	on
6	6	13	them
6	6	14	.
			
6	7	1	That
6	7	2	's
6	7	3	a
6	7	4	nice
6	7	5	routine
6	7	6	.
6	7	7	How
6	7	8	about
6	7	9	assisting
6	7	10	your
6	7	11	husband
6	7	12	with
6	7	13	anything
6	7	14	at
6	7	15	home
6	7	16	?
			
6	8	1	I
6	8	2	help
6	8	3	him
6	8	4	with
6	8	5	cooking
6	8	6	dinner
6	8	7	in
6	8	8	the
6	8	9	evenings
6	8	10	.
6	8	11	Keeping
6	8	12	us
6	8	13	both
6	8	14	active
6	8	15	.
			
			
7	1	1	How
7	1	2	are
7	1	3	things
7	1	4	going
7	1	5	with
7	1	6	your
7	1	7	plants
7	1	8	,
7	1	9	Mr.
7	1	10	Richards
7	1	11	?
			
7	2	1	Oh
7	2	2	,
7	2	3	I
7	2	4	water
7	2	5	them
7	2	6	every
7	2	7	morning
7	2	8	around
7	2	9	7
7	2	10	am
7	2	11	.
			
7	3	1	That
7	3	2	's
7	3	3	great
7	3	4	,
7	3	5	so
7	3	6	they
7	3	7	must
7	3	8	be
7	3	9	thriving
7	3	10	well
7	3	11	.
			
7	4	1	Yes
7	4	2	,
7	4	3	they
7	4	4	are
7	4	5	indeed
7	4	6	.
7	4	7	It
7	4	8	's
7	4	9	a
7	4	10	wonderful
7	4	11	way
7	4	12	to
7	4	13	start
7	4	14	my
7	4	15	day
7	4	16	.
			
7	5	1	Do
7	5	2	you
7	5	3	have
7	5	4	any
7	5	5	other
7	5	6	routines
7	5	7	for
7	5	8	your
7	5	9	day
7	5	10	?
			
7	6	1	I
7	6	2	usually
7	6	3	tidy
7	6	4	up
7	6	5	the
7	6	6	living
7	6	7	room
7	6	8	after
7	6	9	breakfast
7	6	10	.
			
7	7	1	That
7	7	2	sounds
7	7	3	like
7	7	4	a
7	7	5	nice
7	7	6	and
7	7	7	productive
7	7	8	habit
7	7	9	to
7	7	10	have
7	7	11	.
			
7	8	1	It
7	8	2	helps
7	8	3	me
7	8	4	feel
7	8	5	organized
7	8	6	and
7	8	7	prepared
7	8	8	for
7	8	9	the
7	8	10	day
7	8	11	ahead
7	8	12	.
			
			
8	1	1	How
8	1	2	often
8	1	3	do
8	1	4	you
8	1	5	water
8	1	6	your
8	1	7	plants
8	1	8	,
8	1	9	and
8	1	10	what
8	1	11	kind
8	1	12	do
8	1	13	you
8	1	14	have
8	1	15	at
8	1	16	home
8	1	17	?
			
8	2	1	I
8	2	2	water
8	2	3	my
8	2	4	plants
8	2	5	every
8	2	6	Sunday
8	2	7	.
8	2	8	I
8	2	9	have
8	2	10	some
8	2	11	ferns
8	2	12	,
8	2	13	orchids
8	2	14	,
8	2	15	and
8	2	16	a
8	2	17	few
8	2	18	succulents
8	2	19	.
			
8	3	1	Do
8	3	2	you
8	3	3	enjoy
8	3	4	taking
8	3	5	care
8	3	6	of
8	3	7	your
8	3	8	plants
8	3	9	?
			
8	4	1	Yes
8	4	2	,
8	4	3	it
8	4	4	's
8	4	5	therapeutic
8	4	6	for
8	4	7	me
8	4	8	.
8	4	9	It
8	4	10	helps
8	4	11	me
8	4	12	relax
8	4	13	and
8	4	14	appreciate
8	4	15	nature
8	4	16	.
			
8	5	1	How
8	5	2	about
8	5	3	household
8	5	4	maintenance
8	5	5	?
8	5	6	When
8	5	7	do
8	5	8	you
8	5	9	usually
8	5	10	tackle
8	5	11	that
8	5	12	?
			
8	6	1	I
8	6	2	dedicate
8	6	3	Saturdays
8	6	4	to
8	6	5	household
8	6	6	maintenance
8	6	7	.
8	6	8	I
8	6	9	fix
8	6	10	any
8	6	11	minor
8	6	12	damages
8	6	13	as
8	6	14	needed
8	6	15	.
			
8	7	1	That
8	7	2	's
8	7	3	great
8	7	4	to
8	7	5	hear
8	7	6	.
8	7	7	Do
8	7	8	you
8	7	9	also
8	7	10	enjoy
8	7	11	doing
8	7	12	repairs
8	7	13	around
8	7	14	the
8	7	15	house
8	7	16	?
			
8	8	1	It
8	8	2	gives
8	8	3	me
8	8	4	a
8	8	5	sense
8	8	6	of
8	8	7	accomplishment
8	8	8	when
8	8	9	I
8	8	10	successfully
8	8	11	repair
8	8	12	something
8	8	13	.
			
8	9	1	It
8	9	2	must
8	9	3	feel
8	9	4	rewarding
8	9	5	!
8	9	6	Who
8	9	7	usually
8	9	8	assists
8	9	9	you
8	9	10	with
8	9	11	household
			
			
9	1	1	How
9	1	2	have
9	1	3	you
9	1	4	been
9	1	5	managing
9	1	6	to
9	1	7	take
9	1	8	care
9	1	9	of
9	1	10	your
9	1	11	plants
9	1	12	recently
9	1	13	?
			
9	2	1	Oh
9	2	2	,
9	2	3	I
9	2	4	've
9	2	5	been
9	2	6	watering
9	2	7	them
9	2	8	every
9	2	9	morning
9	2	10	before
9	2	11	breakfast
9	2	12	.
			
9	3	1	That
9	3	2	's
9	3	3	great
9	3	4	to
9	3	5	hear
9	3	6	!
9	3	7	When
9	3	8	do
9	3	9	you
9	3	10	usually
9	3	11	repair
9	3	12	things
9	3	13	around
9	3	14	the
9	3	15	house
9	3	16	?
			
9	4	1	I
9	4	2	usually
9	4	3	do
9	4	4	it
9	4	5	during
9	4	6	weekends
9	4	7	when
9	4	8	I
9	4	9	have
9	4	10	more
9	4	11	free
9	4	12	time
9	4	13	.
			
9	5	1	Do
9	5	2	you
9	5	3	tend
9	5	4	to
9	5	5	help
9	5	6	out
9	5	7	with
9	5	8	cooking
9	5	9	meals
9	5	10	for
9	5	11	the
9	5	12	family
9	5	13	?
			
9	6	1	Yes
9	6	2	,
9	6	3	I
9	6	4	enjoy
9	6	5	cooking
9	6	6	dinner
9	6	7	every
9	6	8	evening
9	6	9	.
			
9	7	1	How
9	7	2	often
9	7	3	do
9	7	4	you
9	7	5	clean
9	7	6	your
9	7	7	house
9	7	8	?
			
9	8	1	I
9	8	2	do
9	8	3	light
9	8	4	cleaning
9	8	5	every
9	8	6	day
9	8	7	,
9	8	8	but
9	8	9	deep
9	8	10	cleaning
9	8	11	once
9	8	12	a
9	8	13	week
9	8	14	.
			
9	9	1	How
9	9	2	are
9	9	3	you
9	9	4	handling
9	9	5	the
9	9	6	responsibility
9	9	7	of
9	9	8	feeding
9	9	9	the
9	9	10	family
9	9	11	pet
9	9	12	?
			
9	10	1	I
9	10	2	make
9	10	3	sure
9	10	4	to
9	10	5	give
9	10	6	our
9	10	7	pet
9	10	8	a
9	10	9	meal
9	10	10	in
9	10	11	the
9	10	12	morning
9	10	13	and
9	10	14	in
9	10	15	the
9	10	16	evening
9	10	17	.
			
			
10	1	1	How
10	1	2	are
10	1	3	you
10	1	4	managing
10	1	5	to
10	1	6	take
10	1	7	care
10	1	8	of
10	1	9	your
10	1	10	plants
10	1	11	these
10	1	12	days
10	1	13	?
			
10	2	1	I
10	2	2	water
10	2	3	them
10	2	4	every
10	2	5	morning
10	2	6	and
10	2	7	make
10	2	8	sure
10	2	9	they
10	2	10	get
10	2	11	enough
10	2	12	sunlight
10	2	13	.
			
10	3	1	That
10	3	2	's
10	3	3	great
10	3	4	!
10	3	5	When
10	3	6	do
10	3	7	you
10	3	8	usually
10	3	9	find
10	3	10	time
10	3	11	to
10	3	12	tidy
10	3	13	up
10	3	14	the
10	3	15	house
10	3	16	?
			
10	4	1	I
10	4	2	clean
10	4	3	the
10	4	4	house
10	4	5	every
10	4	6	Saturday
10	4	7	morning
10	4	8	,
10	4	9	it
10	4	10	's
10	4	11	my
10	4	12	weekly
10	4	13	routine
10	4	14	.
			
10	5	1	How
10	5	2	about
10	5	3	handling
10	5	4	repairs
10	5	5	around
10	5	6	the
10	5	7	house
10	5	8	?
10	5	9	When
10	5	10	do
10	5	11	you
10	5	12	do
10	5	13	that
10	5	14	?
			
10	6	1	I
10	6	2	fix
10	6	3	things
10	6	4	as
10	6	5	needed
10	6	6	,
10	6	7	usually
10	6	8	on
10	6	9	Sundays
10	6	10	when
10	6	11	I
10	6	12	have
10	6	13	some
10	6	14	free
10	6	15	time
10	6	16	.
			
10	7	1	Do
10	7	2	you
10	7	3	have
10	7	4	any
10	7	5	strategy
10	7	6	for
10	7	7	grocery
10	7	8	shopping
10	7	9	and
10	7	10	meal
10	7	11	preparation
10	7	12	?
			
10	8	1	I
10	8	2	go
10	8	3	grocery
10	8	4	shopping
10	8	5	on
10	8	6	Fridays
10	8	7	and
10	8	8	cook
10	8	9	meals
10	8	10	for
10	8	11	the
10	8	12	week
10	8	13	on
10	8	14	Sundays
10	8	15	.
			
10	9	1	It
10	9	2	sounds
10	9	3	like
10	9	4	you
10	9	5	have
10	9	6	a
10	9	7	good
10	9	8	routine
10	9	9	in
10	9	10	place
10	9	11	!
10	9	12	How
10	9	13	do
10	9	14	you
10	9	15	balance
10	9	16	all
10	9	17	these
10	9	18	tasks
10	9	19	?
			
			
11	1	1	How
11	1	2	do
11	1	3	you
11	1	4	usually
11	1	5	decide
11	1	6	on
11	1	7	what
11	1	8	to
11	1	9	cook
11	1	10	for
11	1	11	dinner
11	1	12	?
			
11	2	1	I
11	2	2	like
11	2	3	to
11	2	4	plan
11	2	5	my
11	2	6	meals
11	2	7	for
11	2	8	the
11	2	9	week
11	2	10	every
11	2	11	Sunday
11	2	12	.
			
11	3	1	That
11	3	2	sounds
11	3	3	like
11	3	4	a
11	3	5	good
11	3	6	idea
11	3	7	.
11	3	8	When
11	3	9	do
11	3	10	you
11	3	11	usually
11	3	12	do
11	3	13	groceries
11	3	14	?
			
11	4	1	I
11	4	2	go
11	4	3	to
11	4	4	the
11	4	5	store
11	4	6	every
11	4	7	Monday
11	4	8	morning
11	4	9	to
11	4	10	get
11	4	11	fresh
11	4	12	produce
11	4	13	and
11	4	14	other
11	4	15	essentials
11	4	16	.
			
11	5	1	What
11	5	2	's
11	5	3	your
11	5	4	approach
11	5	5	to
11	5	6	maintaining
11	5	7	your
11	5	8	household
11	5	9	?
			
11	6	1	I
11	6	2	try
11	6	3	to
11	6	4	do
11	6	5	a
11	6	6	little
11	6	7	cleaning
11	6	8	every
11	6	9	day
11	6	10	to
11	6	11	keep
11	6	12	things
11	6	13	in
11	6	14	order
11	6	15	.
			
11	7	1	How
11	7	2	about
11	7	3	repairing
11	7	4	things
11	7	5	around
11	7	6	the
11	7	7	house
11	7	8	?
			
11	8	1	I
11	8	2	usually
11	8	3	call
11	8	4	a
11	8	5	handyman
11	8	6	for
11	8	7	any
11	8	8	repairs
11	8	9	that
11	8	10	need
11	8	11	to
11	8	12	be
11	8	13	done
11	8	14	.
			
11	9	1	Do
11	9	2	you
11	9	3	have
11	9	4	any
11	9	5	plants
11	9	6	or
11	9	7	pets
11	9	8	to
11	9	9	take
11	9	10	care
11	9	11	of
11	9	12	at
11	9	13	home
11	9	14	?
			
11	10	1	I
11	10	2	have
11	10	3	a
11	10	4	few
11	10	5	indoor
11	10	6	plants
11	10	7	that
11	10	8	I
11	10	9	water
11	10	10	every
11	10	11	weekend
11	10	12	.
			
11	11	1	How
			
			
12	1	1	How
12	1	2	often
12	1	3	do
12	1	4	you
12	1	5	water
12	1	6	your
12	1	7	plants
12	1	8	,
12	1	9	Mr.
12	1	10	Smith
12	1	11	?
			
12	2	1	I
12	2	2	water
12	2	3	them
12	2	4	every
12	2	5	two
12	2	6	days
12	2	7	in
12	2	8	the
12	2	9	morning
12	2	10	.
			
12	3	1	Do
12	3	2	you
12	3	3	have
12	3	4	any
12	3	5	specific
12	3	6	routine
12	3	7	for
12	3	8	garden
12	3	9	maintenance
12	3	10	?
			
12	4	1	I
12	4	2	spend
12	4	3	my
12	4	4	Friday
12	4	5	mornings
12	4	6	trimming
12	4	7	the
12	4	8	bushes
12	4	9	and
12	4	10	mowing
12	4	11	the
12	4	12	lawn
12	4	13	.
			
12	5	1	How
12	5	2	do
12	5	3	you
12	5	4	handle
12	5	5	household
12	5	6	repairs
12	5	7	,
12	5	8	like
12	5	9	fixing
12	5	10	a
12	5	11	leaky
12	5	12	faucet
12	5	13	?
			
12	6	1	I
12	6	2	usually
12	6	3	call
12	6	4	a
12	6	5	handyman
12	6	6	for
12	6	7	those
12	6	8	tasks
12	6	9	.
			
12	7	1	Who
12	7	2	do
12	7	3	you
12	7	4	rely
12	7	5	on
12	7	6	for
12	7	7	assistance
12	7	8	with
12	7	9	household
12	7	10	chores
12	7	11	?
			
12	8	1	My
12	8	2	daughter
12	8	3	helps
12	8	4	me
12	8	5	with
12	8	6	grocery
12	8	7	shopping
12	8	8	and
12	8	9	changing
12	8	10	light
12	8	11	bulbs
12	8	12	.
			
12	9	1	Is
12	9	2	there
12	9	3	any
12	9	4	specific
12	9	5	day
12	9	6	you
12	9	7	dedicate
12	9	8	to
12	9	9	cleaning
12	9	10	your
12	9	11	house
12	9	12	?
			
12	10	1	I
12	10	2	prefer
12	10	3	cleaning
12	10	4	on
12	10	5	Sunday
12	10	6	mornings
12	10	7	;
12	10	8	it
12	10	9	sets
12	10	10	the
12	10	11	tone
12	10	12	for
12	10	13	the
12	10	14	week
12	10	15	.
			
			
13	1	1	How
13	1	2	often
13	1	3	do
13	1	4	you
13	1	5	water
13	1	6	your
13	1	7	plants
13	1	8	?
			
13	2	1	I
13	2	2	water
13	2	3	them
13	2	4	twice
13	2	5	a
13	2	6	week
13	2	7	,
13	2	8	after
13	2	9	dinner
13	2	10	.
			
13	3	1	Do
13	3	2	you
13	3	3	handle
13	3	4	the
13	3	5	repairs
13	3	6	around
13	3	7	the
13	3	8	house
13	3	9	by
13	3	10	yourself
13	3	11	?
			
13	4	1	Yes
13	4	2	,
13	4	3	I
13	4	4	try
13	4	5	to
13	4	6	.
13	4	7	Ca
13	4	8	n't
13	4	9	do
13	4	10	everything
13	4	11	I
13	4	12	used
13	4	13	to
13	4	14	,
13	4	15	but
13	4	16	managing
13	4	17	fine
13	4	18	.
			
13	5	1	That
13	5	2	's
13	5	3	impressive
13	5	4	!
13	5	5	How
13	5	6	do
13	5	7	you
13	5	8	maintain
13	5	9	your
13	5	10	household
13	5	11	organization
13	5	12	?
			
13	6	1	I
13	6	2	have
13	6	3	a
13	6	4	weekly
13	6	5	schedule
13	6	6	for
13	6	7	cleaning
13	6	8	each
13	6	9	room
13	6	10	.
			
13	7	1	How
13	7	2	about
13	7	3	caring
13	7	4	for
13	7	5	your
13	7	6	pets
13	7	7	?
			
13	8	1	I
13	8	2	make
13	8	3	sure
13	8	4	to
13	8	5	feed
13	8	6	my
13	8	7	cat
13	8	8	every
13	8	9	morning
13	8	10	and
13	8	11	play
13	8	12	with
13	8	13	her
13	8	14	in
13	8	15	the
13	8	16	evenings
13	8	17	.
			
13	9	1	Sounds
13	9	2	like
13	9	3	a
13	9	4	lovely
13	9	5	routine
13	9	6	.
13	9	7	How
13	9	8	do
13	9	9	you
13	9	10	assist
13	9	11	household
13	9	12	members
13	9	13	with
13	9	14	tasks
13	9	15	?
			
13	10	1	I
13	10	2	help
13	10	3	with
13	10	4	meal
13	10	5	preparations
13	10	6	and
13	10	7	laundry
13	10	8	whenever
13	10	9	possible
13	10	10	.
			
			
14	1	1	How
14	1	2	often
14	1	3	do
14	1	4	you
14	1	5	water
14	1	6	your
14	1	7	plants
14	1	8	,
14	1	9	Mr.
14	1	10	Johnson
14	1	11	?
			
14	2	1	Oh
14	2	2	,
14	2	3	I
14	2	4	remember
14	2	5	to
14	2	6	water
14	2	7	them
14	2	8	every
14	2	9	Monday
14	2	10	and
14	2	11	Thursday
14	2	12	.
			
14	3	1	Do
14	3	2	you
14	3	3	have
14	3	4	any
14	3	5	favorite
14	3	6	plants
14	3	7	you
14	3	8	take
14	3	9	extra
14	3	10	care
14	3	11	of
14	3	12	?
			
14	4	1	Yes
14	4	2	,
14	4	3	I
14	4	4	have
14	4	5	a
14	4	6	lovely
14	4	7	rose
14	4	8	bush
14	4	9	in
14	4	10	the
14	4	11	backyard
14	4	12	.
			
14	5	1	When
14	5	2	was
14	5	3	the
14	5	4	last
14	5	5	time
14	5	6	you
14	5	7	repaired
14	5	8	something
14	5	9	in
14	5	10	your
14	5	11	house
14	5	12	?
			
14	6	1	Just
14	6	2	last
14	6	3	week
14	6	4	,
14	6	5	I
14	6	6	fixed
14	6	7	the
14	6	8	leaky
14	6	9	faucet
14	6	10	in
14	6	11	the
14	6	12	bathroom
14	6	13	.
			
14	7	1	Have
14	7	2	you
14	7	3	helped
14	7	4	your
14	7	5	wife
14	7	6	with
14	7	7	any
14	7	8	household
14	7	9	chores
14	7	10	recently
14	7	11	?
			
14	8	1	Yes
14	8	2	,
14	8	3	I
14	8	4	cooked
14	8	5	dinner
14	8	6	for
14	8	7	her
14	8	8	last
14	8	9	night
14	8	10	.
			
			
15	1	1	How
15	1	2	are
15	1	3	you
15	1	4	feeling
15	1	5	today
15	1	6	with
15	1	7	all
15	1	8	the
15	1	9	chores
15	1	10	,
15	1	11	Rita
15	1	12	?
			
15	2	1	Oh
15	2	2	,
15	2	3	I
15	2	4	'm
15	2	5	managing
15	2	6	.
15	2	7	I
15	2	8	usually
15	2	9	start
15	2	10	cleaning
15	2	11	around
15	2	12	mid
15	2	13	-
15	2	14	morning
15	2	15	every
15	2	16	Saturday
15	2	17	.
			
15	3	1	Do
15	3	2	you
15	3	3	have
15	3	4	any
15	3	5	particular
15	3	6	routine
15	3	7	you
15	3	8	follow
15	3	9	while
15	3	10	cleaning
15	3	11	?
			
15	4	1	Yes
15	4	2	,
15	4	3	I
15	4	4	always
15	4	5	start
15	4	6	with
15	4	7	dusting
15	4	8	the
15	4	9	furniture
15	4	10	and
15	4	11	then
15	4	12	move
15	4	13	on
15	4	14	to
15	4	15	vacuuming
15	4	16	.
			
15	5	1	And
